%%  AutoUniv Version 1 User Guide 

%%  1 About AutoUniv 
%%  AutoUniv (AU) is a tool for creating classification models and generating 
%%  classified examples. 
%%  AU was designed by 
%%  Ray J. Hickey 
%%  E: ray.j.hickey@gmail.com
%%  W: http://sites.google.com/site/autouniv
%%  AU was programmed in Win-Prolog, version 4.9 from Logic Programming 
%%  Associates and makes use of the Prolog compiler and reasoning engine. 

%%  2 Installation 
%%  AU runs under Windows. Around 2GB of memory will be sufficient. Simply 
%%  extract AU.zip. AU does not alter registry settings. 
%%  All files are in the top-level folder. AU consists of four files: au.exe, au.dll, au.ini, 
%%  au.ovl. Two sub-folders exist containing examples of models and of data sets. 
%%  In addition to this User Guide there is also a Reference Manual. 
%%  Memory settings are in au.ini. These have been set to cater for the largest 
%%  models and should not need adjusting. 

%%  3 Running AU 
%%  Run au.exe. This will start the Launcher. From here you can run the two 
%%  applications namely the model builder, Create Model, and the data generator, 
%%  Generate Data. 
%%  The following sections provide a brief description of the use of the model builder 
%%  and data generator. These should be read in conjunction with the more detailed 
%%  account of AU in the Reference Manual. 

%%  4 The model builder tool 
%%  The Build Classification Model dialog is available from the Launcher. Settings 
%%  are made for attributes, classes and rules. The order in which settings are 
%%  entered is controlled. For example, the number of relevant attributes cannot be 
%%  specified until the number of attributes overall is specified. Validity checks 
%%  operate to prevent illegitimate entries. There is also auto completion. 
%%  The Class Distribution Settings dialog is available from the Customise 
%%  Distribution button or these settings can be randomised from the Randomise 
%%  Distributions button. A total weight of 1000 must be distributed across the 
%%  classes to reflect the prominence of each class. Applying Hold to any weight will 
%%  cause it to be retained when randomisation is applied. Minimum and maximum 
%%  values for the majority class probability are set for each class. These are 
%%  expressed as integers up to 1000 subject to a minimum necessary to secure a 
%%  majority class (which is displayed). Randomisation is also available, with hold. 
%%  Selecting Zero Noise followed by randomisation will set minimum and maximum - 2 - 
%%  to 1000 for unheld classes. Illegitimate values will be notified to the user when 
%%  the Apply button is pressed. 
%%  When all build settings have been made the Apply button in the Build 
%%  Classification Model dialog is enabled. When activated, this will enable the Start
%%  button for model building. Progress in the building of the model is echoed in the 
%%  Build Log window. After completion or failure, the model may be rebuilt with or 
%%  without attribute definitions and attribute factorisation being retained. 
%%  Once built, a model may be saved which creates its .aupl, .aurules and 
%%  .auprops files. The .aupl file provides the Prolog source code definition of the 
%%  model. 
%%  A new model may now be built or drift may be applied to the existing model by 
%%  selecting Keep attribute definitions and, possibly, other keep options depending 
%%  on the type of drift required. 
%%  When the user returns to the Launcher, the current build settings are retained. 

%%  5 The data generator tool 
%%  The Generate Data Set from Model dialog is available from the Launcher. Here 
%%  a model is selected and will be compiled into the Prolog system. A file format 
%%  for the examples is selected. The three available formats are CSV, ARFF (for 
%%  WEKA) and C4.5. Examples may be generated with or without header attribute 
%%  information. The latter is useful for appending examples to existing files. 

%%  6 Modification of the .aupl file 
%%  The user can edit the .aupl file for a model in order to manually alter the model 
%%  definition. Caution should be exercised when doing this. It is the user’s 
%%  responsibility to ensure the logical integrity and syntactic correctness of any 
%%  alterations. Logical flaws will cause the data generator to crash. In this situation, 
%%  the system should be exited and restarted. Syntax errors will produce a Prolog 
%%  compiler error message. 

@relation autoUniv-au6-1000

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 {v1,v2}
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 {v1,v2}
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 {v1,v2,v3}
@attribute Class {class1,class2,class3,class4,class5,class6,class7,class8}

@data
3.04,54488,30,2.27,40199,0.171,71.9,92,4.41,9.4,53.7,v2,0.674,76.3,6881,803,0.84,5.39,0.17,814,26.2,0.25,3.84,66,7.06,0.158,0.457,0.98,9.11,0.38,v2,53.3,0.45,77.3,59.1,0.52,22807,6.67,0.766,v1,class3
1.58,51221,51,1.84,46339,0.38,75,86,4.7,6.4,51.9,v2,0.69,92.4,7030,763,0.648,6.34,0.68,503,26.4,0.2,1.76,88.6,6.97,0.529,0.418,0.92,9.09,0.47,v2,60.3,0.37,21.4,58.5,0.77,61165,8.53,0.755,v1,class3
2.52,55257,14.5,0.92,21969,0.237,79.7,71,4.26,7.6,50.9,v2,0.496,96.6,6088,806,0.25,5.79,0.62,816,30.8,0.46,1.33,71.5,8,0.881,0.605,0.55,8.54,0.44,v1,47.3,0.43,85.3,58.9,0.81,20591,7.46,0.687,v2,class1
2.11,53225,49.4,3.3,21813,0.211,85,67,4.44,7.6,50.2,v2,0.864,80.6,5855,741,0.25,6.31,0.69,637,26.6,0.27,2.6,75.8,7.44,0.577,0.537,0.96,9.05,0.26,v1,62.2,0.41,59.8,55.3,0.62,82729,7.55,0.737,v2,class3
3.1,46267,32.6,1.87,84570,0.497,79.3,72,4.67,8.8,50.2,v1,0.788,99,5335,741,0.65,4.93,0.5,805,24.1,0.21,3.81,87.8,7,0.177,0.603,0.83,9.13,0.33,v2,61.3,0.5,18.4,66.6,0.28,58825,7.57,0.822,v3,class3
1.95,50217,28.3,1.92,23884,0.492,72.8,65,4.66,3.5,50.7,v1,0.669,89.9,5846,787,0.795,5.93,0.68,820,25.6,0.16,3.83,68.1,6.88,0.261,0.57,0.86,9.51,0.53,v1,58.5,0.42,59.4,58.2,0.89,30354,7.64,0.688,v2,class2
2.06,53479,14.7,2.1,24058,0.161,72.6,69,4.34,5.1,52.4,v1,0.678,87.2,6573,761,0.308,5.96,0.55,821,23.9,0.42,1.87,65.8,7.11,0.258,0.5,0.94,9.84,0.28,v1,58.8,0.38,59.5,55.7,0.25,63159,6.44,0.734,v1,class2
3.5,46377,38,0.73,33986,0.315,77.6,58,4.57,6.3,51.9,v2,0.833,74.3,7302,808,0.251,3.6,0.37,814,26.4,0.45,1.35,81.9,8.02,0.1,0.608,0.46,9.15,0.25,v2,59.7,0.42,69.5,56.9,0.25,28389,7.57,0.731,v3,class3
3.36,48660,34.2,1.85,48622,0.456,76.4,94,4.45,8.1,50.2,v1,0.594,52.9,5104,746,0.391,5.6,0.54,801,23.9,0.27,3.08,87.9,6.95,0.1,0.462,0.76,9.12,0.22,v1,60.1,0.44,60,55.9,0.51,50322,7.11,0.771,v3,class1
1.48,53445,49.7,1.83,29789,0.496,78,72,4.6,5.5,50.5,v1,0.647,49.3,7211,802,0.645,6.34,0.51,823,24.7,0.41,2.98,72.5,6.96,0.791,0.386,0.91,9.06,0.61,v1,57.9,0.46,37.4,58.6,0.52,52436,6.35,0.836,v1,class8
3.52,55440,36.8,2.44,59406,0.48,83.6,88,4.54,5.6,53.5,v1,0.864,97.6,7311,746,0.642,6.22,0.57,819,30.9,0.37,1.89,90.5,6.77,0.276,0.526,0.56,9.08,0.27,v1,58.2,0.39,88.7,72.6,0.56,29479,7.17,0.77,v3,class7
2.83,55802,39.3,1.35,96385,0.168,74.1,72,4.61,9.1,51.1,v1,0.655,80.9,5395,759,0.72,6.31,0.72,823,24.1,0.18,1.42,94.9,7.06,0.948,0.351,0.98,9.39,0.25,v2,50.3,0.46,60.1,57.2,0.65,59061,8.41,0.733,v2,class3
1.59,55760,39.6,2.04,95936,0.497,79.6,62,4.7,4,50.2,v2,0.792,77.4,5672,762,0.466,4.89,0.14,316,29.8,0.26,1.47,82.8,6.95,0.405,0.471,0.52,9.08,0.42,v1,60.1,0.56,80.6,72.6,0.57,49153,7.17,0.757,v2,class1
3.53,51794,36.2,2.02,38168,0.354,83.5,67,4.39,5.9,54.9,v2,0.679,41.3,6794,799,0.635,4.98,0.62,819,24.4,0.4,3.63,98,7.07,0.821,0.584,0.44,9.71,0.6,v1,59.7,0.57,30.1,70.8,0.28,53314,6.88,0.746,v1,class4
3.36,51346,13.7,2.38,19647,0.315,84.9,81,4.59,9.1,52,v2,0.864,81.5,6190,746,0.402,4.86,0.48,607,29.5,0.24,2.4,88.2,7.57,0.682,0.341,0.55,9.21,0.62,v1,52,0.39,65.9,71.9,0.55,19465,7.3,0.762,v2,class3
3.57,56449,45.5,0.28,77968,0.495,73.6,84,4.31,5.7,52.1,v2,0.649,50.4,7039,746,0.624,5.5,0.71,618,25.9,0.18,3.42,84.9,7.04,0.215,0.33,0.93,9.44,0.46,v1,53.7,0.6,20.1,63.4,0.33,33038,6.26,0.74,v1,class2
2.51,55501,38,2.06,52988,0.167,77.7,72,4.27,8,52,v2,0.589,93.7,5635,783,0.639,5.29,0.69,609,25.3,0.28,0.8,94.9,7.23,0.122,0.334,0.9,9.11,0.3,v1,58.3,0.38,60.1,72,0.52,56823,6.93,0.8,v3,class7
1.37,54644,28,0.6,24393,0.352,77.7,63,4.43,8.1,52.3,v2,0.712,52.7,6288,800,0.734,4.57,0.29,316,27.7,0.16,3.8,97.2,7.64,0.122,0.482,0.61,9.05,0.62,v1,61.9,0.43,39.3,64.4,0.83,41581,8.26,0.743,v1,class4
1.39,54991,39.9,2.17,70522,0.316,72.6,84,4.25,9.3,51.3,v2,0.863,82.1,7278,798,0.248,4.37,0.42,716,30.8,0.21,1.49,73.4,6.89,0.748,0.452,0.75,9.66,0.36,v1,47.2,0.42,26,72.1,0.48,17685,7.88,0.826,v3,class4
3.54,53629,37.5,1.37,18897,0.185,72.9,80,4.53,7.3,50.7,v2,0.692,81,7026,760,0.797,3.67,0.4,554,24.4,0.47,2.39,77.9,7.31,0.215,0.527,0.88,9.05,0.41,v2,58.2,0.42,59.7,57,0.89,14500,7.37,0.769,v1,class2
1.53,47232,14.2,2.48,23754,0.316,78.7,53,4.25,5.5,54,v1,0.613,90.7,6558,745,0.411,6.23,0.5,767,26.2,0.24,1.93,90.2,7.8,0.274,0.342,0.52,9.56,0.59,v1,54.6,0.38,59.6,70.9,0.38,14668,7.08,0.695,v3,class6
2.87,50726,38.8,3.09,54124,0.496,77.5,92,4.7,9.3,50.2,v2,0.688,99.2,6249,753,0.628,5.83,0.37,333,30.4,0.46,0.45,95.7,6.74,0.444,0.62,0.43,9.53,0.35,v1,61.1,0.39,19.2,71.2,0.7,19028,7.6,0.709,v3,class8
3.72,53544,43.6,1.85,20698,0.256,78.6,52,4.59,5.8,50.2,v1,0.68,81.2,4530,761,0.617,3.26,0.64,823,25,0.46,1.37,78.9,7.2,0.151,0.373,0.47,9.06,0.43,v2,58.5,0.59,28.1,62.8,0.21,69004,7.15,0.714,v2,class6
3.5,52892,26.7,2.26,79167,0.498,71.8,81,4.49,9,50.2,v1,0.621,92,6383,793,0.771,5.32,0.14,816,25.8,0.36,2.28,88.2,6.86,0.711,0.601,0.91,9.77,0.45,v2,49.8,0.39,79.1,66.6,0.43,54597,8.37,0.768,v3,class2
2.49,56363,36.3,1.99,75090,0.146,79.5,92,4.3,9.3,50.6,v2,0.694,85.1,5890,746,0.627,3.2,0.14,691,28.6,0.36,1.52,75.8,7.01,0.14,0.568,0.86,9.21,0.46,v2,61.3,0.55,59.9,63.7,0.46,14142,6.59,0.781,v1,class7
2.35,52671,12.2,0.54,22658,0.172,76.1,67,4.27,5.2,50.2,v2,0.786,95.8,4802,808,0.639,5.94,0.68,819,34.4,0.24,2,98.3,6.98,0.244,0.615,0.43,9.1,0.38,v1,60.9,0.45,67.1,61.2,0.77,45050,6.63,0.807,v1,class1
3.32,46867,39.8,1.87,60060,0.148,76.5,71,4.51,9.1,51.8,v2,0.614,96.1,6671,810,0.78,3.5,0.56,603,24.7,0.27,2.83,78.5,6.99,0.237,0.599,0.88,9.63,0.26,v1,54.6,0.5,71.1,60.3,0.62,36625,7.65,0.734,v2,class7
3.58,48848,39.6,2.62,40862,0.497,73.4,66,4.66,6.4,52.7,v2,0.764,79.6,4985,747,0.746,6.34,0.4,801,31,0.15,3.37,90.9,6.95,0.597,0.449,0.93,9.12,0.27,v2,49.8,0.42,28.1,59.4,0.38,15711,6.77,0.765,v1,class1
3.64,52986,37.6,2.12,96335,0.498,76.9,70,4.63,3.6,50.7,v2,0.693,41.3,5328,756,0.599,3.15,0.54,605,27.7,0.2,2.79,68.6,6.89,0.58,0.626,0.87,9.62,0.41,v1,53.1,0.6,27.5,61.3,0.85,37697,6.59,0.748,v2,class5
2.8,56028,43,2.14,52394,0.495,77.4,55,4.41,8.2,51.5,v1,0.69,91.4,4883,762,0.601,4.63,0.51,472,28.6,0.29,2.5,98.8,6.97,0.386,0.45,0.63,9.26,0.62,v1,59.3,0.36,19.4,64.2,0.79,49533,6.59,0.688,v3,class4
3.72,47159,41.9,3.24,35620,0.162,77.9,90,4.65,7.5,50.2,v2,0.688,46.1,5862,744,0.236,5.34,0.72,815,26.2,0.15,3.49,86.9,7.16,0.105,0.406,0.85,8.93,0.6,v2,57.7,0.44,72.7,59,0.64,22502,7.46,0.695,v3,class5
3.62,54865,31.8,1.84,24388,0.497,71.8,79,4.67,6.1,51.2,v2,0.864,79.1,6440,810,0.582,6.35,0.23,746,28.3,0.35,4.16,91,6.99,0.879,0.623,0.65,9.13,0.38,v2,61.4,0.53,77.1,70.2,0.33,84548,7.54,0.754,v2,class4
3.56,51480,33.7,1.02,93659,0.496,76.9,52,4.24,7.4,50.2,v2,0.787,35.5,4446,803,0.433,5.99,0.68,431,30.6,0.29,3.84,88.3,6.78,0.283,0.335,0.51,9.7,0.27,v2,61.9,0.59,68.4,63.6,0.43,60259,6.39,0.723,v3,class4
3.67,55286,38,1.84,85295,0.468,72.6,58,4.61,6.7,52.7,v2,0.606,79.8,7372,747,0.643,6.01,0.52,597,24.9,0.21,2.66,74.1,7,0.725,0.599,0.86,9.1,0.27,v1,62,0.44,64.3,69.1,0.69,51827,6.9,0.754,v3,class3
2.27,46342,19.3,2.29,84629,0.315,84.1,61,4.31,6.6,55.7,v2,0.496,77.3,6599,760,0.477,6,0.48,410,30,0.3,3.26,66.1,6.75,0.198,0.576,0.79,9.73,0.24,v1,50,0.51,74.1,58.1,0.62,49328,7.12,0.763,v3,class3
1.66,47021,44.7,2.1,23352,0.327,72.7,65,4.55,3.4,50.2,v1,0.693,77.5,4304,742,0.662,6.09,0.56,678,26,0.2,0.43,87.2,8.07,0.186,0.359,0.92,9.09,0.29,v2,56.7,0.63,21.1,59.7,0.89,26427,7.06,0.818,v3,class6
3.51,52208,35.2,2.88,59352,0.498,78.7,67,4.45,9.3,52.9,v1,0.601,76.9,5973,764,0.601,4.36,0.15,641,25.7,0.4,1.04,81.9,6.73,0.711,0.615,0.5,9.87,0.58,v2,59,0.44,72.8,58,0.41,28759,7.16,0.711,v1,class7
3.65,52441,20.2,1.85,72435,0.495,71.9,59,4.49,9.3,51.6,v1,0.715,98.1,4820,763,0.643,6.23,0.58,601,28.8,0.21,0.68,78.8,6.99,0.129,0.478,0.85,9.39,0.47,v1,62,0.49,59.7,62.3,0.73,55694,8.1,0.79,v2,class1
3.34,54488,38.8,3.1,84466,0.161,73,74,4.3,8.2,54.7,v1,0.657,77.9,5975,775,0.249,4.76,0.64,708,24.3,0.3,3.49,88.6,7,0.176,0.543,0.67,9.05,0.24,v1,60,0.42,59.5,65.2,0.5,51934,7.01,0.691,v2,class6
3,52808,33.8,1.85,84276,0.166,74.6,94,4.29,4.1,52.9,v1,0.651,79.8,5290,744,0.643,6.09,0.27,468,30.4,0.26,4.13,78.7,7.16,0.348,0.485,0.85,9.81,0.21,v2,61.9,0.53,64.4,56.7,0.77,59642,7.13,0.759,v1,class4
3.06,56492,51,2.6,96250,0.498,78.7,75,4.69,9,55.7,v1,0.697,98,6486,743,0.778,3.98,0.53,515,26.5,0.16,1.44,80.5,6.8,0.144,0.492,0.92,9.53,0.42,v2,57.7,0.43,72.8,59.2,0.73,18748,6.24,0.721,v2,class5
2.26,47047,24.6,3.15,89150,0.148,78.9,74,4.65,6.7,53.2,v2,0.672,99.2,4897,773,0.289,5.51,0.7,601,32.5,0.24,1.42,90.2,7.06,0.83,0.56,0.4,9.57,0.27,v1,60.3,0.48,60,64.2,0.68,68841,7.48,0.719,v2,class2
3.31,51757,36.9,3.16,21182,0.496,75.3,91,4.62,3.6,52.2,v2,0.684,76.2,5859,745,0.554,6.3,0.55,815,24,0.46,1.4,87.9,6.96,0.277,0.595,0.91,9.08,0.22,v1,60.7,0.42,20.7,55.5,0.63,26701,7.03,0.768,v1,class8
1.94,53037,46.2,2.18,48311,0.17,81.7,86,4.45,8.3,50.2,v2,0.517,84.7,6878,794,0.673,3.58,0.49,610,30.5,0.47,3.64,86.6,7.06,0.629,0.334,0.47,9.8,0.26,v1,61.1,0.35,21.4,65,0.81,56732,6.58,0.719,v1,class5
3.66,46805,15,2.01,24282,0.315,81,69,4.62,3.9,55.6,v1,0.684,96.8,7360,773,0.637,6.11,0.69,815,24,0.29,1.32,87.5,6.79,0.221,0.372,0.58,9.08,0.33,v1,58.5,0.37,20.7,70.9,0.86,24335,6.6,0.809,v3,class1
1.58,50956,40.1,0.96,39315,0.287,77.6,87,4.27,6.9,50.2,v2,0.708,51.8,5424,760,0.611,5.1,0.56,507,34.1,0.29,3.69,74.1,7.71,0.67,0.422,0.87,9.06,0.3,v1,47.8,0.37,24.3,72.9,0.79,21140,7.65,0.752,v2,class3
2.14,53272,51.3,1.84,91585,0.17,71.5,72,4.69,8.5,50.2,v2,0.864,91.1,6204,807,0.648,4.52,0.45,817,27,0.35,0.77,88.3,7.14,0.124,0.334,0.95,9.07,0.6,v1,61.7,0.42,61.2,65.7,0.22,68751,6.6,0.766,v1,class2
3.83,46968,27,3.11,20060,0.316,77.5,91,4.51,8.3,50.2,v1,0.864,81.6,4632,804,0.728,4.59,0.41,819,24.7,0.25,3.3,73.5,7.04,0.346,0.342,0.93,9.24,0.45,v2,48.1,0.53,60.2,72.5,0.88,15253,7.41,0.769,v2,class7
3.56,50791,47.3,1.83,82511,0.315,72.9,93,4.28,8.7,51,v2,0.594,74.9,6552,810,0.64,6.35,0.49,781,34.1,0.16,3.38,63.8,6.76,0.201,0.619,0.46,8.28,0.56,v1,59.9,0.48,27.1,62.7,0.82,55773,6.51,0.845,v1,class2
3.3,56613,35.6,0.32,68235,0.226,79.4,90,4.69,6.8,51.1,v1,0.677,60,6967,804,0.611,6.08,0.72,607,33.3,0.29,1.64,80,6.97,0.904,0.418,0.72,9.12,0.62,v1,61,0.41,30.3,72.9,0.41,16222,7.46,0.695,v1,class1
3.36,48345,34.3,2.19,95208,0.167,79.1,89,4.61,9.5,50.2,v1,0.619,73.8,4437,762,0.236,4.84,0.68,388,34.5,0.43,2.95,89.1,7.28,0.641,0.585,0.96,8.68,0.57,v1,55.3,0.49,24.3,70.2,0.57,78590,7.24,0.756,v3,class5
3.74,49713,12.1,3.1,24118,0.315,79.4,90,4.49,7.1,51.5,v1,0.639,82.2,6707,743,0.337,5.06,0.69,606,33.4,0.36,0.45,98.3,6.77,0.251,0.525,0.77,9.59,0.42,v2,60.7,0.35,59.5,56.1,0.82,17359,6.57,0.752,v3,class8
1.54,54442,50,0.49,23473,0.317,84,93,4.23,5.3,55.5,v2,0.837,95.3,4328,805,0.65,4.12,0.14,757,32.1,0.47,2.66,79.1,6.73,0.279,0.626,0.87,9.08,0.4,v2,51.2,0.35,18.7,60.6,0.48,83980,7.44,0.771,v2,class1
3.77,50769,15.9,2.87,57905,0.295,85.1,59,4.56,7.1,51.7,v1,0.785,79.6,6276,746,0.234,3.54,0.16,635,26.2,0.29,3.58,90.3,7.51,0.142,0.438,0.95,9.05,0.44,v2,59.5,0.43,60.1,71.6,0.85,84514,6.53,0.822,v2,class3
3.84,46704,14.2,2.19,58070,0.316,84.2,66,4.39,9.3,53.3,v1,0.502,97.8,4763,747,0.303,4.15,0.62,763,28.4,0.28,2.69,98.3,8.48,0.266,0.597,0.75,9.31,0.39,v1,61.6,0.43,20.5,72.8,0.55,27720,7.79,0.831,v1,class5
1.31,54023,51.2,2.35,22277,0.196,77,73,4.59,7.7,54.9,v1,0.682,78.2,5181,795,0.578,6.37,0.55,823,34.7,0.45,4.06,87.2,6.78,0.224,0.615,0.42,9.46,0.51,v2,47.5,0.38,18.3,61.5,0.64,73942,8.07,0.779,v2,class6
3.86,52226,42.1,2.18,76953,0.161,77.7,93,4.64,9.1,54.3,v2,0.584,85,4230,742,0.6,4.01,0.61,646,27.8,0.22,2.76,80.5,6.8,0.1,0.458,0.43,9.59,0.28,v2,55.4,0.53,20.5,57.2,0.46,62847,6.67,0.727,v2,class5
3.71,55830,27.9,1.94,95971,0.166,74.3,93,4.63,7.7,50.2,v2,0.695,99,7522,786,0.252,6.22,0.71,690,29.3,0.27,3.46,79.3,6.93,0.265,0.589,0.68,9.06,0.62,v1,57.3,0.43,64.4,63.2,0.68,58909,6.92,0.768,v2,class5
3.7,55049,25.5,2,18936,0.496,71.1,61,4.3,4.7,52.8,v2,0.779,36.5,4342,763,0.796,6.35,0.7,409,32.2,0.26,1.91,92.2,6.97,0.616,0.62,0.98,9.05,0.62,v1,60.2,0.42,20.6,70.8,0.33,64676,6.6,0.737,v3,class2
3.77,53919,46.7,1.92,25259,0.316,78,94,4.35,8.5,50.2,v1,0.769,79.1,7000,747,0.436,5.94,0.45,762,28.9,0.45,4.11,92.8,7.02,0.255,0.463,0.67,9.86,0.29,v1,59.4,0.41,83.4,70.6,0.48,81091,7.34,0.737,v3,class4
2.82,54704,37.4,2.54,50463,0.171,73.3,51,4.63,4.3,52.3,v1,0.543,57.1,5239,749,0.555,3.59,0.22,609,24.7,0.19,2.93,95.2,7.17,0.109,0.44,0.97,9.88,0.4,v1,60.6,0.35,70.8,55.3,0.86,55310,7.5,0.807,v3,class8
3.52,53771,39.9,2.1,60191,0.316,82.2,52,4.64,6.6,54.1,v2,0.474,90.5,6113,746,0.328,6.18,0.67,636,26.4,0.15,4.04,71.9,6.95,0.128,0.602,0.51,9.7,0.62,v1,51,0.34,38.2,61.6,0.36,36429,8.48,0.74,v3,class3
2.27,46532,37.8,2.02,70725,0.315,76,86,4.4,3.4,50.5,v1,0.56,74.8,6879,760,0.553,6.17,0.38,595,24.5,0.41,1.71,95.5,6.91,0.395,0.609,0.79,9.1,0.39,v1,60.4,0.59,54.6,72.3,0.49,57169,6.27,0.766,v1,class3
3.78,55883,15,1.09,72512,0.167,78.5,61,4.6,8.3,55.8,v2,0.66,77.9,6733,798,0.247,5.56,0.67,661,30.3,0.47,3.18,98.5,7.66,0.178,0.585,0.55,9.84,0.62,v2,60.8,0.48,17.8,68.1,0.83,59853,6.75,0.743,v3,class2
2.47,50553,29.1,2.24,30093,0.316,76.7,91,4.6,8.9,50.3,v1,0.671,68,7347,764,0.631,5.92,0.6,608,26.2,0.27,3.59,94.1,6.89,0.847,0.611,0.53,9.81,0.37,v1,58.3,0.37,18.3,71.4,0.26,26792,6.59,0.837,v2,class1
3.47,56519,39.9,3.23,38220,0.153,80.4,70,4.64,7.8,54.7,v2,0.664,88.3,4389,773,0.641,6.37,0.39,597,24.8,0.44,3.32,97.5,6.85,0.201,0.602,0.98,9.11,0.47,v2,48.2,0.43,18.3,70.1,0.36,44063,7.36,0.716,v1,class5
1.29,53844,39.7,2.36,37104,0.496,77.9,77,4.25,9.5,52.6,v1,0.665,81.4,6759,752,0.353,5.87,0.61,762,25.9,0.22,1.78,90.6,7.56,0.615,0.617,0.94,9.12,0.6,v1,53.2,0.42,21.8,57.2,0.52,56491,6.58,0.725,v3,class3
2.8,53466,40.4,2.68,24062,0.315,81.6,71,4.28,7.8,55.3,v1,0.822,36.6,6332,764,0.393,4.53,0.39,605,26.7,0.3,0.63,80,7.71,0.67,0.599,0.94,9.85,0.6,v2,53.2,0.44,62,55.4,0.8,52756,6.57,0.704,v3,class6
2.8,49677,41.9,2.34,83511,0.15,78.5,93,4.69,3.7,50.5,v2,0.64,99,6317,787,0.382,6.08,0.69,489,33.4,0.45,1.39,93.5,6.96,0.189,0.35,0.91,9.37,0.24,v1,59.7,0.6,18.9,69.6,0.73,18063,6.58,0.769,v3,class1
3.59,48690,26,0.73,78618,0.316,75.8,80,4.7,6.5,50.2,v1,0.683,88.2,4646,758,0.542,4.75,0.64,822,24.3,0.21,3.02,91.6,7.04,0.2,0.453,0.9,9.1,0.26,v2,49.4,0.44,21.5,70.5,0.42,48550,7.61,0.741,v3,class7
2.53,52873,38.8,1.84,26311,0.295,73.1,64,4.53,8.8,50.7,v2,0.654,76.8,6833,757,0.568,5.82,0.63,326,24,0.42,1.91,81.1,6.7,0.2,0.615,0.71,9.36,0.62,v1,58.6,0.35,79.3,66.3,0.88,21674,7.24,0.731,v1,class8
1.83,54291,31.3,2.05,59787,0.355,72.6,94,4.49,8,52.9,v1,0.577,36.3,4322,746,0.538,6.12,0.36,818,30.8,0.17,4.13,93.9,6.86,0.131,0.62,0.63,9.2,0.58,v1,50.6,0.35,59.5,58.7,0.53,23048,7.18,0.709,v2,class3
3.57,46955,26.9,2.31,51218,0.234,73.3,88,4.6,8,52.2,v1,0.651,77.7,4175,806,0.593,6.37,0.18,817,25.6,0.22,2.11,81.1,6.88,0.595,0.616,0.96,9.54,0.6,v2,61.3,0.55,53.8,72.3,0.75,28622,8.15,0.75,v1,class3
3.39,53202,42.6,0.37,19102,0.442,77.9,55,4.24,9.5,53.1,v1,0.814,97.5,6594,756,0.475,4.56,0.4,822,26.2,0.26,1.68,74.1,6.69,0.559,0.364,0.42,8.3,0.33,v1,58.2,0.43,18.9,61,0.24,33830,7.56,0.763,v3,class4
1.73,52596,39.9,1.18,32449,0.378,78.7,83,4.61,5.2,50.2,v1,0.761,77.5,6099,809,0.851,3.76,0.62,253,26.1,0.26,0.61,80.7,6.99,0.454,0.625,0.86,9.09,0.25,v2,59.6,0.52,59.7,67.6,0.68,58827,7.12,0.753,v3,class5
3.69,54878,32.5,3.31,60248,0.155,78,94,4.27,6.1,55.3,v1,0.629,86,6059,747,0.593,5.88,0.56,822,28.5,0.46,1.65,73,7.01,0.243,0.606,0.89,8.31,0.3,v1,51.8,0.44,69.9,60.7,0.51,21785,7.39,0.756,v1,class2
3.42,46148,39.6,0.46,42293,0.347,75.4,81,4.28,3.7,50.2,v2,0.646,97.8,6669,802,0.637,6.18,0.57,597,30.3,0.42,3.89,97.2,8.22,0.124,0.616,0.81,9.7,0.22,v2,47.4,0.43,57,56.2,0.6,58343,7.24,0.823,v3,class6
3.86,46359,51.2,3.13,76039,0.166,77,68,4.6,4.4,51.6,v1,0.678,42.7,5883,760,0.802,5.91,0.54,605,26.1,0.21,2.46,91.3,6.86,0.858,0.336,0.79,9.04,0.55,v1,58.7,0.59,20.5,72.8,0.35,21107,6.95,0.682,v2,class5
3.82,55334,38.6,1.83,20505,0.498,79.6,86,4.63,6.8,50.2,v1,0.648,73.2,6919,794,0.744,6.18,0.17,599,30,0.34,2.6,81.5,6.96,0.762,0.476,0.96,9.48,0.62,v1,61.6,0.55,85.4,71.7,0.7,60608,7.45,0.693,v2,class5
3.39,54865,23.9,2.56,80036,0.316,71,72,4.62,6,50.2,v2,0.681,91.6,5712,740,0.642,6.36,0.17,813,26.6,0.23,4.01,66,6.96,0.144,0.558,0.91,9.05,0.62,v1,50.3,0.43,60.5,71.5,0.78,54997,6.6,0.714,v2,class6
