@relation R_data_frame

@attribute V1 numeric
@attribute V2 {1,2,3,4,5,6,7,8,9,10,11,12}
@attribute V3 {1,2,3}
@attribute V4 {1,2,3,4}
@attribute V5 {1,2}
@attribute V6 numeric
@attribute V7 {1,2}
@attribute V8 {1,2}
@attribute V9 {1,2,3}
@attribute V10 numeric
@attribute V11 {1,2,3,4,5,6,7,8,9,10,11,12}
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 {1,2,3,4}
@attribute Class {1,2}

@data
46,10,2,2,1,5681,1,1,2,31,6,43,5,-1,0,4,1
59,5,1,3,1,0,2,1,1,31,6,52,8,-1,0,4,1
56,5,2,2,1,208,1,2,2,31,6,84,6,-1,0,4,1
45,5,1,2,1,51,2,1,1,31,6,67,8,-1,0,4,1
58,5,2,3,1,0,1,1,1,31,6,85,4,-1,0,4,1
38,11,2,1,1,311,1,1,2,31,6,80,11,-1,0,4,1
34,5,2,3,1,82,1,1,1,31,6,134,5,-1,0,4,1
43,1,2,2,1,1996,1,2,1,31,6,34,3,-1,0,4,1
46,5,2,2,1,1114,1,1,1,31,6,87,8,-1,0,4,1
48,5,2,3,1,10347,2,1,1,31,6,153,6,-1,0,4,1
54,8,2,2,1,2061,2,1,2,31,6,301,7,-1,0,4,1
59,2,2,1,1,80,2,1,2,31,6,46,21,-1,0,4,1
59,6,2,4,1,201,1,1,1,31,6,69,7,-1,0,4,1
41,5,3,2,1,1138,1,1,1,31,6,283,18,-1,0,4,1
38,10,2,2,2,0,1,2,1,31,6,44,28,-1,0,4,1
41,10,3,2,1,3023,1,1,1,31,6,616,3,-1,0,4,1
46,1,2,2,1,526,1,2,1,31,6,251,3,-1,0,4,1
59,2,1,1,1,4399,2,1,2,31,6,69,8,-1,0,4,1
48,2,2,1,1,816,2,1,1,31,6,114,7,-1,0,4,1
44,8,2,2,1,0,1,1,1,31,6,160,5,-1,0,4,1
43,1,2,2,1,352,1,2,1,31,6,165,4,-1,0,4,1
27,10,3,2,1,0,1,1,1,31,6,13,3,-1,0,4,1
42,7,2,3,1,0,2,1,2,31,6,650,19,-1,0,4,1
37,2,2,2,1,417,1,1,1,31,6,1212,5,-1,0,4,1
49,6,1,2,1,224,1,2,1,31,6,79,4,-1,0,4,1
53,6,2,1,1,118,1,1,2,31,6,176,5,-1,0,4,1
37,1,3,2,1,483,1,1,1,31,6,11,11,-1,0,4,1
35,10,3,2,1,161,2,2,1,31,6,175,4,-1,0,4,1
38,1,2,3,1,1209,1,1,1,31,6,98,5,-1,0,4,1
47,3,2,2,1,404,1,1,2,31,6,125,7,-1,0,4,1
30,5,3,3,1,47,1,2,1,31,6,11,17,-1,0,4,1
58,2,2,1,1,0,2,1,1,31,6,5,25,-1,0,4,1
33,3,2,3,1,1636,1,1,1,31,6,8,25,-1,0,4,1
45,5,2,3,1,385,1,2,1,31,6,12,16,-1,0,4,1
36,7,3,3,1,1240,1,1,1,31,6,812,3,-1,0,4,2
35,10,3,3,1,6763,1,1,2,31,6,23,4,-1,0,4,1
28,5,3,3,1,1837,2,1,2,31,6,49,3,-1,0,4,1
42,1,2,2,1,3842,1,1,1,31,6,130,4,-1,0,4,1
46,1,3,2,1,272,1,1,1,31,6,149,4,-1,0,4,1
41,5,3,3,1,0,1,1,1,31,6,24,4,-1,0,4,1
34,10,3,3,1,-554,2,2,1,31,6,68,3,-1,0,4,1
45,2,2,1,1,-60,1,1,1,31,6,110,4,-1,0,4,1
46,5,2,3,1,1139,1,1,1,31,6,466,4,-1,0,4,1
51,2,2,1,1,63,2,2,1,31,6,87,4,-1,0,4,1
45,1,2,2,1,194,1,1,1,31,6,517,4,-1,0,4,1
23,4,2,3,1,1226,1,1,1,31,6,350,4,-1,0,4,1
47,5,2,4,1,4567,1,1,2,31,6,921,4,-1,0,4,1
48,6,2,1,1,1591,1,1,1,31,6,217,4,-1,0,4,1
35,2,1,1,1,1792,2,1,1,31,6,630,6,-1,0,4,2
50,11,1,3,1,64,1,1,1,31,6,81,6,-1,0,4,1
37,5,2,4,2,62,2,1,1,31,6,85,4,-1,0,4,1
40,1,3,2,1,816,1,1,1,31,6,114,8,-1,0,4,1
35,8,2,2,1,1694,1,2,1,31,6,55,6,-1,0,4,1
50,2,2,2,1,37,2,2,1,31,6,28,2,-1,0,4,1
53,2,2,1,1,880,1,1,1,31,6,207,4,-1,0,4,1
37,3,2,1,1,62,1,1,1,31,6,404,2,-1,0,4,1
39,8,1,2,1,42,1,1,1,31,6,75,2,-1,0,4,1
50,2,2,4,1,2284,2,1,2,31,6,1088,17,-1,0,4,2
55,10,2,2,1,264,2,2,1,31,6,1150,5,-1,0,4,2
56,10,2,4,1,689,1,1,1,31,6,232,2,-1,0,4,1
57,5,2,3,1,179,1,1,1,31,6,190,2,-1,0,4,1
52,2,3,2,1,-477,1,1,1,31,6,37,4,-1,0,4,1
37,10,2,2,1,703,1,1,1,31,6,92,2,-1,0,4,1
31,1,2,2,1,377,1,1,1,31,6,384,4,-1,0,4,1
50,10,2,2,1,1518,1,2,1,31,6,321,2,-1,0,4,1
36,5,2,3,1,-381,2,1,1,31,6,30,29,-1,0,4,1
37,10,2,3,1,7,2,2,1,31,6,18,10,-1,0,4,1
47,2,2,2,1,1968,2,1,1,31,6,394,2,-1,0,4,1
42,1,3,3,1,634,1,1,1,31,6,451,2,-1,0,4,1
53,3,2,4,1,28,1,1,1,31,6,117,2,-1,0,4,1
46,2,2,2,1,870,1,2,1,31,6,87,2,-1,0,4,1
41,2,2,2,1,750,2,1,1,31,6,207,2,-1,0,4,1
40,3,1,3,1,992,2,1,1,31,6,196,2,-1,0,4,1
44,10,1,1,1,538,1,1,1,31,6,196,2,-1,0,4,1
37,10,2,2,1,1063,2,1,1,31,6,413,2,-1,0,4,1
37,2,2,1,1,153,1,2,1,31,6,15,26,-1,0,4,1
39,8,2,2,1,124,2,1,1,31,6,81,5,-1,0,4,1
41,10,2,2,1,799,1,1,1,31,6,125,6,-1,0,4,1
42,5,2,3,1,4617,2,1,1,31,6,543,2,-1,0,4,1
33,7,2,2,1,0,2,1,1,31,6,14,23,-1,0,4,1
55,4,1,4,1,603,1,1,2,31,6,91,2,-1,0,4,1
32,3,3,1,1,1770,1,2,1,31,6,70,6,-1,0,4,1
48,2,2,2,1,-404,2,1,1,31,6,130,3,-1,0,4,1
35,8,2,1,1,14,1,2,1,31,6,151,8,-1,0,4,1
25,2,2,2,1,2307,2,1,1,31,6,104,5,-1,0,4,1
45,7,2,2,1,830,1,1,1,31,6,468,2,-1,0,4,1
51,3,2,4,1,3404,1,1,1,31,6,44,7,-1,0,4,1
58,6,2,2,1,53,1,1,1,31,6,102,2,-1,0,4,1
37,2,2,1,1,704,2,1,1,31,6,183,2,-1,0,4,1
27,10,3,2,1,3267,1,2,1,31,6,62,13,-1,0,4,1
36,10,2,3,1,571,2,2,1,31,6,46,3,-1,0,4,1
35,10,2,3,1,108,2,1,1,31,6,65,3,-1,0,4,1
52,6,1,1,1,353,1,1,1,31,6,395,4,-1,0,4,1
38,2,2,2,1,264,2,1,2,31,6,15,2,-1,0,4,1
36,2,2,2,1,462,1,1,1,31,6,474,2,-1,0,4,1
44,5,2,3,1,0,2,1,1,31,6,49,5,-1,0,4,1
48,7,2,2,1,884,2,1,1,31,6,118,2,-1,0,4,1
44,5,3,3,1,617,1,1,2,31,6,30,2,-1,0,4,1
57,3,2,4,1,20584,1,1,2,31,6,28,2,-1,0,4,1
49,11,2,2,1,13818,1,1,1,31,6,221,2,-1,0,4,1
52,5,2,3,1,4358,1,1,2,31,6,30,7,-1,0,4,1
42,5,1,3,1,580,2,1,1,31,6,216,2,-1,0,4,1
35,4,1,2,1,39,1,1,1,31,6,149,2,-1,0,4,1
27,2,3,2,1,677,1,2,2,31,6,110,8,-1,0,4,1
36,2,2,2,1,723,2,1,1,31,6,101,2,-1,0,4,1
32,5,3,3,1,29,2,1,1,31,6,49,24,-1,0,4,1
43,7,2,2,1,5317,1,1,1,31,6,244,2,-1,0,4,1
42,1,1,2,1,490,1,1,1,31,6,196,4,-1,0,4,1
39,8,2,2,2,-697,2,1,1,31,6,423,2,-1,0,4,1
37,2,2,2,1,2924,1,1,1,31,6,74,2,-1,0,4,1
41,5,2,4,1,944,1,1,1,31,6,81,2,-1,0,4,1
46,7,2,2,1,390,2,1,1,31,6,208,2,-1,0,4,1
59,6,2,1,1,3079,1,1,2,31,6,19,2,-1,0,4,1
53,5,1,3,1,3158,1,1,1,31,6,126,23,-1,0,4,1
48,5,2,4,1,970,1,1,1,31,6,67,2,-1,0,4,1
35,8,3,2,1,1742,2,1,1,31,6,39,2,-1,0,4,1
40,2,3,2,1,1953,1,1,2,31,6,78,2,-1,0,4,1
38,1,2,3,1,669,2,2,1,31,6,129,2,-1,0,4,1
42,10,2,1,1,275,1,1,1,31,6,51,9,-1,0,4,1
42,10,2,3,1,1079,1,1,1,31,6,61,2,-1,0,4,1
51,11,1,3,1,0,1,1,1,31,6,574,2,-1,0,4,2
56,3,1,3,1,3846,1,1,1,31,6,86,7,-1,0,4,1
46,10,2,2,1,0,2,1,2,31,6,181,2,-1,0,4,1
57,1,2,2,1,340,1,2,1,31,6,167,2,-1,0,4,1
43,4,3,1,1,24,1,1,1,31,6,35,2,-1,0,4,1
49,8,1,4,1,313,2,1,1,31,6,203,7,-1,0,4,1
37,10,3,2,1,884,2,2,1,31,6,128,2,-1,0,4,1
35,2,2,2,1,86,1,1,1,31,6,128,2,-1,0,4,1
36,1,2,2,1,3308,1,2,1,31,6,119,2,-1,0,4,1
40,2,2,2,1,4853,1,1,1,31,6,234,2,-1,0,4,1
51,10,2,4,1,-168,1,1,1,31,6,56,3,-1,0,4,1
38,1,2,2,1,137,2,1,1,31,6,27,22,-1,0,4,1
31,10,3,2,1,0,2,1,1,31,6,16,34,-1,0,4,1
35,2,2,2,1,-518,2,1,1,31,6,46,5,-1,0,4,1
47,1,2,2,1,3936,2,1,2,31,6,15,2,-1,0,4,1
37,2,2,4,1,557,1,1,1,31,6,47,2,-1,0,4,1
48,8,1,2,1,105,1,1,1,31,6,111,2,-1,0,4,1
55,2,2,1,1,842,1,1,2,31,6,144,2,-1,0,4,1
42,2,2,1,1,260,2,1,2,31,6,175,2,-1,0,4,1
59,2,2,1,1,595,1,1,2,31,6,208,7,-1,0,4,1
39,6,1,1,1,284,1,1,2,31,6,180,8,-1,0,4,1
58,6,1,1,1,2538,2,1,1,31,6,307,6,-1,0,4,1
50,2,1,1,1,2554,1,1,1,31,6,51,2,-1,0,4,1
41,2,2,2,1,4900,2,1,2,31,6,121,2,-1,0,4,1
41,11,3,1,1,2171,1,1,2,31,6,120,2,-1,0,4,1
59,1,2,1,1,6187,1,1,1,31,6,114,4,-1,0,4,1
43,8,1,2,1,0,1,1,1,31,6,106,4,-1,0,4,1
38,2,2,2,1,4336,2,1,1,31,6,226,6,-1,0,4,1
48,3,2,3,2,-392,1,1,1,31,6,725,4,-1,0,4,2
32,8,2,2,1,0,1,1,1,31,6,105,6,-1,0,4,1
58,2,1,4,1,55,2,1,1,31,6,119,8,-1,0,4,1
49,5,3,1,1,548,1,1,2,31,6,115,6,-1,0,4,1
48,5,2,2,1,-876,1,2,1,31,6,6,16,-1,0,4,1
45,2,2,2,1,1239,1,1,2,31,6,67,4,-1,0,4,1
51,10,2,2,1,8758,1,1,2,31,6,92,2,-1,0,4,1
35,1,1,2,1,-218,1,2,1,31,6,123,4,-1,0,4,1
35,2,3,1,1,-759,2,1,1,31,6,142,2,-1,0,4,1
41,2,2,1,1,0,1,1,1,31,6,22,2,-1,0,4,1
40,10,2,2,1,296,1,1,1,31,6,253,2,-1,0,4,1
45,8,2,2,1,27,2,2,1,31,6,43,2,-1,0,4,1
48,4,2,2,1,1397,1,1,1,31,6,66,2,-1,0,4,1
49,1,2,2,1,1629,1,1,1,31,6,57,2,-1,0,4,1
46,5,3,2,1,1605,1,1,1,31,6,126,6,-1,0,4,1
47,2,2,2,1,846,2,1,1,31,6,437,2,-1,0,4,1
41,8,2,2,1,428,1,1,1,31,6,38,2,-1,0,4,1
40,5,2,4,1,3165,2,1,2,31,6,77,2,-1,0,4,1
49,10,2,2,1,3144,1,1,1,31,6,349,2,-1,0,4,1
43,2,2,1,1,2105,2,1,1,31,6,36,2,-1,0,4,1
31,8,2,4,1,-82,2,1,1,31,6,543,31,-1,0,4,1
42,8,3,2,1,247,2,1,1,31,6,114,2,-1,0,4,1
52,10,2,2,1,-1076,2,1,1,31,6,58,2,-1,0,4,1
38,5,2,3,1,590,1,1,1,31,6,49,2,-1,0,4,1
46,8,2,2,1,-522,2,1,1,31,6,61,2,-1,0,4,1
28,2,3,2,1,0,1,2,1,31,6,11,21,-1,0,4,1
54,5,2,3,1,12,1,1,2,31,6,77,4,-1,0,4,1
55,4,1,1,1,77,1,1,1,31,6,463,6,-1,0,4,2
41,2,2,1,1,2053,1,1,1,31,6,81,4,-1,0,4,1
47,5,2,3,1,2473,2,2,1,31,6,122,2,-1,0,4,1
58,4,2,3,1,2858,1,1,1,31,6,56,6,-1,0,4,1
43,10,3,2,2,685,2,1,1,31,6,94,2,-1,0,4,1
46,8,2,2,1,998,2,1,1,31,6,126,2,-1,0,4,1
51,1,1,2,1,3029,2,2,1,31,6,118,2,-1,0,4,1
46,11,2,1,1,1,2,1,1,31,6,43,2,-1,0,4,1
54,7,2,2,1,2191,2,1,2,31,6,96,6,-1,0,4,1
58,6,2,2,1,3648,1,1,1,31,6,60,4,-1,0,4,1
30,8,2,2,1,48,2,1,1,31,6,662,13,-1,0,4,2
53,2,2,1,1,252,1,1,1,31,6,727,4,-1,0,4,2
53,11,2,2,1,4487,1,1,1,31,6,79,2,-1,0,4,1
59,6,2,1,1,488,1,1,1,31,6,231,2,-1,0,4,1
45,5,2,2,1,4105,2,1,1,31,6,49,2,-1,0,4,1
41,2,2,1,1,200,1,2,1,31,6,309,2,-1,0,4,1
42,1,2,2,1,176,1,1,1,31,6,201,2,-1,0,4,1
59,6,1,2,1,2651,1,1,2,31,6,258,2,-1,0,4,1
51,7,2,1,1,106,2,1,2,31,6,240,2,-1,0,4,1
44,5,2,3,1,4460,1,1,2,31,6,168,2,-1,0,4,1
56,5,2,2,1,1502,1,1,2,31,6,119,11,-1,0,4,1
57,6,2,2,1,1354,1,1,1,31,6,131,9,-1,0,4,1
47,4,2,2,2,-1531,2,1,1,31,6,156,8,-1,0,4,1
33,1,3,2,1,2554,2,1,2,31,6,77,15,-1,0,4,1
36,10,1,3,1,1023,2,1,1,31,6,189,4,-1,0,4,1
43,5,2,3,1,0,1,1,1,31,6,107,17,-1,0,4,1
35,2,2,4,1,1662,1,1,1,31,6,122,2,-1,0,4,1
54,2,2,1,1,532,1,1,2,31,6,73,2,-1,0,4,1
39,5,2,3,1,55,1,1,1,31,6,216,4,-1,0,4,1
52,10,2,4,1,668,2,1,1,31,6,212,4,-1,0,4,1
46,2,1,4,1,2391,2,1,1,31,6,148,2,-1,0,4,1
38,5,2,3,1,0,1,2,1,31,6,122,2,-1,0,4,1
46,8,3,2,1,389,1,1,2,31,6,46,4,-1,0,4,1
45,2,2,1,1,-455,2,2,1,31,6,161,2,-1,0,4,1
47,5,2,3,1,2597,1,1,1,31,6,52,2,-1,0,4,1
42,11,3,2,1,714,1,1,1,31,6,145,4,-1,0,4,1
45,5,3,3,1,16,1,1,1,31,6,59,2,-1,0,4,1
38,8,2,2,1,4392,1,1,1,31,6,32,2,-1,0,4,1
27,5,3,3,1,385,1,2,1,31,6,52,7,-1,0,4,1
37,2,2,2,1,14,2,1,1,31,6,38,18,-1,0,4,1
55,5,2,3,1,2,1,2,1,31,6,126,2,-1,0,4,1
51,10,2,3,1,5059,2,1,1,31,6,189,2,-1,0,4,1
44,2,2,2,1,96,2,1,1,31,6,547,2,-1,0,4,1
38,1,3,2,1,-211,1,2,1,31,6,166,2,-1,0,4,1
42,5,2,3,1,2110,1,2,1,31,6,106,2,-1,0,4,1
49,5,1,2,1,4908,1,1,1,31,6,42,4,-1,0,4,1
56,6,2,2,1,0,1,1,2,31,6,45,2,-1,0,4,1
47,5,2,3,1,2261,1,1,1,31,6,87,2,-1,0,4,1
42,8,2,2,1,2219,2,1,1,31,6,548,2,-1,0,4,1
50,2,2,2,1,1553,2,1,1,31,6,53,2,-1,0,4,1
39,7,2,1,1,2077,2,1,1,31,6,88,21,-1,0,4,1
41,8,2,2,1,-459,2,1,1,31,6,162,2,-1,0,4,1
50,2,1,1,1,602,2,1,1,31,6,225,2,-1,0,4,1
40,2,2,2,1,1954,1,1,1,31,6,1107,2,-1,0,4,2
55,8,2,2,1,3546,2,2,1,31,6,268,2,-1,0,4,1
32,2,3,2,1,3036,2,1,1,31,6,52,5,-1,0,4,1
43,10,2,2,1,533,2,1,1,31,6,228,2,-1,0,4,1
41,5,2,2,1,0,1,1,1,31,6,83,2,-1,0,4,1
48,5,3,3,1,648,2,1,1,31,6,462,2,-1,0,4,1
41,11,2,2,1,0,1,1,1,31,6,847,14,-1,0,4,1
33,2,3,2,1,5,2,1,1,31,6,188,3,-1,0,4,1
39,5,3,1,1,375,1,1,2,31,6,80,2,-1,0,4,1
42,10,1,2,1,1689,2,1,1,31,6,50,2,-1,0,4,1
39,5,3,3,1,2258,2,1,1,31,6,255,2,-1,0,4,1
36,1,2,2,1,470,2,1,1,31,6,101,4,-1,0,4,1
42,1,3,2,1,4343,1,1,1,31,6,245,4,-1,0,4,1
31,5,3,3,1,935,1,1,1,31,6,64,5,-1,0,4,1
45,5,2,1,1,1533,1,1,1,31,6,83,4,-1,0,4,1
28,5,2,3,1,22,2,1,1,31,6,59,3,-1,0,4,1
37,5,2,3,1,4357,1,1,1,31,6,548,2,-1,0,4,1
48,5,2,3,2,0,2,1,1,31,6,281,4,-1,0,4,1
57,4,2,2,1,271,1,1,1,31,6,81,4,-1,0,4,1
54,1,2,2,1,812,2,2,1,31,6,83,6,-1,0,4,1
50,8,2,2,2,0,1,1,2,31,6,35,9,-1,0,4,1
42,2,2,1,1,517,2,1,1,31,6,101,7,-1,0,4,1
35,10,2,2,1,-195,1,1,1,31,6,309,4,-1,0,4,1
57,6,2,1,1,3549,1,1,1,31,6,51,36,-1,0,4,1
57,5,2,1,1,80,1,2,1,31,6,158,7,-1,0,4,1
35,2,2,1,1,0,1,1,1,31,6,57,4,-1,0,4,1
44,10,2,1,1,755,1,2,1,31,6,829,4,-1,0,4,2
47,5,2,2,1,1077,1,1,1,31,6,367,4,-1,0,4,1
51,7,2,3,1,5350,2,2,1,31,6,612,4,-1,0,4,2
56,12,2,4,1,33,1,1,2,31,6,26,15,-1,0,4,1
35,5,3,2,1,3384,2,1,1,31,6,372,2,-1,0,4,1
54,5,2,3,1,1623,1,1,1,31,6,25,8,-1,0,4,1
35,5,2,3,1,2801,2,1,1,31,6,184,2,-1,0,4,1
46,2,2,1,1,333,2,1,1,31,6,284,4,-1,0,4,1
37,8,2,2,1,0,2,2,1,31,6,187,2,-1,0,4,1
53,5,2,3,1,3366,1,1,1,31,6,128,2,-1,0,4,1
46,3,2,4,1,4,1,2,1,31,6,171,4,-1,0,4,1
33,3,3,3,1,99,1,2,1,31,6,192,3,-1,0,4,1
36,5,2,3,1,3770,2,1,1,31,6,150,4,-1,0,4,1
32,2,2,2,1,7365,2,1,1,31,6,124,5,-1,0,4,1
40,5,2,3,1,-1737,2,2,1,31,6,249,4,-1,0,4,1
58,5,2,2,1,-382,1,1,1,31,6,644,12,-1,0,4,2
38,2,3,2,1,1911,2,1,1,31,6,74,4,-1,0,4,1
58,10,2,3,1,4656,1,1,1,31,6,119,6,-1,0,4,1
42,2,2,1,1,704,2,2,2,31,6,88,10,-1,0,4,1
56,10,1,3,1,1593,2,1,1,31,6,434,4,-1,0,4,1
36,10,2,2,1,7957,1,1,1,31,6,288,2,-1,0,4,1
49,3,1,1,2,-736,1,1,1,31,6,305,6,-1,0,4,1
46,5,2,3,1,466,2,1,1,31,6,109,8,-1,0,4,1
44,3,1,2,1,1,1,1,1,31,6,388,4,-1,0,4,1
40,4,3,3,1,7441,1,1,1,31,6,1461,6,-1,0,4,2
32,1,2,2,1,347,2,1,1,31,6,155,13,-1,0,4,1
46,8,2,2,1,375,1,1,2,31,6,172,6,-1,0,4,1
35,2,1,1,1,4401,2,1,1,31,6,465,4,-1,0,4,1
59,4,1,1,1,259,1,1,1,31,6,166,4,-1,0,4,1
46,5,2,3,1,4039,2,1,1,31,6,716,9,-1,0,4,1
42,10,3,2,1,0,1,1,2,31,6,33,13,-1,0,4,1
59,6,2,1,1,-266,2,2,1,31,6,266,11,-1,0,4,1
32,8,3,2,1,0,2,1,1,31,6,99,13,-1,0,4,1
41,2,1,2,1,3,2,1,1,31,6,228,4,-1,0,4,1
53,2,2,2,1,0,1,1,2,31,6,36,4,-1,0,4,1
31,2,2,2,1,1030,2,1,1,31,6,180,5,-1,0,4,1
36,5,2,3,1,4359,1,1,1,31,6,74,6,-1,0,4,1
34,8,2,2,1,27,2,2,1,31,6,249,3,-1,0,4,1
40,11,2,2,1,488,2,1,1,31,6,222,4,-1,0,4,1
41,8,2,2,1,56,2,1,1,31,6,63,21,-1,0,4,1
35,5,2,3,1,1731,1,1,1,31,6,361,4,-1,0,4,2
54,8,2,2,1,-626,2,2,1,31,6,294,5,-1,0,4,1
40,8,2,2,1,87,2,2,1,31,6,247,4,-1,0,4,1
55,2,3,2,1,923,1,1,1,31,6,841,4,-1,0,4,1
52,8,2,1,1,171,2,2,1,31,6,223,1,-1,0,4,1
39,2,2,1,1,532,2,1,1,31,6,786,2,-1,0,4,1
42,7,2,2,1,3211,1,1,1,31,6,180,1,-1,0,4,1
43,5,1,3,1,439,2,1,1,31,6,92,3,-1,0,4,1
51,3,1,2,1,1,2,2,1,31,6,300,1,-1,0,4,1
49,8,2,2,1,4697,2,1,1,31,6,66,1,-1,0,4,1
41,10,2,2,1,1822,1,2,1,31,6,391,1,-1,0,4,1
52,2,2,1,1,655,2,2,1,31,6,155,3,-1,0,4,1
58,6,2,2,1,1172,1,1,1,31,6,86,1,-1,0,4,1
49,10,2,2,1,133,1,1,1,31,6,81,5,-1,0,4,1
44,1,2,2,1,-137,1,1,1,31,6,151,13,-1,0,4,1
36,2,2,2,1,29,2,2,1,31,6,345,1,-1,0,4,1
54,11,2,2,1,3250,1,1,1,31,6,94,3,-1,0,4,1
40,10,2,3,2,-2827,2,2,1,31,6,843,1,-1,0,4,1
41,5,2,3,2,-1176,2,2,1,31,6,81,1,-1,0,4,1
58,11,2,2,1,18,1,1,1,31,6,70,1,-1,0,4,1
36,5,3,3,1,2706,1,1,1,31,6,75,3,-1,0,4,1
36,5,2,3,1,2547,1,1,1,31,6,292,1,-1,0,4,1
56,6,2,2,1,728,1,1,1,31,6,107,15,-1,0,4,1
50,5,3,3,1,6030,2,1,1,31,6,198,3,-1,0,4,1
55,8,1,2,1,-555,2,1,1,31,6,81,3,-1,0,4,1
41,8,1,1,1,308,1,1,1,31,6,73,1,-1,0,4,1
39,2,2,2,1,10005,2,1,1,31,6,241,4,-1,0,4,1
44,1,3,4,2,-612,2,1,1,31,6,297,1,-1,0,4,1
47,5,3,3,1,1187,1,1,1,31,6,1739,7,-1,0,4,1
56,2,2,2,1,1362,1,1,2,31,6,345,1,-1,0,4,1
52,10,2,2,1,-1,1,2,1,31,6,166,1,-1,0,4,1
44,2,2,4,1,879,1,1,2,31,6,28,1,-1,0,4,1
39,2,2,2,1,98,1,1,1,31,6,119,1,-1,0,4,1
44,1,2,2,1,0,1,1,1,31,6,209,1,-1,0,4,1
59,1,2,1,1,1040,1,1,2,31,6,733,1,-1,0,4,1
52,4,2,3,1,554,1,1,1,31,6,44,5,-1,0,4,1
38,10,2,2,1,2398,2,2,1,31,6,18,33,-1,0,4,1
44,12,2,4,1,1317,1,1,2,31,6,444,6,-1,0,4,1
49,5,1,3,1,2564,2,1,1,31,6,744,8,-1,0,4,1
49,5,2,3,1,413,1,2,1,31,6,196,4,-1,0,4,1
42,2,2,1,1,0,2,1,2,31,6,190,4,-1,0,4,1
55,10,2,3,1,804,1,1,1,31,6,245,5,-1,0,4,1
37,3,3,3,1,65,1,1,1,31,6,22,4,-1,0,4,1
44,10,2,2,2,-251,1,2,2,31,6,13,16,-1,0,4,1
32,5,2,3,1,3,2,1,1,31,6,22,27,-1,0,4,1
31,10,2,3,1,237,2,1,1,31,6,59,2,-1,0,4,1
58,5,2,3,1,0,1,1,2,31,6,27,16,-1,0,4,1
27,1,3,2,2,1110,2,2,1,31,6,25,36,-1,0,4,1
41,1,1,3,1,861,2,1,1,31,6,108,13,-1,0,4,1
36,2,1,2,1,107,2,1,1,31,6,134,2,-1,0,4,1
29,10,2,3,1,-983,2,2,1,31,6,58,2,-1,0,4,1
43,1,2,2,1,186,1,2,1,31,6,32,21,-1,0,4,1
53,5,1,2,1,2215,2,2,1,31,6,88,14,-1,0,4,1
57,5,2,3,1,4929,2,1,2,31,6,91,4,-1,0,4,1
40,2,2,2,1,598,2,1,1,31,6,90,5,-1,0,4,1
37,7,3,3,1,1286,1,1,2,31,6,37,7,-1,0,4,1
25,5,2,3,1,0,2,1,1,31,6,20,31,-1,0,4,1
38,2,2,1,1,0,2,1,1,31,6,18,22,-1,0,4,1
44,1,2,2,1,598,1,1,1,31,6,88,5,-1,0,4,1
40,8,2,4,1,0,1,1,1,31,6,66,34,-1,0,4,1
34,5,2,3,1,4,2,1,1,31,6,33,39,-1,0,4,1
45,2,2,4,1,5640,2,1,2,31,6,18,9,-1,0,4,1
32,7,1,3,1,745,2,2,1,31,6,11,20,-1,0,4,1
50,2,2,1,1,235,1,1,1,31,6,64,20,-1,0,4,1
39,3,2,3,1,0,1,1,1,31,6,70,3,-1,0,4,1
37,5,2,3,1,-57,2,1,1,31,6,37,20,-1,0,4,1
42,2,2,2,1,108,2,1,2,31,6,51,21,-1,0,4,1
35,10,1,4,1,-11,2,2,1,31,6,24,18,-1,0,4,1
47,3,2,4,1,1179,2,2,1,31,6,21,2,-1,0,4,1
49,5,1,3,1,755,1,1,1,31,6,1212,4,-1,0,4,2
53,6,2,3,1,-22,2,1,1,31,6,20,3,-1,0,4,1
45,2,3,1,1,847,1,1,1,31,6,294,3,-1,0,4,1
34,8,2,4,1,0,2,1,2,31,6,65,4,-1,0,4,1
40,5,3,3,1,0,1,1,1,31,6,162,5,-1,0,4,1
32,2,2,2,1,139,2,2,1,31,6,70,5,-1,0,4,1
33,1,2,2,1,166,1,2,1,31,6,69,27,-1,0,4,1
30,2,3,4,1,-570,2,1,1,31,6,12,22,-1,0,4,1
51,7,2,3,1,833,1,1,1,31,6,77,3,-1,0,4,1
52,2,2,1,1,0,2,1,1,31,6,17,28,-1,0,4,1
27,5,3,3,1,148,2,1,1,31,6,632,18,-1,0,4,1
45,5,2,3,1,7154,2,1,1,31,6,393,3,-1,0,4,1
25,8,2,2,1,0,2,1,1,31,6,12,28,-1,0,4,1
26,11,3,2,1,1,1,1,2,31,6,14,20,-1,0,4,1
28,2,3,2,1,39,1,1,1,31,6,22,7,-1,0,4,1
32,2,2,1,1,-105,2,2,2,31,6,454,19,-1,0,4,1
53,8,2,2,1,514,2,1,1,31,6,10,3,-1,0,4,1
47,5,2,3,1,1493,1,1,1,31,6,89,5,-1,0,4,1
46,5,2,4,1,876,2,1,1,31,6,11,3,-1,0,4,1
49,11,2,1,2,11,2,1,2,31,6,166,8,-1,0,4,1
38,8,2,2,1,-361,2,1,2,31,6,37,33,-1,0,4,1
40,1,2,2,1,1412,1,1,1,31,6,48,3,-1,0,4,1
49,10,1,2,1,2677,2,2,1,31,6,67,3,-1,0,4,1
