%%  AutoUniv Version 1 User Guide 

%%  1 About AutoUniv 
%%  AutoUniv (AU) is a tool for creating classification models and generating 
%%  classified examples. 
%%  AU was designed by 
%%  Ray J. Hickey 
%%  E: ray.j.hickey@gmail.com
%%  W: http://sites.google.com/site/autouniv
%%  AU was programmed in Win-Prolog, version 4.9 from Logic Programming 
%%  Associates and makes use of the Prolog compiler and reasoning engine. 

%%  2 Installation 
%%  AU runs under Windows. Around 2GB of memory will be sufficient. Simply 
%%  extract AU.zip. AU does not alter registry settings. 
%%  All files are in the top-level folder. AU consists of four files: au.exe, au.dll, au.ini, 
%%  au.ovl. Two sub-folders exist containing examples of models and of data sets. 
%%  In addition to this User Guide there is also a Reference Manual. 
%%  Memory settings are in au.ini. These have been set to cater for the largest 
%%  models and should not need adjusting. 

%%  3 Running AU 
%%  Run au.exe. This will start the Launcher. From here you can run the two 
%%  applications namely the model builder, Create Model, and the data generator, 
%%  Generate Data. 
%%  The following sections provide a brief description of the use of the model builder 
%%  and data generator. These should be read in conjunction with the more detailed 
%%  account of AU in the Reference Manual. 

%%  4 The model builder tool 
%%  The Build Classification Model dialog is available from the Launcher. Settings 
%%  are made for attributes, classes and rules. The order in which settings are 
%%  entered is controlled. For example, the number of relevant attributes cannot be 
%%  specified until the number of attributes overall is specified. Validity checks 
%%  operate to prevent illegitimate entries. There is also auto completion. 
%%  The Class Distribution Settings dialog is available from the Customise 
%%  Distribution button or these settings can be randomised from the Randomise 
%%  Distributions button. A total weight of 1000 must be distributed across the 
%%  classes to reflect the prominence of each class. Applying Hold to any weight will 
%%  cause it to be retained when randomisation is applied. Minimum and maximum 
%%  values for the majority class probability are set for each class. These are 
%%  expressed as integers up to 1000 subject to a minimum necessary to secure a 
%%  majority class (which is displayed). Randomisation is also available, with hold. 
%%  Selecting Zero Noise followed by randomisation will set minimum and maximum - 2 - 
%%  to 1000 for unheld classes. Illegitimate values will be notified to the user when 
%%  the Apply button is pressed. 
%%  When all build settings have been made the Apply button in the Build 
%%  Classification Model dialog is enabled. When activated, this will enable the Start
%%  button for model building. Progress in the building of the model is echoed in the 
%%  Build Log window. After completion or failure, the model may be rebuilt with or 
%%  without attribute definitions and attribute factorisation being retained. 
%%  Once built, a model may be saved which creates its .aupl, .aurules and 
%%  .auprops files. The .aupl file provides the Prolog source code definition of the 
%%  model. 
%%  A new model may now be built or drift may be applied to the existing model by 
%%  selecting Keep attribute definitions and, possibly, other keep options depending 
%%  on the type of drift required. 
%%  When the user returns to the Launcher, the current build settings are retained. 

%%  5 The data generator tool 
%%  The Generate Data Set from Model dialog is available from the Launcher. Here 
%%  a model is selected and will be compiled into the Prolog system. A file format 
%%  for the examples is selected. The three available formats are CSV, ARFF (for 
%%  WEKA) and C4.5. Examples may be generated with or without header attribute 
%%  information. The latter is useful for appending examples to existing files. 

%%  6 Modification of the .aupl file 
%%  The user can edit the .aupl file for a model in order to manually alter the model 
%%  definition. Caution should be exercised when doing this. It is the user’s 
%%  responsibility to ensure the logical integrity and syntactic correctness of any 
%%  alterations. Logical flaws will cause the data generator to crash. In this situation, 
%%  the system should be exited and restarted. Syntax errors will produce a Prolog 
%%  compiler error message. 

@relation autoUniv-au4-2500

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 {v1,v2,v3,v4,v5,v6}
@attribute V4 {v1,v2,v3,v4}
@attribute V5 numeric
@attribute V6 {v1,v2,v3}
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 {v1,v2,v3,v4}
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 {v1,v2,v3}
@attribute V13 {v1,v2}
@attribute V14 {v1,v2,v3,v4,v5}
@attribute V15 {v1,v2,v3,v4,v5,v6}
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 {v1,v2}
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 {v1,v2,v3,v4}
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 {v1,v2}
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 {v1,v2,v3,v4,v5,v6}
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 {v1,v2,v3,v4,v5}
@attribute V38 {v1,v2,v3,v4}
@attribute V39 {v1,v2,v3,v4,v5}
@attribute V40 {v1,v2}
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 {v1,v2,v3,v4,v5}
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 {v1,v2,v3,v4,v5,v6}
@attribute V48 {v1,v2,v3}
@attribute V49 {v1,v2,v3,v4,v5,v6}
@attribute V50 numeric
@attribute V51 {v1,v2,v3,v4,v5}
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 {v1,v2,v3,v4,v5}
@attribute V56 {v1,v2,v3,v4,v5}
@attribute V57 {v1,v2,v3}
@attribute V58 {v1,v2,v3}
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 {v1,v2,v3,v4,v5}
@attribute V65 numeric
@attribute V66 {v1,v2}
@attribute V67 numeric
@attribute V68 {v1,v2,v3,v4,v5}
@attribute V69 {v1,v2,v3,v4}
@attribute V70 numeric
@attribute V71 numeric
@attribute V72 numeric
@attribute V73 numeric
@attribute V74 numeric
@attribute V75 numeric
@attribute V76 numeric
@attribute V77 numeric
@attribute V78 numeric
@attribute V79 {v1,v2,v3,v4,v5}
@attribute V80 numeric
@attribute V81 {v1,v2,v3,v4}
@attribute V82 numeric
@attribute V83 {v1,v2,v3}
@attribute V84 {v1,v2}
@attribute V85 numeric
@attribute V86 numeric
@attribute V87 numeric
@attribute V88 numeric
@attribute V89 {v1,v2,v3,v4,v5,v6}
@attribute V90 {v1,v2,v3}
@attribute V91 numeric
@attribute V92 {v1,v2}
@attribute V93 {v1,v2}
@attribute V94 numeric
@attribute V95 numeric
@attribute V96 {v1,v2,v3,v4,v5}
@attribute V97 {v1,v2,v3}
@attribute V98 {v1,v2,v3,v4,v5,v6}
@attribute V99 {v1,v2}
@attribute V100 {v1,v2,v3,v4,v5}
@attribute Class {class1,class2,class3}

@data
1,1,v3,v4,0.36,v3,1,3,v1,3,71999,v3,v1,v1,v2,0.25,884,35,v1,36,72.3,0.917,253,3,v1,0,473,1,0.928,708,v1,0.67,601,v2,4059,0.484,v3,v3,v5,v1,2,6345,4,v5,7.79,3,v4,v1,v5,2,v2,0,7.26,1,v5,v3,v3,v2,53826,6066,42.1,0,31.3,v1,1,v1,16067,v1,v3,5.58,2,7351,0.64,5742,2,70,79.2,4,v2,0,v3,6.21,v2,v2,56.2,4.05,3,443,v5,v1,1,v2,v1,1,5411,v3,v2,v4,v2,v5,class2
1,3,v3,v4,0.49,v1,1,0,v3,1,67781,v1,v1,v5,v4,0.27,387,31,v1,51,75.4,0.926,281,4,v2,1,373,4,0.936,818,v2,0.676,646,v1,4011,0.335,v2,v1,v5,v1,0,6202,4,v5,7.84,0,v5,v2,v2,2,v2,2,6.89,1,v4,v1,v3,v2,53870,6333,70,0,29,v1,0,v2,16082,v1,v2,6.62,1,6026,0.45,5461,2,69,79.7,0,v4,0,v3,3.59,v1,v2,58.8,5.36,3,460,v1,v1,2,v1,v2,0,5476,v5,v2,v5,v2,v4,class1
1,1,v2,v2,0.4,v2,0,0,v3,2,35712,v3,v2,v1,v2,0.48,862,37.1,v1,54,76.7,0.952,223,3,v2,1,397,4,0.941,669,v1,0.642,657,v6,4035,0.388,v4,v1,v2,v2,0,6137,3,v1,7.68,2,v6,v3,v5,0,v1,1,7.1,1,v2,v5,v2,v1,42070,7137,28.3,0,30.7,v2,2,v1,17156,v4,v1,6.58,2,5857,0.74,2795,1,70,79.1,4,v2,0,v2,6.6,v3,v2,45.7,7.55,3,481,v4,v2,1,v2,v2,1,5596,v4,v1,v3,v1,v5,class2
0,3,v4,v2,0.48,v1,0,2,v1,1,72229,v2,v2,v3,v4,0.48,345,34.5,v1,50,75.6,0.944,242,1,v3,0,294,2,0.92,597,v1,0.453,659,v4,5209,0.687,v5,v1,v4,v1,1,6401,1,v2,7.76,3,v2,v1,v2,0,v3,0,4.89,0,v3,v4,v2,v3,54688,5893,85.8,1,33.3,v3,0,v1,19534,v5,v2,6.59,0,6943,0.33,2410,2,69,79.5,0,v3,1,v2,5.47,v1,v1,46.9,5.06,1,473,v5,v3,2,v1,v1,1,5073,v4,v1,v5,v1,v3,class3
1,2,v3,v4,0.09,v1,1,2,v1,0,35345,v3,v1,v5,v3,0.47,339,33.1,v1,46,80.2,0.877,254,4,v3,0,341,3,0.919,761,v1,0.609,604,v1,4423,0.138,v4,v2,v2,v2,1,5729,1,v2,7.79,0,v1,v1,v3,1,v3,1,6.83,0,v2,v2,v3,v1,63612,6297,37.6,0,53,v1,2,v2,17223,v2,v2,6.95,0,6395,0.18,6198,0,72,79.3,3,v1,0,v4,5.42,v3,v1,59.2,4.32,3,473,v3,v2,0,v1,v2,1,5917,v3,v3,v3,v1,v4,class3
1,1,v4,v2,0.26,v2,0,3,v1,2,35632,v1,v2,v2,v3,0.32,847,31,v2,63,81.9,0.814,249,3,v2,0,282,0,0.91,775,v1,0.498,592,v3,4469,0.14,v2,v2,v1,v2,2,6401,3,v1,7.75,1,v6,v1,v5,1,v1,1,4.98,0,v5,v3,v2,v2,74051,6296,21,0,60.1,v3,0,v1,19525,v4,v2,6.98,1,6832,0.18,7762,0,73,79.1,1,v3,0,v3,6.5,v3,v1,53.3,4.3,3,602,v2,v1,1,v1,v2,0,5523,v3,v2,v2,v2,v4,class1
0,0,v1,v3,0.06,v2,0,1,v2,1,42612,v1,v1,v3,v2,0.2,660,29.6,v1,64,66.1,0.806,185,2,v3,1,379,0,0.933,551,v2,0.613,600,v2,5233,0.626,v4,v2,v1,v1,2,7185,0,v1,7.34,0,v3,v1,v5,1,v3,2,5.76,1,v4,v3,v3,v3,54497,6166,73.2,1,60.2,v5,0,v2,21335,v1,v3,7.43,0,7000,0.18,5282,1,77,79.6,5,v3,1,v4,4.08,v3,v2,53.6,7.48,1,372,v5,v2,2,v1,v2,1,5529,v4,v1,v2,v1,v4,class1
0,0,v2,v3,0.05,v2,1,0,v3,2,94429,v2,v1,v1,v6,0.31,794,37.1,v2,62,74.3,0.942,226,3,v4,1,353,4,0.934,880,v1,0.633,605,v3,5062,0.161,v2,v3,v1,v1,3,6124,4,v3,8.74,1,v1,v3,v5,2,v3,3,4.91,1,v1,v2,v3,v3,52680,6447,45.6,0,55.5,v4,2,v2,14588,v1,v2,5.58,2,6601,0.17,6893,1,68,79.3,1,v1,1,v2,5.78,v1,v2,47,7.93,0,659,v6,v1,2,v1,v1,0,6066,v5,v3,v4,v1,v5,class1
1,0,v2,v1,0.32,v1,0,3,v2,1,32526,v1,v2,v3,v4,0.14,387,37.2,v2,34,66.1,0.829,265,1,v2,0,303,2,0.943,633,v1,0.587,600,v3,5242,0.753,v1,v3,v5,v2,1,5390,0,v4,7.65,1,v5,v2,v4,2,v4,1,3.86,1,v5,v2,v1,v1,69354,5812,45.2,1,33.9,v4,0,v1,20220,v1,v4,6.65,2,6840,0.18,7736,0,66,84.4,4,v3,0,v4,5.44,v2,v2,44,3.88,0,471,v2,v1,0,v2,v2,1,5923,v2,v2,v6,v2,v1,class1
0,0,v5,v1,0.45,v1,0,1,v1,2,39163,v2,v1,v2,v1,0.41,444,27.8,v2,62,83.6,0.959,286,2,v4,1,336,2,0.915,879,v1,0.654,617,v5,5074,0.902,v3,v1,v4,v1,3,6213,0,v1,8.77,3,v6,v2,v6,0,v5,3,6.93,1,v4,v4,v3,v1,54127,6411,45.4,0,32.1,v2,0,v1,20946,v2,v1,6.96,1,6981,0.21,5889,2,70,83.2,5,v1,1,v3,6.6,v2,v2,46.9,3.86,3,503,v3,v2,0,v2,v2,1,5565,v5,v1,v4,v1,v4,class3
0,2,v2,v1,0.49,v1,1,1,v2,2,72208,v1,v1,v5,v5,0.38,793,33.6,v2,65,75.6,0.852,189,2,v4,1,483,1,0.91,807,v1,0.662,652,v1,5245,0.489,v4,v2,v4,v1,3,6401,1,v4,7.4,2,v5,v3,v5,1,v1,3,3.77,0,v2,v2,v1,v1,60933,6278,35.7,1,30,v4,0,v1,17347,v2,v2,6.68,1,6682,0.15,2784,0,82,79.5,2,v3,1,v2,4.11,v1,v2,49.1,3.91,2,885,v6,v2,0,v2,v2,0,5297,v1,v2,v3,v1,v1,class1
0,2,v2,v3,0.23,v3,1,2,v2,3,46299,v3,v2,v1,v6,0.28,425,32.9,v1,29,83.6,0.818,203,3,v4,1,473,2,0.909,863,v2,0.621,659,v6,5245,0.624,v5,v2,v5,v1,0,7003,0,v2,7.8,2,v1,v3,v1,1,v1,1,3.85,0,v5,v2,v1,v2,54894,6271,85.5,0,30.2,v1,0,v2,13307,v5,v3,7.03,0,6820,0.51,2603,0,69,80.5,5,v1,0,v2,6.34,v2,v2,63.2,3.53,1,562,v2,v1,1,v1,v2,0,5107,v5,v1,v5,v1,v2,class2
0,2,v3,v1,0.04,v3,1,0,v1,2,35185,v2,v1,v3,v2,0.21,450,29.2,v2,33,79.6,0.852,198,0,v3,0,318,0,0.943,815,v2,0.61,644,v6,5887,0.332,v4,v1,v1,v2,1,7383,0,v2,7.76,1,v3,v1,v4,2,v2,1,4.86,1,v3,v2,v3,v1,54410,6353,50.9,0,61.4,v5,0,v1,16832,v2,v3,6.97,2,6930,0.15,2541,1,65,79.5,1,v3,0,v1,4.04,v2,v1,47.4,4.27,1,404,v6,v1,2,v1,v1,1,5554,v3,v2,v3,v1,v5,class2
1,1,v4,v2,0.44,v2,1,1,v4,3,71943,v3,v2,v2,v3,0.4,879,33.3,v1,51,70.5,0.913,233,3,v4,0,437,3,0.931,555,v1,0.606,657,v1,6002,0.181,v4,v3,v3,v2,3,7244,2,v2,7.93,2,v2,v2,v6,2,v3,2,6.36,0,v4,v5,v1,v3,52504,6302,24.9,1,38.1,v5,1,v2,18295,v1,v3,5.57,1,6470,0.38,2710,1,80,79,3,v5,1,v4,3.77,v2,v2,46.7,7.77,3,469,v5,v2,1,v2,v2,0,5275,v3,v1,v4,v2,v1,class2
0,0,v3,v3,0.26,v2,0,2,v2,2,33482,v2,v1,v4,v4,0.09,815,31.3,v1,28,75.6,0.901,204,4,v4,0,427,2,0.914,744,v1,0.613,616,v5,5258,0.544,v5,v4,v3,v2,0,6120,4,v2,7.55,1,v1,v1,v3,0,v5,2,6.38,0,v1,v4,v3,v2,53040,5907,50.8,0,61,v4,2,v1,22315,v4,v3,6.93,1,6550,0.19,3637,2,72,80.1,3,v1,1,v4,6.48,v1,v2,48.2,5.9,1,415,v4,v1,2,v2,v2,1,5252,v1,v3,v3,v2,v5,class2
0,3,v2,v3,0.32,v3,0,0,v3,1,92702,v1,v2,v5,v2,0.19,851,28.2,v1,30,67.2,0.913,285,2,v2,0,450,4,0.927,824,v2,0.594,599,v3,6258,0.369,v4,v2,v2,v2,3,6865,4,v5,7.8,0,v1,v2,v5,0,v5,3,4.91,0,v1,v2,v2,v1,50098,6326,16.4,0,30.8,v3,2,v1,18693,v3,v4,6.6,3,6887,0.15,3279,2,86,81.6,4,v1,0,v2,6.49,v3,v1,51.9,4.46,1,469,v2,v1,2,v2,v2,0,5518,v5,v2,v2,v2,v4,class1
0,0,v3,v4,0.25,v2,0,2,v2,1,71916,v1,v1,v3,v1,0.23,903,31,v1,40,70.8,0.956,232,2,v2,0,414,0,0.939,836,v2,0.673,647,v1,5327,0.543,v3,v4,v5,v2,2,6393,4,v2,7.52,1,v6,v2,v3,2,v5,0,4.89,1,v1,v2,v3,v1,48649,6831,56.8,1,35.2,v1,2,v1,15166,v3,v2,6.86,2,7018,0.62,5035,1,70,81.3,0,v2,0,v4,3.46,v3,v2,46,7.92,2,366,v2,v3,1,v1,v2,0,6109,v2,v3,v2,v2,v1,class2
0,4,v5,v3,0.42,v1,1,2,v1,3,44066,v3,v1,v4,v6,0.39,301,31,v2,57,83.1,0.872,218,4,v3,1,335,3,0.929,720,v1,0.639,656,v6,5243,0.136,v3,v1,v4,v1,2,5370,1,v4,7.63,2,v1,v1,v6,1,v1,1,6.94,1,v5,v1,v3,v3,52215,6413,35.1,1,29.7,v4,1,v1,18236,v2,v1,7.19,1,6549,0.61,2417,0,70,83.5,0,v1,1,v4,4.83,v2,v1,45.5,4.62,2,430,v1,v3,1,v2,v2,1,5257,v5,v2,v2,v2,v4,class2
0,1,v1,v2,0.04,v1,0,2,v2,2,76882,v2,v1,v4,v5,0.21,854,33.5,v1,61,67.2,0.888,224,3,v1,0,445,3,0.931,649,v2,0.577,645,v3,3993,0.534,v1,v3,v5,v1,2,7309,2,v5,7.5,2,v2,v1,v5,0,v3,3,4.92,1,v2,v2,v3,v1,61250,5807,19,1,29.3,v3,2,v2,20005,v3,v3,6.8,2,6992,0.7,3581,0,71,82.7,4,v1,0,v4,5.42,v1,v2,44.8,3.42,3,442,v6,v3,2,v1,v2,1,5701,v5,v1,v6,v2,v4,class2
0,2,v5,v1,0.46,v3,0,3,v2,3,39424,v3,v2,v2,v6,0.55,352,32.9,v2,57,70.7,0.844,204,2,v4,0,449,2,0.91,824,v2,0.595,596,v2,4597,0.472,v3,v3,v4,v1,1,7276,4,v1,8.77,3,v3,v2,v3,2,v1,0,6.31,0,v2,v4,v2,v2,41884,5911,51.1,0,29.8,v1,1,v1,13167,v1,v3,6.62,1,6554,0.41,2430,2,68,83.1,5,v5,1,v4,6.51,v1,v1,47.2,4.62,2,458,v1,v2,1,v2,v2,1,5270,v2,v2,v1,v1,v5,class2
1,2,v6,v2,0.06,v2,0,2,v4,1,60327,v3,v2,v1,v5,0.48,442,37.2,v1,47,81.7,0.848,194,4,v2,1,465,0,0.925,554,v1,0.6,660,v3,4059,0.565,v3,v2,v5,v2,1,5585,0,v4,8.01,0,v2,v3,v2,1,v5,0,4.88,1,v5,v3,v1,v3,60082,6406,50.9,1,37.9,v4,1,v1,15655,v1,v3,6.5,2,6558,0.3,7995,2,68,79.4,4,v3,1,v4,3.62,v3,v1,46.8,3.4,3,649,v2,v2,0,v2,v1,0,5591,v1,v1,v1,v1,v5,class1
0,2,v2,v1,0.04,v1,0,1,v1,1,46444,v1,v2,v3,v4,0.27,414,33.5,v2,33,68,0.94,284,4,v4,0,439,0,0.934,604,v2,0.47,602,v6,3984,0.683,v5,v1,v3,v1,0,7402,0,v5,7.29,3,v2,v2,v1,1,v4,0,7.19,0,v5,v1,v2,v3,52602,6447,83.2,1,33.4,v1,1,v2,18259,v5,v4,5.57,2,6124,0.32,4477,2,89,79.1,5,v1,0,v2,3.38,v2,v2,45.9,5.98,2,707,v1,v2,1,v1,v2,1,5111,v4,v1,v5,v1,v2,class1
1,4,v3,v4,0.49,v1,1,2,v3,2,51197,v1,v1,v3,v1,0.45,896,32.5,v1,43,72.8,0.919,259,4,v2,0,442,2,0.91,662,v2,0.667,599,v2,4010,0.766,v3,v4,v4,v1,1,6135,1,v3,7.62,3,v1,v2,v1,1,v4,3,3.8,0,v5,v3,v2,v2,53806,6325,31.6,1,39.3,v1,2,v1,15040,v1,v3,6.97,0,5984,0.42,3006,0,80,79.2,2,v4,0,v2,6.45,v1,v2,50.6,7.97,3,371,v6,v1,1,v2,v1,0,5735,v1,v2,v6,v1,v5,class2
0,0,v6,v3,0.29,v2,0,3,v1,0,71960,v1,v1,v1,v4,0.18,541,35.8,v1,29,84.6,0.831,256,4,v4,1,383,3,0.942,812,v1,0.612,657,v1,3991,0.183,v4,v2,v5,v1,3,6170,4,v2,7.88,3,v5,v1,v2,0,v3,3,7.41,1,v1,v4,v1,v1,53232,5675,45.5,0,48.3,v5,2,v1,19960,v3,v3,6.97,3,6579,0.15,5585,0,65,79.5,4,v5,1,v4,3.95,v2,v1,44.5,7.74,0,430,v6,v1,2,v1,v1,1,5348,v3,v1,v6,v1,v1,class3
0,4,v6,v2,0.23,v2,1,0,v3,0,97542,v2,v2,v2,v6,0.36,334,37.2,v1,56,71.4,0.917,280,4,v4,1,281,1,0.931,705,v2,0.442,657,v1,4272,0.585,v5,v4,v2,v1,3,5541,4,v3,8.78,2,v2,v3,v6,2,v3,1,5.1,0,v3,v5,v3,v1,53452,6364,54.6,1,61.2,v2,2,v2,16555,v2,v2,6.93,0,7210,0.64,2561,0,65,84,0,v1,0,v2,5.9,v3,v1,56.5,4.36,1,471,v3,v1,1,v1,v1,1,5578,v1,v2,v3,v2,v5,class1
0,0,v5,v4,0.04,v2,1,3,v3,2,72044,v1,v2,v2,v4,0.47,332,33.3,v1,32,68.6,0.938,222,0,v4,1,428,2,0.932,877,v2,0.608,602,v1,4033,0.835,v2,v2,v1,v2,2,5771,4,v3,7.84,0,v4,v2,v1,0,v3,3,4.45,0,v5,v4,v1,v1,54337,5695,50,1,33.2,v3,1,v1,13373,v3,v4,7.02,3,6487,0.67,6426,0,87,79.2,4,v4,0,v1,6.44,v3,v1,46.1,5.83,0,430,v1,v3,2,v2,v2,0,5776,v2,v1,v6,v2,v4,class2
1,0,v3,v1,0.44,v3,1,2,v4,2,34154,v1,v2,v2,v6,0.29,618,29.6,v1,41,71.4,0.847,238,1,v1,1,360,2,0.909,677,v1,0.592,655,v5,4659,0.166,v3,v3,v2,v1,2,6402,0,v2,7.27,3,v1,v2,v6,1,v1,1,4.98,0,v5,v4,v3,v2,52127,6361,51.6,0,51.6,v3,1,v2,14557,v1,v2,6.71,2,6970,0.49,2820,2,67,82.2,5,v2,1,v4,6.42,v3,v2,55.7,3.95,2,454,v3,v2,2,v2,v2,0,5052,v2,v2,v6,v2,v5,class1
0,1,v5,v2,0.36,v1,1,0,v2,2,36888,v3,v1,v4,v2,0.25,777,25.3,v1,42,81.2,0.958,237,0,v1,0,428,3,0.91,619,v2,0.6,646,v2,5281,0.923,v3,v4,v1,v1,3,6402,3,v3,7.75,1,v4,v2,v5,1,v5,0,6.72,0,v4,v4,v1,v2,54012,5834,43.7,1,29.7,v3,0,v2,18064,v5,v2,6.68,2,6864,0.43,4991,2,91,79.3,2,v3,1,v3,6.5,v2,v2,57.9,5.86,3,382,v6,v3,1,v1,v2,1,5180,v3,v2,v5,v2,v4,class1
1,3,v6,v2,0.47,v3,1,1,v4,0,72240,v2,v1,v5,v1,0.21,836,30.5,v2,45,75.4,0.879,263,2,v2,0,309,0,0.931,793,v1,0.627,657,v6,4371,0.895,v3,v2,v4,v2,1,6578,0,v5,8.08,2,v2,v2,v2,1,v3,3,4.89,0,v1,v1,v3,v2,71135,6491,19.4,0,38.4,v2,1,v1,16071,v5,v1,6.4,2,6824,0.15,2438,0,77,83.3,3,v5,1,v3,5.65,v3,v1,46.3,4.75,2,473,v1,v2,0,v2,v1,1,5071,v5,v3,v2,v1,v5,class2
0,4,v6,v1,0.2,v1,1,0,v3,0,31654,v2,v1,v3,v1,0.44,801,24.9,v2,44,84.7,0.955,241,0,v1,0,307,1,0.909,724,v1,0.629,645,v5,3988,0.229,v1,v3,v3,v2,2,5790,2,v3,7.34,0,v1,v2,v4,1,v3,2,4.99,0,v2,v4,v1,v1,54423,6265,51.9,1,61.2,v3,0,v1,16083,v5,v4,6.72,0,6193,0.43,6458,2,69,79,0,v2,1,v3,6.42,v2,v1,44.8,7.06,2,374,v1,v3,1,v2,v1,1,5975,v5,v1,v4,v2,v4,class2
1,0,v5,v4,0.39,v3,0,0,v4,1,35121,v3,v2,v5,v1,0.4,773,31.2,v2,31,71.9,0.944,274,0,v4,1,322,1,0.912,800,v1,0.677,643,v2,4351,0.521,v2,v1,v1,v1,1,6219,0,v1,7.38,1,v1,v2,v6,2,v4,3,3.81,1,v1,v2,v2,v2,62763,7113,21.6,0,60.8,v3,0,v2,16077,v5,v4,6.71,2,6083,0.27,4374,0,66,79.5,0,v5,0,v3,6.31,v1,v1,45.3,6.28,1,855,v5,v1,0,v2,v2,0,5522,v5,v1,v2,v1,v2,class1
0,1,v5,v4,0.48,v3,0,3,v4,0,38784,v1,v1,v5,v5,0.39,436,37.2,v2,64,69.2,0.959,208,1,v3,1,486,0,0.938,857,v1,0.451,660,v1,6609,0.767,v5,v4,v4,v2,2,5410,2,v2,7.27,3,v4,v1,v2,0,v1,1,4.88,0,v2,v1,v2,v2,62951,7153,24.2,0,36.9,v2,1,v1,17998,v1,v3,6.93,3,6157,0.54,3146,2,68,79.1,4,v3,1,v3,3.87,v1,v2,44,7.87,0,470,v4,v1,1,v1,v2,1,5051,v2,v3,v1,v1,v2,class3
0,0,v3,v2,0.05,v1,0,2,v1,3,32560,v2,v1,v3,v5,0.24,642,34,v1,30,76.7,0.853,212,4,v3,0,444,0,0.938,592,v1,0.52,627,v6,5619,0.549,v5,v4,v4,v1,1,6059,2,v2,8.61,2,v1,v3,v2,1,v5,2,4.86,0,v5,v2,v3,v2,48266,5890,47.7,1,35,v4,2,v1,22801,v3,v4,6.49,0,6815,0.18,2573,1,80,79.1,1,v3,0,v4,5.79,v1,v1,47.1,3.78,2,497,v2,v3,1,v2,v1,0,5777,v1,v2,v6,v1,v2,class1
1,4,v6,v4,0.3,v3,1,0,v3,1,72233,v2,v2,v3,v3,0.39,880,33.4,v1,46,73.2,0.834,283,2,v1,1,336,4,0.94,879,v1,0.638,631,v6,5032,0.16,v4,v3,v1,v1,1,6213,3,v5,7.43,2,v3,v3,v1,1,v4,2,7.17,1,v4,v1,v3,v1,53162,6288,35.4,0,60.2,v1,0,v1,19945,v4,v3,7,2,6847,0.15,5840,2,88,80.8,1,v1,1,v1,6.76,v1,v1,47.3,5.73,1,439,v5,v1,1,v2,v1,1,5326,v3,v3,v4,v2,v3,class2
1,2,v1,v1,0.44,v3,0,0,v4,2,72160,v3,v1,v1,v6,0.3,258,31.2,v2,50,76.4,0.953,254,4,v2,0,413,1,0.932,879,v2,0.499,659,v4,4014,0.267,v5,v4,v4,v1,3,7291,2,v5,7.61,1,v1,v1,v2,2,v3,2,4.83,1,v1,v3,v2,v1,53016,6357,51.1,1,30.7,v2,0,v2,20202,v2,v1,7.08,3,7358,0.74,2592,1,79,79.5,2,v1,1,v4,5.21,v1,v1,49.7,4.42,2,453,v1,v2,1,v1,v2,0,5677,v3,v3,v4,v2,v4,class1
0,3,v6,v1,0.04,v2,0,2,v4,2,71934,v3,v2,v1,v2,0.46,886,33.6,v1,51,67.8,0.927,212,2,v3,1,479,0,0.923,874,v1,0.672,638,v2,6331,0.139,v3,v2,v1,v2,2,5671,3,v2,7.98,0,v6,v1,v1,0,v4,3,6.96,0,v1,v1,v1,v3,67686,5774,49.3,0,41.7,v2,2,v1,14807,v5,v1,6.66,3,6195,0.54,3972,0,90,79.6,0,v2,0,v2,6.39,v1,v1,43.7,4.52,1,659,v6,v1,1,v2,v2,1,5702,v2,v2,v3,v2,v2,class2
0,4,v4,v3,0.04,v3,1,1,v1,2,87484,v2,v2,v2,v2,0.27,798,35.8,v2,65,80.6,0.943,259,3,v1,1,487,1,0.943,832,v1,0.468,646,v1,6447,0.523,v3,v2,v5,v1,3,6212,0,v5,7.74,3,v3,v2,v4,0,v4,3,4.33,0,v3,v2,v2,v2,54497,6568,45.7,0,60.7,v3,1,v1,13454,v4,v1,5.96,3,6150,0.45,3722,1,76,79.4,5,v1,1,v4,6.44,v2,v2,47.5,7.35,1,886,v3,v3,1,v2,v1,0,5829,v2,v3,v4,v1,v1,class1
