@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 numeric
@attribute V48 numeric
@attribute V49 numeric
@attribute V50 numeric
@attribute V51 numeric
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 numeric
@attribute V56 numeric
@attribute V57 numeric
@attribute V58 numeric
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 numeric
@attribute V65 numeric
@attribute V66 numeric
@attribute V67 numeric
@attribute V68 numeric
@attribute V69 numeric
@attribute V70 numeric
@attribute V71 numeric
@attribute V72 numeric
@attribute V73 numeric
@attribute V74 numeric
@attribute V75 numeric
@attribute V76 numeric
@attribute Class {1,2,3,4,5,6,7,8,9,10}

@data
0.12552,0.590828,0.218508,0.329804,0.359316,0.306355,0.518709,0.115983,0.369759,0.290953,0.091202,0.152294,0.228947,0.204702,0.184569,0.152261,0.133778,0.075557,0.090202,0.157406,0.071908,0.101761,0.112702,0.140555,0.096296,0.062712,0.168306,0.026998,0.065064,0.154679,0.101277,0.054261,0.037674,0.102522,0.04978,0.093866,0.106167,0.024256,0.096288,0.094675,0.112144,0.073003,0.023619,0.0581,0.120569,0.150916,0.103858,0.044784,0.160033,0.161933,0.129549,0.079293,0.123117,0.160268,0.109506,0.077322,0.230764,0.131826,0.081924,0.014984,0.201159,0.137705,0.121837,0.053544,0.156835,0.15302,0.044131,0.149071,0.277329,0.21458,0.035336,0.204047,0.194581,0.262599,0.172448,0.108445,4
0.314269,0.564453,0.377201,0.255226,0.100868,0.21885,0.42713,0.408958,0.338704,0.178047,0.117917,0.169297,0.043334,0.157667,0.198817,0.107762,0.057319,0.133496,0.141176,0.134843,0.102301,0.100526,0.116981,0.024504,0.083933,0.070623,0.090667,0.094226,0.046064,0.095645,0.1258,0.086716,0.036965,0.063391,0.068407,0.128991,0.108615,0.04398,0.031062,0.094497,0.073037,0.066977,0.099566,0.062858,0.086459,0.1064,0.062865,0.049426,0.070707,0.081271,0.064706,0.085405,0.117881,0.092789,0.069421,0.03515,0.11918,0.112168,0.141677,0.080124,0.047247,0.052188,0.142968,0.138234,0.131751,0.12083,0.006616,0.023338,0.198406,0.219777,0.168307,0.119785,0.173289,0.244803,0.303738,0.269539,4
0.286579,0.585366,0.292972,0.378857,0.202117,0.332746,0.408706,0.384619,0.191847,0.250263,0.140428,0.021836,0.318305,0.312271,0.213861,0.113923,0.118297,0.240841,0.11572,0.098776,0.090327,0.096224,0.127775,0.233095,0.092396,0.040747,0.070607,0.153745,0.138422,0.102178,0.035094,0.0809,0.130832,0.136778,0.080079,0.041688,0.091267,0.138123,0.098337,0.012627,0.053284,0.127097,0.084693,0.078573,0.079059,0.109853,0.098736,0.119372,0.091805,0.103193,0.09287,0.073459,0.131763,0.132391,0.090507,0.067101,0.163521,0.127391,0.135895,0.081211,0.135841,0.10661,0.073307,0.079407,0.120652,0.118733,0.02926,0.034684,0.225083,0.163333,0.184353,0.075239,0.203576,0.200558,0.262331,0.193686,4
0.222649,0.38639,0.09973,0.35083,0.199635,0.389951,0.331565,0.401671,0.282878,0.24288,0.21825,0.086193,0.192703,0.284299,0.172434,0.187456,0.070622,0.091949,0.118345,0.15915,0.1169,0.100348,0.07358,0.076408,0.161891,0.117837,0.092011,0.08139,0.071366,0.128943,0.141763,0.115622,0.066498,0.04982,0.122281,0.117829,0.114085,0.093506,0.049577,0.134138,0.101697,0.11605,0.088064,0.066382,0.089736,0.098792,0.095482,0.08263,0.090107,0.082574,0.09463,0.079028,0.124353,0.075682,0.081953,0.085614,0.165057,0.113532,0.103241,0.126771,0.17179,0.097453,0.081956,0.009006,0.17382,0.102719,0.111236,0.20421,0.245019,0.162623,0.046115,0.094701,0.197988,0.128858,0.33117,0.26982,4
0.054858,0.351205,0.504087,0.183194,0.207614,0.225551,0.283328,0.366716,0.016152,0.207316,0.087999,0.11637,0.05915,0.256026,0.217753,0.160268,0.083057,0.130965,0.013081,0.180864,0.136637,0.037525,0.119788,0.162413,0.18223,0.108969,0.043127,0.015499,0.091386,0.213641,0.154365,0.009305,0.062732,0.011461,0.196325,0.175714,0.071096,0.04591,0.074437,0.184022,0.149922,0.086111,0.009701,0.071055,0.074564,0.048759,0.039026,0.019423,0.076752,0.067702,0.039916,0.034588,0.105743,0.059869,0.079026,0.039883,0.09166,0.064629,0.074706,0.052288,0.074321,0.094773,0.094714,0.048433,0.116385,0.112897,0.102646,0.110503,0.162334,0.135101,0.075903,0.156278,0.20038,0.112513,0.05997,0.08388,4
0.321535,0.464622,0.344441,0.187444,0.072733,0.339334,0.259798,0.464584,0.262653,0.134471,0.215318,0.06473,0.055201,0.190065,0.217689,0.117174,0.028551,0.154996,0.151568,0.232478,0.067521,0.049064,0.148084,0.058233,0.198122,0.094913,0.073872,0.083988,0.05362,0.158047,0.138805,0.052805,0.02864,0.083044,0.116714,0.124838,0.026446,0.025411,0.111647,0.111764,0.072575,0.016964,0.046694,0.096083,0.141551,0.061392,0.029628,0.111466,0.182248,0.090936,0.025081,0.092089,0.185607,0.11631,0.01484,0.017977,0.121098,0.092564,0.089856,0.11225,0.149965,0.08088,0.089559,0.118875,0.207919,0.100278,0.085912,0.048566,0.157687,0.077774,0.170365,0.125068,0.046691,0.12618,0.256202,0.245036,4
0.18277,0.428771,0.187716,0.193439,0.171542,0.470971,0.23116,0.381219,0.244483,0.132952,0.371441,0.115251,0.11074,0.181631,0.037337,0.240993,0.343673,0.054964,0.162966,0.141438,0.090572,0.278637,0.134678,0.036592,0.188653,0.018801,0.200322,0.190098,0.04951,0.211923,0.150999,0.101117,0.223611,0.072716,0.137578,0.222691,0.051728,0.152117,0.158437,0.004802,0.212253,0.127465,0.03439,0.15413,0.131815,0.096052,0.050549,0.049236,0.089291,0.108732,0.019407,0.064966,0.011264,0.106435,0.056815,0.022857,0.091471,0.087846,0.076991,0.038806,0.156078,0.045116,0.14356,0.109812,0.226734,0.136094,0.053155,0.074824,0.054896,0.101942,0.127369,0.237537,0.159462,0.331382,0.32182,0.219593,4
0.285619,0.586768,0.272001,0.390893,0.30758,0.275096,0.500509,0.329102,0.353913,0.315355,0.119351,0.057732,0.314048,0.228765,0.16266,0.075468,0.209016,0.231598,0.014732,0.117748,0.06717,0.192634,0.190417,0.125822,0.141006,0.087477,0.145562,0.222653,0.029766,0.037871,0.088096,0.241702,0.084884,0.034297,0.020821,0.173783,0.174583,0.142284,0.107756,0.068801,0.158139,0.17504,0.097019,0.065093,0.040373,0.081493,0.06661,0.059373,0.078905,0.127557,0.105793,0.090866,0.130198,0.086728,0.098612,0.056043,0.13407,0.169546,0.089055,0.074385,0.211404,0.140854,0.145313,0.084928,0.152012,0.104746,0.017301,0.003653,0.222368,0.172616,0.13397,0.052309,0.209264,0.211022,0.15312,0.205792,4
0.272383,0.432647,0.311098,0.152869,0.28165,0.294463,0.383474,0.319999,0.151486,0.364539,0.010152,0.082284,0.200829,0.221741,0.088208,0.173822,0.1301,0.171196,0.129845,0.160754,0.14643,0.012936,0.09333,0.143563,0.124749,0.075214,0.110105,0.184796,0.040852,0.116011,0.090391,0.10371,0.100671,0.128783,0.110954,0.035052,0.075186,0.130483,0.161958,0.023158,0.039032,0.135065,0.104649,0.097373,0.095219,0.034819,0.124967,0.036828,0.075725,0.129319,0.049764,0.145466,0.119202,0.073804,0.126742,0.012547,0.157196,0.14876,0.073671,0.157328,0.098151,0.193992,0.141441,0.051178,0.225079,0.136491,0.057195,0.14796,0.208177,0.231424,0.128985,0.057864,0.16585,0.117999,0.27493,0.2557,4
0.291071,0.481067,0.33114,0.186349,0.217919,0.420198,0.335512,0.342336,0.072114,0.373434,0.126369,0.18976,0.313785,0.267103,0.172228,0.28205,0.087721,0.106901,0.189616,0.200612,0.192237,0.090704,0.134247,0.154791,0.199605,0.14641,0.088035,0.135145,0.110739,0.186597,0.220601,0.073789,0.036461,0.154034,0.142881,0.151993,0.074691,0.09881,0.08397,0.187333,0.151889,0.097526,0.057431,0.100309,0.097854,0.090163,0.031773,0.034221,0.086594,0.045407,0.033717,0.058986,0.145063,0.069469,0.010963,0.022961,0.078514,0.090748,0.061721,0.038348,0.147667,0.036668,0.098235,0.059356,0.10981,0.122139,0.148583,0.025961,0.142299,0.155389,0.145344,0.017342,0.175143,0.158958,0.306346,0.192747,4
0.152407,0.508189,0.102278,0.383995,0.214609,0.393583,0.284796,0.337658,0.170347,0.201269,0.324241,0.178827,0.146834,0.070711,0.169338,0.188422,0.177349,0.188532,0.217451,0.150142,0.140743,0.117379,0.155767,0.177501,0.147367,0.150086,0.188253,0.173166,0.074996,0.104691,0.095042,0.122866,0.073609,0.064545,0.111648,0.14757,0.203527,0.144933,0.094113,0.075627,0.110173,0.144992,0.106031,0.048988,0.030367,0.068266,0.064456,0.023588,0.044164,0.05184,0.073653,0.01591,0.071074,0.086696,0.140502,0.079748,0.07312,0.010773,0.051379,0.051432,0.159841,0.144003,0.181793,0.155431,0.10536,0.087803,0.105016,0.093352,0.199311,0.179144,0.161574,0.15578,0.269123,0.190334,0.340437,0.211739,4
0.264383,0.61646,0.213563,0.400119,0.267617,0.251728,0.439263,0.347767,0.293828,0.303797,0.043418,0.170037,0.273375,0.074153,0.153362,0.069045,0.178531,0.226,0.129208,0.07849,0.072771,0.21206,0.108165,0.089699,0.081171,0.114134,0.146345,0.161864,0.136061,0.028068,0.073055,0.173109,0.089125,0.053019,0.09037,0.130745,0.107422,0.013837,0.140714,0.081793,0.133021,0.085329,0.047938,0.136878,0.064607,0.100906,0.118082,0.118704,0.009731,0.089484,0.153315,0.104492,0.089287,0.123811,0.126957,0.055558,0.112449,0.190195,0.127496,0.084664,0.150107,0.128955,0.117638,0.071096,0.17401,0.102444,0.064884,0.091152,0.216904,0.21862,0.126421,0.086007,0.164127,0.247312,0.195029,0.265916,4
0.272189,0.566044,0.22853,0.31314,0.159085,0.25881,0.416188,0.473983,0.188021,0.257362,0.195223,0.08499,0.183381,0.195798,0.131493,0.0511,0.041542,0.235631,0.231374,0.142155,0.049293,0.088762,0.100089,0.035694,0.070068,0.049537,0.128654,0.144035,0.118235,0.087415,0.036842,0.039957,0.057861,0.121156,0.065082,0.08268,0.109043,0.076353,0.114325,0.019561,0.036535,0.068835,0.092666,0.088181,0.076042,0.100929,0.119309,0.096162,0.078453,0.091375,0.134159,0.104233,0.131808,0.163195,0.106631,0.090549,0.104851,0.171699,0.126757,0.093552,0.172148,0.175142,0.140596,0.078698,0.143476,0.089346,0.092794,0.125459,0.284014,0.203874,0.154709,0.095293,0.153689,0.108284,0.133043,0.179434,4
0.308382,0.569056,0.305165,0.347551,0.229132,0.280578,0.502286,0.406351,0.314798,0.258061,0.109981,0.042425,0.351415,0.283033,0.171878,0.040922,0.143269,0.2122,0.077443,0.018629,0.013651,0.211004,0.1691,0.119603,0.060449,0.068603,0.120312,0.188951,0.117201,0.013945,0.084151,0.099315,0.103739,0.058428,0.09104,0.111808,0.122595,0.051525,0.034579,0.131243,0.096095,0.070522,0.030826,0.076867,0.044117,0.034262,0.138397,0.127495,0.035787,0.090047,0.099827,0.131902,0.062007,0.132325,0.191759,0.119544,0.106394,0.171105,0.169634,0.149966,0.131133,0.115136,0.120613,0.045505,0.142715,0.190084,0.117004,0.098767,0.203828,0.193975,0.11858,0.089029,0.153378,0.058281,0.118258,0.128581,4
0.146205,0.339601,0.165655,0.313828,0.229555,0.301976,0.345267,0.38034,0.117386,0.218269,0.222871,0.209711,0.167803,0.153461,0.081546,0.160692,0.123519,0.059821,0.170255,0.159581,0.16404,0.087759,0.150998,0.091102,0.155327,0.149601,0.077544,0.05003,0.045886,0.138618,0.1207,0.141433,0.085099,0.058924,0.119793,0.119147,0.109177,0.026484,0.066391,0.134323,0.123413,0.114795,0.087579,0.098509,0.064753,0.082068,0.097759,0.074792,0.070413,0.062699,0.121808,0.063143,0.109424,0.060855,0.088075,0.035808,0.063221,0.049572,0.123228,0.115394,0.145364,0.095946,0.132187,0.066723,0.077428,0.103861,0.182828,0.188572,0.284035,0.171336,0.081626,0.070356,0.16063,0.221054,0.430504,0.125302,4
0.161587,0.312814,0.136985,0.4786,0.242124,0.270686,0.324588,0.341747,0.140809,0.200461,0.155786,0.124015,0.280537,0.209782,0.178817,0.144534,0.112444,0.162115,0.217708,0.17338,0.06675,0.055852,0.027626,0.10209,0.161391,0.042287,0.069723,0.10272,0.017088,0.153335,0.086482,0.033846,0.049409,0.073106,0.119632,0.076529,0.087743,0.040743,0.048824,0.09726,0.047008,0.069473,0.066789,0.065358,0.153825,0.091626,0.052148,0.057708,0.14098,0.095724,0.048083,0.068119,0.138645,0.137094,0.081049,0.033849,0.151794,0.10291,0.055321,0.038056,0.135107,0.058078,0.040469,0.062205,0.143802,0.071917,0.118811,0.148828,0.275192,0.113291,0.016242,0.142545,0.174023,0.2555,0.346219,0.100282,4
0.360859,0.547095,0.434808,0.314052,0.330013,0.248135,0.527599,0.242547,0.27649,0.234959,0.074105,0.183884,0.393695,0.214374,0.07255,0.184137,0.200239,0.090634,0.117453,0.106439,0.152388,0.21615,0.147803,0.164807,0.075987,0.201843,0.16118,0.045051,0.139708,0.190179,0.112761,0.097428,0.199145,0.130554,0.146407,0.161567,0.097608,0.038023,0.178523,0.148876,0.079306,0.045212,0.198828,0.068158,0.118984,0.094714,0.031898,0.020479,0.162244,0.040988,0.026888,0.049085,0.071785,0.060813,0.064629,0.07841,0.082171,0.116378,0.166068,0.135541,0.067143,0.174579,0.138841,0.134951,0.187174,0.14134,0.178234,0.073644,0.249555,0.256794,0.167836,0.157679,0.161017,0.170655,0.159355,0.084554,4
0.123703,0.560653,0.225524,0.329716,0.30404,0.317074,0.478634,0.295409,0.370338,0.267003,0.235278,0.095426,0.243688,0.165613,0.282028,0.101461,0.071076,0.233378,0.168467,0.220453,0.117807,0.072847,0.151503,0.100927,0.187085,0.083712,0.103359,0.092504,0.043925,0.218474,0.08677,0.07673,0.106948,0.082783,0.149054,0.027335,0.112214,0.106576,0.023391,0.177853,0.024871,0.070875,0.112683,0.031646,0.21375,0.146406,0.040396,0.059205,0.185912,0.152374,0.025813,0.064031,0.233436,0.134717,0.036889,0.053648,0.221372,0.104433,0.040192,0.037687,0.195497,0.066258,0.065649,0.083435,0.206771,0.18504,0.052809,0.095238,0.150218,0.007091,0.08795,0.146967,0.392946,0.149301,0.342034,0.145235,4
0.301517,0.500141,0.400522,0.318621,0.205437,0.275396,0.57907,0.309789,0.17777,0.255131,0.064986,0.086185,0.390247,0.384682,0.183802,0.106948,0.233207,0.098889,0.118768,0.018894,0.10505,0.118697,0.122328,0.228046,0.103321,0.060335,0.06113,0.107687,0.088201,0.089994,0.101324,0.098,0.03789,0.089799,0.067523,0.052696,0.029617,0.077098,0.132984,0.083836,0.062997,0.077403,0.022204,0.014609,0.111356,0.081517,0.110019,0.09148,0.030343,0.097948,0.098434,0.147774,0.102601,0.044715,0.027173,0.061646,0.160208,0.150561,0.177086,0.128912,0.069452,0.102788,0.153053,0.140608,0.095108,0.089564,0.031902,0.037214,0.203921,0.218298,0.232587,0.139902,0.184666,0.166404,0.207434,0.157357,4
0.231173,0.559408,0.261563,0.322192,0.116625,0.240703,0.461461,0.341038,0.27948,0.289209,0.144032,0.151365,0.152272,0.159911,0.293139,0.062404,0.107404,0.203042,0.10948,0.119355,0.051478,0.181921,0.146312,0.074279,0.114286,0.086542,0.104298,0.084873,0.105168,0.151525,0.084225,0.050646,0.149184,0.05605,0.102886,0.022544,0.087221,0.13328,0.056461,0.056251,0.046102,0.098174,0.073392,0.026754,0.153496,0.122747,0.111009,0.061107,0.087615,0.147113,0.026232,0.030949,0.161984,0.147127,0.138609,0.032507,0.241089,0.090407,0.115049,0.035186,0.13085,0.111888,0.083004,0.036435,0.172841,0.142826,0.102387,0.041032,0.234586,0.10635,0.095283,0.115249,0.119417,0.074335,0.159124,0.088955,4
0.324236,0.563161,0.423021,0.367973,0.394612,0.314851,0.441128,0.146018,0.219445,0.196201,0.229676,0.254579,0.350087,0.13515,0.293551,0.179549,0.029133,0.200258,0.169205,0.036222,0.200908,0.259567,0.054905,0.034823,0.230125,0.062885,0.138241,0.260806,0.074257,0.124093,0.217242,0.131372,0.094222,0.138243,0.124915,0.036947,0.257029,0.105005,0.073001,0.14336,0.187081,0.026843,0.197345,0.11728,0.0761,0.16406,0.139382,0.090105,0.175292,0.117774,0.144241,0.106794,0.156526,0.15442,0.091112,0.079026,0.17568,0.186299,0.110942,0.070125,0.235063,0.135057,0.142861,0.098686,0.095023,0.140075,0.021734,0.029412,0.312791,0.181825,0.115134,0.152845,0.149338,0.273704,0.25223,0.147224,4
0.042027,0.624595,0.380705,0.253816,0.119032,0.244436,0.093655,0.373355,0.121557,0.123748,0.178706,0.077515,0.11917,0.040851,0.130015,0.143888,0.114499,0.025231,0.138967,0.136792,0.133689,0.125893,0.032233,0.118039,0.14382,0.132541,0.110027,0.09698,0.091996,0.151222,0.111556,0.089565,0.088278,0.081753,0.158735,0.099501,0.063385,0.086971,0.057402,0.165273,0.093566,0.041405,0.0798,0.067843,0.152303,0.08132,0.072633,0.038453,0.145049,0.090936,0.073866,0.048423,0.135213,0.082342,0.047706,0.028795,0.130912,0.075128,0.04992,0.035502,0.121536,0.078008,0.046844,0.062004,0.125974,0.127806,0.052466,0.152918,0.170001,0.112874,0.190836,0.067048,0.228245,0.078949,0.237292,0.178974,4
0.276995,0.580441,0.301553,0.408764,0.342026,0.329395,0.51143,0.219803,0.41361,0.191565,0.026195,0.164907,0.258132,0.317177,0.145992,0.198555,0.143399,0.090413,0.078564,0.110306,0.036915,0.104565,0.173919,0.194349,0.075026,0.130277,0.149489,0.037636,0.05499,0.102537,0.03659,0.081881,0.164202,0.13132,0.044274,0.128764,0.115342,0.029288,0.0604,0.110772,0.053457,0.080055,0.117197,0.127829,0.069923,0.057059,0.114994,0.120287,0.047261,0.115959,0.145072,0.166465,0.114196,0.069008,0.169577,0.183855,0.083682,0.189333,0.148556,0.165115,0.164076,0.159145,0.250266,0.13229,0.099187,0.193274,0.173454,0.215115,0.279731,0.178476,0.131231,0.033024,0.248678,0.361707,0.342599,0.241831,4
0.222365,0.56645,0.106484,0.345649,0.170322,0.379076,0.307642,0.484087,0.186153,0.193732,0.278651,0.088349,0.188494,0.258434,0.162727,0.222307,0.14806,0.073525,0.267454,0.178397,0.135064,0.097815,0.092128,0.123912,0.200618,0.165647,0.11529,0.036945,0.045956,0.190824,0.154862,0.129084,0.014902,0.050301,0.160532,0.153357,0.095004,0.014959,0.056424,0.176904,0.171913,0.085697,0.009992,0.0695,0.140005,0.065446,0.018873,0.039103,0.13886,0.069543,0.023702,0.026115,0.090809,0.072126,0.045577,0.006159,0.135832,0.062834,0.017539,0.09275,0.126543,0.103281,0.041256,0.047125,0.101813,0.079435,0.053743,0.164417,0.229526,0.079818,0.098267,0.185192,0.296943,0.205345,0.332619,0.256824,4
0.257722,0.490082,0.281778,0.128339,0.15319,0.247517,0.388555,0.396704,0.183986,0.304452,0.163646,0.072782,0.062173,0.191685,0.120229,0.108478,0.111962,0.179759,0.204033,0.052164,0.063806,0.066703,0.129954,0.091025,0.061907,0.086534,0.104071,0.105628,0.077182,0.054573,0.036937,0.080965,0.074649,0.163249,0.032058,0.073761,0.037708,0.098145,0.11559,0.042536,0.031399,0.056116,0.136305,0.088138,0.050116,0.081544,0.103508,0.092947,0.033782,0.090545,0.061267,0.078885,0.055801,0.095557,0.055554,0.147025,0.127567,0.042644,0.127527,0.023211,0.187108,0.139713,0.221226,0.195644,0.028844,0.157568,0.067917,0.017004,0.294942,0.212757,0.249348,0.084545,0.198811,0.086353,0.179837,0.159461,4
0.257948,0.404508,0.352796,0.291028,0.207862,0.247621,0.333544,0.431616,0.157345,0.225325,0.087744,0.049061,0.130575,0.264665,0.165081,0.083786,0.014715,0.221158,0.131464,0.156869,0.090565,0.056775,0.139951,0.078247,0.119435,0.042224,0.081097,0.06797,0.147723,0.060104,0.038306,0.070894,0.071857,0.101283,0.054837,0.029524,0.052627,0.115679,0.074474,0.076223,0.003795,0.044365,0.089868,0.076708,0.078117,0.132893,0.144334,0.081937,0.126768,0.131617,0.159091,0.059967,0.145003,0.117095,0.099739,0.060048,0.121814,0.127913,0.071657,0.063272,0.12828,0.151505,0.11484,0.073832,0.202985,0.189112,0.161258,0.072495,0.241884,0.125435,0.055857,0.1505,0.11438,0.15776,0.271404,0.212278,4
0.264435,0.351998,0.250136,0.269512,0.082057,0.373455,0.316593,0.373052,0.293244,0.314198,0.043202,0.020806,0.196451,0.265719,0.232821,0.073463,0.085715,0.104394,0.124489,0.082424,0.085216,0.074131,0.078985,0.083502,0.058717,0.092841,0.03922,0.027949,0.1454,0.129344,0.069906,0.033627,0.087525,0.097169,0.114742,0.014127,0.062767,0.072418,0.047638,0.059361,0.035516,0.055726,0.078486,0.072042,0.132163,0.076326,0.089757,0.026363,0.072598,0.110297,0.036073,0.030819,0.139597,0.157713,0.149524,0.065137,0.141372,0.103615,0.07661,0.059209,0.142129,0.075211,0.07285,0.133677,0.184193,0.257501,0.112242,0.026771,0.179457,0.146479,0.104466,0.176944,0.121504,0.203214,0.212339,0.069156,4
0.290666,0.494728,0.268086,0.165065,0.376315,0.366313,0.355672,0.291806,0.057538,0.342445,0.26384,0.116013,0.406113,0.132037,0.239824,0.259713,0.078065,0.112264,0.203639,0.229288,0.200871,0.072629,0.198582,0.057837,0.280131,0.175978,0.101972,0.151681,0.163111,0.194446,0.199438,0.014657,0.169173,0.068957,0.238308,0.122706,0.083803,0.139837,0.153109,0.187215,0.179849,0.039006,0.192424,0.082523,0.162636,0.022832,0.153476,0.042029,0.108116,0.139774,0.036708,0.137762,0.161157,0.002086,0.174687,0.02668,0.161959,0.113762,0.012797,0.148635,0.182917,0.076373,0.117608,0.060636,0.152514,0.141972,0.11971,0.163584,0.176576,0.142791,0.096036,0.040109,0.16522,0.271404,0.323517,0.270319,4
0.215249,0.60614,0.16926,0.502138,0.120998,0.309518,0.410198,0.432139,0.194542,0.104129,0.19041,0.164679,0.273352,0.262541,0.073931,0.14093,0.08358,0.153437,0.297236,0.051825,0.101838,0.074414,0.15515,0.145643,0.052058,0.079081,0.057382,0.083259,0.120795,0.079265,0.084152,0.046957,0.081746,0.035716,0.083808,0.077256,0.078901,0.094581,0.067292,0.054589,0.069668,0.068781,0.089056,0.084034,0.059958,0.057965,0.067572,0.068932,0.060329,0.071235,0.0409,0.072814,0.096041,0.062384,0.061067,0.015186,0.102106,0.075472,0.111328,0.055541,0.057555,0.079373,0.082802,0.112917,0.118889,0.036208,0.072176,0.069179,0.226333,0.092349,0.22893,0.13765,0.257319,0.126194,0.260823,0.139128,4
0.254546,0.578992,0.290166,0.287541,0.196208,0.223685,0.461155,0.464237,0.328981,0.254982,0.141821,0.178446,0.121735,0.140179,0.139238,0.115412,0.10572,0.190828,0.109519,0.085031,0.072355,0.18856,0.125105,0.120032,0.047277,0.107931,0.194176,0.030689,0.01133,0.056545,0.154918,0.094321,0.014285,0.134144,0.110093,0.167181,0.101548,0.040425,0.113492,0.109503,0.106545,0.062087,0.101831,0.048936,0.06654,0.07782,0.11485,0.13655,0.033944,0.101288,0.140849,0.083053,0.063452,0.138335,0.193379,0.113578,0.115749,0.131927,0.110858,0.041063,0.181907,0.225504,0.160409,0.144183,0.100643,0.103588,0.029037,0.080977,0.248325,0.187059,0.135716,0.107831,0.234012,0.161621,0.211336,0.187149,4
0.312806,0.548058,0.372506,0.350128,0.226394,0.37842,0.38476,0.290078,0.065748,0.308679,0.056043,0.175118,0.384386,0.19271,0.081662,0.22094,0.135059,0.109306,0.230135,0.20662,0.090363,0.101297,0.171483,0.125417,0.062949,0.086368,0.170954,0.058856,0.10815,0.09167,0.130476,0.065883,0.135094,0.119118,0.090618,0.034504,0.14685,0.13624,0.058553,0.024199,0.12907,0.088201,0.081586,0.181728,0.068077,0.017015,0.083358,0.06241,0.081998,0.078654,0.075027,0.154149,0.054262,0.123977,0.122979,0.091286,0.150083,0.073846,0.114683,0.146144,0.051897,0.144142,0.104335,0.030395,0.272689,0.118619,0.155062,0.173942,0.135859,0.238577,0.144837,0.165131,0.16475,0.127452,0.103723,0.070498,4
0.318263,0.585442,0.360408,0.324506,0.127673,0.195787,0.404655,0.484184,0.209722,0.245547,0.187145,0.141166,0.160941,0.183592,0.182263,0.202196,0.095913,0.138109,0.144344,0.109884,0.072263,0.135596,0.21403,0.049942,0.17095,0.073884,0.07366,0.158398,0.079371,0.080629,0.116379,0.161221,0.090432,0.056899,0.070459,0.070388,0.14667,0.123256,0.106469,0.072222,0.108595,0.108094,0.101158,0.064804,0.068791,0.014372,0.042219,0.022275,0.123549,0.107601,0.122367,0.147974,0.076557,0.072127,0.059905,0.119252,0.167427,0.108398,0.098012,0.058125,0.116491,0.126381,0.085707,0.118963,0.133833,0.062851,0.058542,0.043342,0.262317,0.162599,0.174002,0.098265,0.144232,0.132506,0.113452,0.05341,4
0.16796,0.408625,0.112893,0.234542,0.236514,0.40086,0.305223,0.394393,0.130964,0.271883,0.278124,0.104216,0.207628,0.261648,0.181459,0.202142,0.272661,0.058057,0.11551,0.100501,0.170839,0.242032,0.08812,0.08413,0.047938,0.177066,0.224995,0.137088,0.107947,0.052671,0.12151,0.241331,0.213073,0.05447,0.050186,0.074083,0.165414,0.185998,0.138176,0.049648,0.069127,0.14121,0.176996,0.170366,0.0408,0.097396,0.031429,0.057683,0.017824,0.076299,0.071372,0.043422,0.041581,0.076824,0.124238,0.073038,0.056609,0.056654,0.117939,0.07367,0.044001,0.079322,0.140854,0.057689,0.113285,0.143808,0.147207,0.192717,0.171082,0.126875,0.00824,0.122961,0.125524,0.266297,0.404515,0.2414,4
0.251779,0.50274,0.326769,0.357204,0.43401,0.416231,0.389539,0.132763,0.161845,0.128573,0.291321,0.376712,0.319181,0.15095,0.237011,0.112635,0.204888,0.276451,0.259406,0.138326,0.229473,0.150783,0.111245,0.163095,0.02802,0.136581,0.206313,0.180292,0.062803,0.100959,0.061817,0.123587,0.159895,0.202059,0.021902,0.058656,0.095907,0.101157,0.118505,0.064278,0.017162,0.05067,0.098333,0.091161,0.118533,0.1081,0.151187,0.04161,0.111023,0.134928,0.108189,0.176398,0.025895,0.16394,0.128954,0.131082,0.14765,0.048721,0.207539,0.076439,0.064289,0.192171,0.127583,0.202212,0.101128,0.136153,0.168222,0.209289,0.277905,0.064287,0.202535,0.043477,0.246271,0.398726,0.377953,0.295596,4
