%%  AutoUniv Version 1 User Guide 

%%  1 About AutoUniv 
%%  AutoUniv (AU) is a tool for creating classification models and generating 
%%  classified examples. 
%%  AU was designed by 
%%  Ray J. Hickey 
%%  E: ray.j.hickey@gmail.com
%%  W: http://sites.google.com/site/autouniv
%%  AU was programmed in Win-Prolog, version 4.9 from Logic Programming 
%%  Associates and makes use of the Prolog compiler and reasoning engine. 

%%  2 Installation 
%%  AU runs under Windows. Around 2GB of memory will be sufficient. Simply 
%%  extract AU.zip. AU does not alter registry settings. 
%%  All files are in the top-level folder. AU consists of four files: au.exe, au.dll, au.ini, 
%%  au.ovl. Two sub-folders exist containing examples of models and of data sets. 
%%  In addition to this User Guide there is also a Reference Manual. 
%%  Memory settings are in au.ini. These have been set to cater for the largest 
%%  models and should not need adjusting. 

%%  3 Running AU 
%%  Run au.exe. This will start the Launcher. From here you can run the two 
%%  applications namely the model builder, Create Model, and the data generator, 
%%  Generate Data. 
%%  The following sections provide a brief description of the use of the model builder 
%%  and data generator. These should be read in conjunction with the more detailed 
%%  account of AU in the Reference Manual. 

%%  4 The model builder tool 
%%  The Build Classification Model dialog is available from the Launcher. Settings 
%%  are made for attributes, classes and rules. The order in which settings are 
%%  entered is controlled. For example, the number of relevant attributes cannot be 
%%  specified until the number of attributes overall is specified. Validity checks 
%%  operate to prevent illegitimate entries. There is also auto completion. 
%%  The Class Distribution Settings dialog is available from the Customise 
%%  Distribution button or these settings can be randomised from the Randomise 
%%  Distributions button. A total weight of 1000 must be distributed across the 
%%  classes to reflect the prominence of each class. Applying Hold to any weight will 
%%  cause it to be retained when randomisation is applied. Minimum and maximum 
%%  values for the majority class probability are set for each class. These are 
%%  expressed as integers up to 1000 subject to a minimum necessary to secure a 
%%  majority class (which is displayed). Randomisation is also available, with hold. 
%%  Selecting Zero Noise followed by randomisation will set minimum and maximum - 2 - 
%%  to 1000 for unheld classes. Illegitimate values will be notified to the user when 
%%  the Apply button is pressed. 
%%  When all build settings have been made the Apply button in the Build 
%%  Classification Model dialog is enabled. When activated, this will enable the Start
%%  button for model building. Progress in the building of the model is echoed in the 
%%  Build Log window. After completion or failure, the model may be rebuilt with or 
%%  without attribute definitions and attribute factorisation being retained. 
%%  Once built, a model may be saved which creates its .aupl, .aurules and 
%%  .auprops files. The .aupl file provides the Prolog source code definition of the 
%%  model. 
%%  A new model may now be built or drift may be applied to the existing model by 
%%  selecting Keep attribute definitions and, possibly, other keep options depending 
%%  on the type of drift required. 
%%  When the user returns to the Launcher, the current build settings are retained. 

%%  5 The data generator tool 
%%  The Generate Data Set from Model dialog is available from the Launcher. Here 
%%  a model is selected and will be compiled into the Prolog system. A file format 
%%  for the examples is selected. The three available formats are CSV, ARFF (for 
%%  WEKA) and C4.5. Examples may be generated with or without header attribute 
%%  information. The latter is useful for appending examples to existing files. 

%%  6 Modification of the .aupl file 
%%  The user can edit the .aupl file for a model in order to manually alter the model 
%%  definition. Caution should be exercised when doing this. It is the user’s 
%%  responsibility to ensure the logical integrity and syntactic correctness of any 
%%  alterations. Logical flaws will cause the data generator to crash. In this situation, 
%%  the system should be exited and restarted. Syntax errors will produce a Prolog 
%%  compiler error message. 

@relation autoUniv-au6-cd1-400

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 {v1,v2}
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 {v1,v2}
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 {v1,v2,v3}
@attribute Class {class1,class2,class3,class4,class5,class6,class7,class8}

@data
3.51,48734,49.9,2.61,84527,0.161,76.5,92,4.69,7.9,50.3,v2,0.696,97.2,4292,799,0.648,5.04,0.44,673,28.5,0.46,2.54,97.2,6.92,0.215,0.447,0.89,9.08,0.26,v2,60.9,0.44,61.7,61.5,0.53,63229,6.56,0.742,v2,class1
1.91,55117,34.4,2.93,81391,0.481,77.7,94,4.37,7.9,51.1,v2,0.864,98.8,4372,770,0.26,3.57,0.59,603,24.1,0.26,2.35,83.9,7.2,0.12,0.623,0.88,9.04,0.6,v2,58.5,0.57,20.6,71.4,0.43,49771,6.89,0.835,v2,class2
2.96,53793,45.2,1.16,51924,0.246,79.7,94,4.59,7.2,50.5,v1,0.863,78.4,6836,754,0.643,6.19,0.15,598,26.3,0.2,0.75,93.1,7.2,0.264,0.464,0.84,9.13,0.6,v2,60.9,0.38,68.6,62.9,0.72,21530,6.25,0.785,v2,class4
2.9,52689,51.4,2.19,69991,0.227,77.5,70,4.69,9.4,53.3,v1,0.65,74.2,4808,765,0.611,5.45,0.56,415,26.6,0.41,2.78,96.2,6.7,0.762,0.626,0.85,9.74,0.6,v1,54.2,0.47,59.6,66.1,0.42,73791,7.53,0.722,v3,class3
3.88,49371,39.8,2.2,58176,0.172,72.7,71,4.64,6.8,52.1,v2,0.655,88.2,6733,791,0.846,3.72,0.13,633,25.2,0.27,0.79,87.8,8.25,0.266,0.625,0.57,9.1,0.25,v1,54.3,0.59,61.4,66.7,0.38,31161,7.03,0.762,v1,class4
2.99,55961,30.7,0.34,84601,0.315,74.6,73,4.68,8.3,51.9,v1,0.686,95.3,4942,808,0.565,5.93,0.41,610,27.3,0.25,0.55,84.5,6.72,0.462,0.395,0.91,9.06,0.27,v1,61.6,0.49,68.7,55.4,0.64,14937,8.34,0.725,v2,class6
2.9,55434,13.7,3.25,83010,0.316,76.5,72,4.29,9.1,52.5,v2,0.524,69.4,5895,754,0.645,5.95,0.72,610,27.9,0.3,3.27,85,6.98,0.256,0.607,0.39,9.06,0.26,v2,48.5,0.61,58,64.3,0.21,54209,6.81,0.816,v3,class5
3.73,54055,46.1,3.12,24452,0.316,71.2,70,4.53,8.2,52.6,v2,0.672,83.6,6039,808,0.334,5.98,0.64,519,33.7,0.21,3.48,86.2,6.99,0.399,0.49,0.9,9.39,0.24,v1,59,0.35,19.8,62.6,0.63,19445,6.7,0.738,v3,class3
2.99,46164,41.3,0.37,84079,0.151,77.2,64,4.66,8.2,50.2,v2,0.581,82,4322,748,0.308,5.99,0.6,597,33.2,0.19,3.33,72.8,7.12,0.574,0.57,0.5,9.53,0.42,v2,50.4,0.42,68.1,67.5,0.68,69693,7.5,0.748,v1,class2
3.81,51966,28.8,0.62,58676,0.169,82.3,93,4.24,8.1,50.7,v1,0.606,95.9,4814,808,0.793,5.71,0.17,823,26,0.23,2.73,74.4,7.19,0.295,0.624,0.98,9.28,0.39,v1,57.6,0.45,62.2,59.8,0.49,64594,6.96,0.766,v1,class7
2.93,46454,37.9,1.85,89366,0.165,79,94,4.31,9.5,51.5,v1,0.708,98.2,6473,761,0.642,5.43,0.43,697,26.7,0.37,3.64,97.8,6.94,0.757,0.615,0.9,9.11,0.24,v1,50.9,0.59,82.1,59.9,0.55,23082,7.45,0.74,v3,class1
3.58,55198,42.7,1.91,64164,0.166,78.6,66,4.67,6,51.2,v1,0.611,82,5970,792,0.275,6.01,0.38,441,27.2,0.24,3.59,73.5,6.98,0.176,0.612,0.87,9.72,0.27,v1,60.6,0.42,28.6,71.2,0.32,35936,6.25,0.754,v3,class2
3.53,54233,48.7,2.03,81893,0.312,77.8,87,4.64,6.4,50.2,v2,0.649,95.3,5294,790,0.24,4.38,0.16,670,26.2,0.27,3.94,96.1,7.21,0.954,0.504,0.94,9.08,0.43,v1,47,0.42,51.7,57.1,0.68,43991,7.56,0.748,v3,class4
3.8,50645,25.1,1.93,57775,0.165,71.5,94,4.69,3.4,50.3,v2,0.864,90.3,5844,740,0.489,6.2,0.23,736,24,0.46,3.78,92.4,7.02,0.293,0.341,0.94,9.13,0.54,v1,58,0.42,19.8,57.9,0.82,34699,6.59,0.71,v2,class6
2.37,51149,51.2,0.67,50861,0.164,75.6,94,4.51,8.3,53.2,v1,0.561,88,5258,753,0.644,4.2,0.69,350,30,0.47,2.28,79.8,7.03,0.676,0.342,0.61,9.1,0.24,v1,59.9,0.37,62.1,60.2,0.25,81338,7.59,0.781,v2,class2
2.3,56429,51,0.4,73399,0.315,77.9,78,4.29,5.3,52.2,v2,0.537,77.8,6511,806,0.476,6.11,0.15,608,29.9,0.47,1.98,83.5,6.75,0.138,0.509,0.7,9.53,0.38,v1,57.5,0.63,17.9,71.6,0.34,30705,7.39,0.779,v1,class1
3.67,56189,38,2.99,72324,0.216,78.5,51,4.52,5.3,50.2,v2,0.668,83.5,5207,762,0.358,3.33,0.57,600,26,0.47,3.48,67.5,7.06,0.187,0.527,0.53,9.13,0.58,v2,53.4,0.44,60.2,67.6,0.52,52963,6.53,0.711,v3,class1
3.5,49839,50,1.83,77623,0.316,78.2,70,4.65,9.4,50.8,v1,0.667,94.3,6329,810,0.238,6.21,0.69,818,31.2,0.17,3.6,75.9,6.69,0.186,0.618,0.68,9.06,0.34,v2,52.2,0.44,87.8,59,0.63,31996,7.47,0.718,v3,class4
1.36,55176,15.4,1.97,77054,0.148,78.4,93,4.52,7.9,52.7,v2,0.864,96.3,5589,742,0.243,4.49,0.17,621,24.2,0.3,0.45,80.5,7.02,0.233,0.423,0.92,9.15,0.4,v1,58.7,0.35,59.4,72.8,0.73,77456,8.34,0.765,v2,class3
3.8,55449,35.5,1.83,59748,0.498,72.7,71,4.37,4.5,51.4,v2,0.756,74.3,5940,748,0.736,4.39,0.7,226,33.3,0.27,2.23,74.5,6.71,0.179,0.464,0.51,9.54,0.57,v2,58.1,0.44,21.6,70.9,0.24,50596,7.08,0.749,v3,class6
3.88,54980,26.3,2.55,74149,0.463,77.1,93,4.63,9.5,50.2,v1,0.643,81.5,4634,755,0.434,4.28,0.6,230,28.4,0.21,2.13,69.7,7.04,0.604,0.564,0.87,9.03,0.41,v1,58.4,0.56,21.1,56.8,0.8,37737,7.03,0.714,v2,class8
3.6,53158,28,1,22476,0.316,76.4,94,4.68,8,51.3,v2,0.863,80.5,4699,762,0.239,3.75,0.43,596,26.8,0.22,3.79,71,8.6,0.781,0.343,0.68,9.05,0.62,v2,47,0.48,80,71,0.84,35614,6.6,0.82,v2,class4
3.73,55679,22,1.84,58714,0.223,71.1,93,4.31,7.2,51.8,v2,0.606,82.5,5846,803,0.607,4.89,0.68,713,31.5,0.18,3.38,89.5,7.04,0.82,0.617,0.96,9.67,0.62,v2,48.5,0.36,77.8,56,0.65,83051,7.58,0.76,v1,class3
2.42,56691,45.6,2.61,55642,0.167,77.5,54,4.58,5.2,50.2,v2,0.65,79.7,4512,777,0.283,6.36,0.65,819,33.7,0.17,3.23,73.7,8.51,0.501,0.542,0.94,9.09,0.33,v1,48.8,0.35,41.9,65.9,0.58,57633,7.07,0.839,v1,class6
3.17,52852,13.9,0.58,70888,0.315,79.7,56,4.7,5.7,50.3,v1,0.864,89.5,4834,809,0.703,4.72,0.14,701,27.2,0.45,2.04,84.5,7.81,0.153,0.33,0.89,9.08,0.24,v1,52,0.55,72.3,59.2,0.45,19720,6.22,0.77,v1,class2
3.52,50031,39.6,1.06,22273,0.323,81.9,67,4.61,3.6,51.5,v1,0.848,75.3,5565,741,0.245,3.45,0.3,603,23.9,0.31,1.75,95.5,7.18,0.39,0.511,0.93,9.1,0.21,v2,50.2,0.37,72.2,71.7,0.49,77537,7.95,0.684,v1,class4
2.25,54834,51.2,1.83,34614,0.466,77.4,78,4.54,8.3,53.9,v1,0.648,95,5314,809,0.235,6.08,0.45,236,24.8,0.27,4.12,86.1,6.69,0.563,0.415,0.66,9.08,0.55,v2,60.2,0.37,60.1,61.9,0.23,16245,8.01,0.718,v2,class3
2.77,54079,30.7,2.37,88023,0.148,74.3,93,4.56,9.5,53,v1,0.672,53.8,4615,800,0.25,3.35,0.66,744,31.4,0.26,3.56,80.4,6.94,0.193,0.601,0.91,9.62,0.25,v2,58.6,0.42,18.1,56.9,0.48,19844,6.59,0.802,v1,class3
3.85,46574,14,2.12,95403,0.167,73.1,83,4.57,4.5,50.2,v2,0.696,87.5,4149,761,0.85,4.64,0.29,606,24.2,0.41,2.8,84.9,8.59,0.18,0.557,0.92,9.07,0.32,v2,49.9,0.48,24.4,58.7,0.32,17791,7.34,0.738,v3,class4
3.24,53291,37.2,0.94,23059,0.156,76.5,68,4.43,7.4,53,v2,0.81,93.4,7349,746,0.233,4.27,0.67,621,24.2,0.45,1.2,95.1,6.88,0.746,0.606,0.88,9.21,0.62,v1,50.8,0.42,68.1,67.8,0.74,58303,7,0.814,v1,class3
3.28,48625,37.6,3.06,90615,0.154,73.4,55,4.69,7.9,50.6,v2,0.505,84,6989,799,0.654,4.74,0.72,621,24.6,0.4,0.69,84.2,7,0.897,0.607,0.75,9.06,0.62,v2,61.3,0.58,62,65.9,0.85,39980,7.29,0.772,v1,class4
2.68,46563,44.2,1.92,50555,0.498,72.9,59,4.46,8.5,52,v2,0.683,91.5,7184,760,0.595,3.26,0.15,595,24.2,0.22,1.38,86.9,7.49,0.158,0.508,0.76,9.34,0.62,v1,48.4,0.38,18,58.7,0.32,54163,7.17,0.751,v1,class3
1.51,47327,33.2,2.11,36621,0.315,78.2,94,4.62,6.9,52.9,v2,0.688,56.9,7081,809,0.24,4.47,0.58,237,32.7,0.28,3.1,69.7,7.15,0.78,0.587,0.51,9.52,0.62,v2,48.9,0.37,33.7,64.5,0.33,51989,6.57,0.775,v2,class4
3.21,55683,34.3,2.1,34506,0.497,77.6,94,4.69,8.6,54.4,v1,0.689,40.1,7172,777,0.37,4.33,0.14,812,31.9,0.45,1.22,80.9,7.11,0.847,0.384,0.92,9.61,0.27,v2,56.5,0.49,55.6,62.4,0.81,24918,6.54,0.721,v3,class7
2.91,55212,43.3,2.1,22035,0.258,79.4,93,4.64,7.4,54.5,v1,0.659,78.6,6640,809,0.646,3.63,0.64,737,31.2,0.26,3.79,79.2,7.06,0.229,0.624,0.5,9.05,0.21,v2,48.7,0.43,65.4,72.1,0.3,33484,6.49,0.693,v2,class4
3.86,54306,28,3.23,57712,0.146,77.8,70,4.37,3.5,51,v2,0.621,82.3,6269,758,0.784,3.48,0.43,504,34.5,0.23,0.76,81.5,6.99,0.493,0.471,0.97,9.3,0.62,v2,48.7,0.38,73.1,55.3,0.79,65379,7.45,0.763,v3,class3
2.38,51527,51,1.46,23918,0.494,79.3,93,4.24,8.4,52.9,v1,0.691,82.4,5524,761,0.247,6.09,0.55,289,33.8,0.28,3.09,92.8,6.88,0.283,0.549,0.64,9.12,0.45,v1,54,0.44,18.4,64.7,0.5,24248,7.99,0.711,v3,class4
3.7,55018,34,2.68,57778,0.328,77.7,93,4.63,4.9,51.5,v2,0.823,76.3,5698,743,0.638,4.08,0.45,598,24.4,0.2,1.49,98,7.62,0.159,0.382,0.87,9.33,0.28,v1,54.3,0.45,24.7,64.3,0.42,26217,6.89,0.763,v2,class8
3.04,54517,27.5,3.19,34872,0.415,79,94,4.5,8.8,51.2,v1,0.624,89.5,5668,808,0.602,6.04,0.17,812,30.5,0.23,2.25,91.7,7.15,0.628,0.332,0.98,9.24,0.29,v2,52.6,0.37,21.5,55.7,0.5,20656,7.75,0.767,v2,class3
2.06,46170,40,1.86,42947,0.264,78.5,62,4.61,4.7,50.2,v1,0.686,78.6,5177,805,0.713,3.97,0.59,610,33.3,0.15,3.38,67,7.06,0.135,0.356,0.93,9.05,0.47,v2,59.6,0.38,29.4,70.2,0.56,58107,6.36,0.819,v3,class5
1.3,49572,28.5,2.19,33285,0.316,77.3,94,4.67,6.1,50.2,v1,0.67,51,6577,746,0.249,6.23,0.72,781,24.4,0.25,0.9,87.6,7.03,0.806,0.399,0.42,9.31,0.23,v1,62.1,0.47,78.2,56.2,0.25,58869,7.93,0.85,v1,class4
2.19,46813,39.9,1.48,22655,0.315,74.4,63,4.36,5.4,55,v2,0.591,77.8,7481,759,0.66,6.06,0.52,418,24,0.47,2.86,91.5,8.25,0.233,0.623,0.58,9.12,0.26,v2,59.5,0.41,31.3,67,0.18,56176,7.57,0.746,v1,class3
1.24,54402,51.3,1.62,30089,0.163,78.4,72,4.56,9.5,50.6,v1,0.655,98.5,5457,807,0.612,3.68,0.68,822,28.8,0.19,3.28,78.6,7.09,0.338,0.615,0.72,8.21,0.45,v2,61.9,0.62,46.8,67.3,0.26,20865,8.33,0.789,v1,class7
3.67,50554,25.2,0.64,19157,0.382,76,86,4.46,7.8,52.5,v1,0.59,46.1,6406,801,0.616,6.04,0.47,521,29.2,0.15,3.78,81.6,7.24,0.185,0.466,0.85,9.11,0.41,v1,47.2,0.61,20.1,64.3,0.86,44302,6.6,0.727,v2,class3
3.67,46003,44.4,1.96,89430,0.33,79.1,65,4.7,3.9,52.5,v1,0.615,84,7057,763,0.253,4.75,0.13,543,26.4,0.46,3.38,84.6,6.97,0.194,0.335,0.95,9.06,0.38,v2,59.3,0.5,28.7,71,0.28,20538,6.28,0.715,v3,class8
1.33,53775,16.2,0.7,22685,0.321,83.6,76,4.44,4.6,51.5,v1,0.645,84.7,5560,810,0.285,6.36,0.49,603,34.1,0.3,1.89,92.7,7.65,0.291,0.623,0.78,9.08,0.61,v2,56.7,0.38,51.1,62.1,0.74,81061,6.58,0.739,v2,class3
2.47,53377,50,1.84,95399,0.497,84.7,93,4.61,9.4,50.2,v1,0.612,87.4,5572,760,0.579,5.9,0.73,651,31.2,0.28,1.16,77.2,8.25,0.204,0.331,0.52,9.11,0.42,v2,61.3,0.43,74.3,71.2,0.76,55077,6.59,0.737,v2,class3
2.44,53654,14.8,0.41,21850,0.168,72.8,80,4.6,3.4,54.8,v1,0.654,75.4,6363,795,0.428,5.9,0.16,822,27.6,0.17,2.87,97.7,7.05,0.106,0.618,0.76,9.27,0.26,v1,62.1,0.45,33.7,70.5,0.88,15896,6.59,0.828,v1,class4
3.83,54088,42.2,1.87,78480,0.195,78.1,86,4.33,7.1,55.3,v1,0.863,88.5,4690,764,0.248,6.04,0.4,599,24.5,0.43,3.2,86.6,6.86,0.84,0.623,0.67,9.75,0.32,v1,62.1,0.38,59.8,69.6,0.58,84176,8.3,0.835,v2,class4
2.9,53181,40.6,1.92,55052,0.443,73.1,94,4.65,4,50.5,v2,0.793,76.6,7061,794,0.282,4.33,0.27,230,29.8,0.27,1.44,92.8,6.93,0.589,0.407,0.48,9.12,0.6,v1,55.2,0.39,59.4,63.6,0.64,45067,7.45,0.785,v1,class4
2.15,55436,48.9,1.83,24431,0.17,77.9,91,4.58,8.2,50.5,v2,0.682,85.7,4225,762,0.423,3.11,0.71,812,30,0.47,1.32,78.7,7.46,0.134,0.599,0.95,9.09,0.26,v1,61.2,0.43,24.4,66.2,0.41,20913,7.51,0.699,v1,class6
2.98,53988,39.6,2.05,59872,0.163,77.5,78,4.67,4.1,52.8,v2,0.696,75.4,6162,808,0.445,4.57,0.61,655,30.2,0.16,3.71,69.6,7.24,0.739,0.619,0.71,8.63,0.59,v2,49.4,0.61,19.3,72.6,0.65,57185,7.14,0.746,v3,class3
3.72,54562,12.7,2.08,53231,0.315,79.5,94,4.67,3.8,51,v2,0.689,78.6,6021,764,0.466,5.75,0.56,553,31.2,0.39,1.9,79.2,7.03,0.193,0.484,0.96,9.03,0.21,v2,49.9,0.44,58.6,69.8,0.49,56462,7.62,0.753,v3,class6
3.39,49953,30.9,1.14,52253,0.315,73.7,60,4.62,7.8,52,v1,0.689,76.1,6569,747,0.236,6.31,0.68,602,30.9,0.37,2.94,85.7,8.27,0.186,0.619,0.79,9.72,0.62,v2,52.5,0.58,83.3,64.5,0.5,42040,6.57,0.77,v3,class3
2.55,47148,30.9,1.9,25959,0.248,78.4,93,4.6,9.3,52,v2,0.663,98.5,6889,745,0.439,5.18,0.6,284,25.9,0.29,2.41,81.2,6.75,0.147,0.461,0.68,9.11,0.41,v2,61.8,0.35,71.9,59.1,0.72,65690,6.58,0.842,v3,class5
3.53,53961,41.1,0.51,95567,0.495,72.2,88,4.3,7.1,50.6,v1,0.691,79,4249,805,0.242,6.27,0.56,703,31.3,0.18,3.52,80.4,7,0.235,0.625,0.95,9.1,0.23,v2,51.5,0.45,21.1,68,0.89,87258,6.6,0.826,v1,class4
3.78,46553,51.4,1.83,93717,0.315,72,93,4.59,7.6,50.2,v1,0.827,88.2,6422,745,0.636,6.04,0.64,467,29.2,0.22,1.59,86.7,8.15,0.459,0.34,0.92,9.03,0.21,v2,62.2,0.61,60.2,55.3,0.82,44622,6.59,0.85,v3,class4
3.39,46288,51.3,1.22,78102,0.165,77.7,57,4.59,5.4,52,v1,0.656,93.7,4692,797,0.829,6.07,0.43,312,27,0.3,1.07,87.2,8.33,0.124,0.623,0.85,9.29,0.32,v2,60,0.43,35.2,63.9,0.86,17689,6.38,0.754,v3,class6
3.41,56320,43.6,1.9,24202,0.212,75.9,59,4.25,5.6,55.3,v2,0.821,85.6,4854,764,0.601,4.88,0.36,741,29.1,0.17,3.32,78.7,7.24,0.877,0.527,0.55,9.77,0.62,v1,59.3,0.47,22.4,71.3,0.23,40956,8.22,0.715,v2,class4
3.56,46099,51.1,1.83,21912,0.151,73.4,61,4.67,7.7,50.6,v1,0.674,97.6,7160,751,0.421,5.13,0.48,329,32.8,0.27,1.28,76.9,7.14,0.737,0.596,0.87,9.12,0.49,v1,61.9,0.36,21.9,57.7,0.77,14383,6.6,0.69,v3,class4
2.79,54902,51,2.6,22456,0.316,75.2,54,4.63,8.5,50.2,v1,0.863,76.4,6990,785,0.452,3.96,0.43,537,29.1,0.47,1.7,71.4,7.52,0.811,0.617,0.96,9.16,0.31,v1,50.1,0.55,59.4,62.9,0.87,57785,7.01,0.706,v1,class1
3.54,55281,15,3.32,24250,0.496,71.7,72,4.63,6.9,50.2,v1,0.755,99.2,4143,745,0.526,4.59,0.13,509,31.5,0.16,0.85,70,7.04,0.584,0.339,0.55,9.85,0.62,v2,60.2,0.44,24.6,57.5,0.51,31170,7.4,0.692,v3,class1
3.42,53262,40,1.85,60249,0.15,82,70,4.68,4.4,52,v1,0.584,57.2,5048,807,0.25,3.48,0.55,610,26.4,0.45,1,87.4,7.82,0.221,0.622,0.45,9.06,0.25,v1,54.2,0.36,29,71.2,0.55,54951,6.58,0.735,v3,class4
1.77,54410,29.2,1.84,23487,0.316,78.6,72,4.25,7,50.3,v2,0.863,62.6,7422,773,0.642,5.49,0.69,408,25.4,0.45,3.81,66.9,6.82,0.225,0.457,0.92,9.75,0.61,v2,61.1,0.39,46.1,70.3,0.55,30336,7.25,0.804,v3,class3
1.67,56580,47,2.18,35581,0.149,73.7,87,4.44,6.7,52.4,v2,0.635,84.4,5944,745,0.642,6.07,0.45,811,27.9,0.41,2.29,95.6,6.75,0.158,0.331,0.85,9.52,0.38,v1,53.4,0.34,20.8,72.8,0.2,86699,7.32,0.781,v3,class5
3.68,55359,29,1.83,58718,0.497,77.6,90,4.33,8.3,50.2,v1,0.864,78.9,7245,807,0.717,4.71,0.73,741,31.6,0.47,4.01,97.1,6.93,0.228,0.626,0.75,9.34,0.29,v2,58.7,0.45,88.8,59.4,0.5,15773,7.55,0.686,v3,class6
2.67,48765,23.1,2.37,50713,0.168,77.3,53,4.69,9.5,52.7,v2,0.794,98.3,4639,803,0.576,3.98,0.43,602,32.9,0.47,2.06,99.2,8.31,0.151,0.371,0.96,9.03,0.61,v1,51.5,0.41,72.8,61.9,0.69,75678,6.2,0.755,v3,class7
3.72,52911,38.3,1.84,57861,0.316,78.5,69,4.35,6.7,52.2,v1,0.646,36.2,7238,760,0.323,4.94,0.57,797,30,0.26,2.51,80,7.53,0.595,0.349,0.87,9.54,0.21,v1,51.8,0.45,36,66,0.71,72085,7.89,0.749,v1,class6
2.83,53280,34.8,2.08,79630,0.166,79.2,69,4.47,7.1,52.2,v2,0.664,81.7,6305,761,0.248,5.49,0.51,276,31.8,0.3,2.89,78.9,7.21,0.44,0.447,0.64,9.38,0.62,v1,59.3,0.41,76.9,72.9,0.36,53485,8.5,0.712,v1,class1
3.44,56133,39.9,3.09,58754,0.161,71.6,71,4.69,9,51.1,v1,0.689,95.1,5347,791,0.61,5.31,0.16,310,26.1,0.16,1.85,72.9,6.95,0.219,0.561,0.77,9.36,0.26,v1,59,0.63,19.4,56.6,0.48,26309,6.39,0.756,v2,class7
2.37,55917,18.1,2.27,85549,0.235,73,87,4.48,7.4,50.9,v2,0.692,79.9,4932,740,0.624,5.81,0.63,465,26.2,0.39,3.23,94.8,7,0.804,0.619,0.68,8.63,0.25,v2,57.9,0.46,21.8,57.8,0.22,45891,7.26,0.787,v2,class8
3.36,47205,46.3,1.83,60001,0.322,73.4,78,4.65,9.4,51.3,v1,0.666,87.2,6670,760,0.641,6.06,0.15,809,23.9,0.45,1.85,92.1,8.05,0.42,0.478,0.85,9.14,0.28,v2,60.1,0.53,17.9,60.3,0.89,20647,6.67,0.717,v3,class5
3.39,53223,51.1,1.55,54463,0.315,74.4,90,4.61,7.5,54.6,v1,0.659,92.7,5640,798,0.65,5.99,0.38,421,24,0.31,2.79,83.4,6.7,0.234,0.327,0.64,9.1,0.24,v1,57,0.52,20.5,62.1,0.76,56504,6.58,0.682,v1,class4
2.96,46840,51.2,2.35,91477,0.314,78.8,61,4.35,9.4,51,v1,0.658,42.2,5283,744,0.424,6.17,0.61,297,26.5,0.25,1.5,74.3,8.06,0.373,0.504,0.73,9.08,0.3,v2,58.3,0.44,74.3,57.4,0.62,71734,7.2,0.696,v3,class5
3.41,50438,40.7,1.84,54297,0.495,84.4,67,4.62,3.7,50.3,v1,0.676,85.3,6637,760,0.628,5.92,0.68,575,26.2,0.15,3.41,92.6,8.17,0.727,0.419,0.98,9.56,0.23,v1,57.3,0.55,70.2,55.1,0.36,53835,7.11,0.721,v2,class3
2.44,55070,38.7,0.36,83573,0.171,72.3,57,4.32,4.9,51.2,v1,0.648,82.1,7236,806,0.363,4.18,0.63,347,24.1,0.47,1.36,88.4,6.96,0.104,0.623,0.67,8.3,0.21,v2,53.5,0.62,67.1,71.5,0.39,21340,7.5,0.742,v2,class3
3.67,54165,27.1,2.98,24410,0.291,77.5,79,4.63,3.4,54.4,v2,0.67,72.3,7206,763,0.646,5.66,0.51,258,28.3,0.24,0.42,91.1,8.6,0.576,0.6,0.94,9.65,0.32,v2,57.2,0.4,59.5,58.9,0.39,20356,6.87,0.772,v3,class3
2.62,54972,27.2,0.3,56651,0.495,73.7,70,4.69,6.7,50.2,v1,0.628,95.4,6896,805,0.645,6.22,0.5,643,29.6,0.29,1.39,86.7,6.75,0.193,0.373,0.86,9.05,0.45,v2,58.7,0.4,65.4,66.6,0.63,16466,6.6,0.693,v1,class6
3.54,52606,41.8,1.83,28286,0.169,71.9,93,4.26,9,52.5,v1,0.686,66.7,4497,794,0.243,5.96,0.22,511,31.7,0.28,2.22,82.9,7.01,0.105,0.489,0.84,9.2,0.42,v1,52.8,0.38,59.8,63.4,0.82,79746,8.55,0.689,v1,class3
2.8,55253,32.5,1.93,77209,0.497,76.4,93,4.66,8.5,52,v1,0.834,97,4312,761,0.641,4.92,0.37,530,31.9,0.36,1.01,84.9,6.8,0.209,0.615,0.92,9.03,0.38,v2,61.5,0.58,19.4,58.3,0.24,64247,6.36,0.726,v2,class5
