@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute Class {1,2,3,4}

@data
1.136,0.755,1
1.118,0.748,1
1.1,0.741,1
1.081,0.734,1
1.063,0.727,1
1.044,0.719,1
1.025,0.712,1
1.006,0.705,1
0.986,0.697,1
0.967,0.689,1
0.947,0.681,1
0.928,0.674,1
0.868,0.666,2
0.852,0.658,2
0.835,0.65,2
0.85,0.643,2
0.808,0.635,2
0.801,0.625,2
0.801,0.621,2
0.795,0.622,2
0.798,0.624,2
0.802,0.617,2
0.804,0.618,2
0.807,0.618,2
0.803,0.617,2
0.804,0.617,2
0.804,0.612,2
0.804,0.612,2
0.804,0.611,2
0.804,0.61,2
0.804,0.609,2
0.804,0.607,2
0.804,0.605,2
0.804,0.596,2
0.804,0.594,2
0.804,0.589,2
0.804,0.584,2
0.805,0.583,2
0.806,0.581,2
0.807,0.579,2
0.808,0.581,2
0.807,0.58,2
0.807,0.58,2
0.807,0.58,2
0.807,0.58,2
0.807,0.58,2
0.807,0.579,2
0.807,0.582,2
0.808,0.581,2
0.808,0.579,2
0.808,0.574,2
0.808,0.572,2
0.808,0.571,2
0.808,0.569,2
0.807,0.567,2
0.808,0.565,2
0.808,0.563,2
0.808,0.563,2
0.808,0.563,2
0.808,0.563,2
0.808,0.562,2
0.807,0.562,2
0.807,0.564,2
0.806,0.568,2
0.805,0.566,2
0.805,0.567,2
0.804,0.557,2
0.803,0.552,2
0.803,0.55,2
0.802,0.548,2
0.802,0.543,2
0.806,0.545,2
0.806,0.543,2
0.804,0.542,2
0.8,0.592,2
0.798,0.564,2
0.796,0.543,2
0.795,0.539,2
0.794,0.538,2
0.793,0.541,2
0.793,0.61,2
0.793,0.842,2
0.795,0.825,2
0.817,0.703,2
0.833,0.572,2
0.794,0.674,2
0.794,0.569,2
0.797,0.851,2
0.8,0.556,2
0.817,0.57,2
0.825,0.569,2
1.696,0.572,1
1.699,0.574,1
0.975,0.776,1
0.968,0.776,1
1.698,0.775,1
1.7,0.774,1
1.696,0.774,1
1.694,0.771,1
1.69,0.769,1
1.683,0.766,1
0.948,0.766,1
0.948,0.762,1
0.931,0.756,1
0.913,0.752,1
1.615,0.745,1
1.598,0.735,1
1.58,0.729,1
1.561,0.726,1
1.544,0.715,1
0.881,0.708,2
0.886,0.704,2
1.484,0.697,1
1.468,0.686,1
1.444,0.682,1
0.881,0.675,2
0.86,0.665,2
1.395,0.659,1
0.867,0.653,2
1.36,0.647,1
1.344,0.641,1
1.335,0.639,1
1.331,0.64,1
1.328,0.636,1
1.327,0.658,1
1.324,0.636,1
1.321,0.635,1
0.886,0.634,2
1.316,0.633,1
1.314,0.632,1
1.316,0.632,1
1.313,0.637,1
1.311,0.634,1
1.311,0.633,1
1.306,0.65,1
1.303,0.632,1
1.3,0.628,1
1.298,0.627,1
1.296,0.626,1
1.295,0.625,1
1.293,0.625,1
1.291,0.624,1
1.286,0.623,1
1.287,0.622,1
1.282,0.622,1
1.278,0.623,1
1.275,0.625,1
1.266,0.633,1
0.846,0.612,2
0.832,0.608,2
1.226,0.602,1
1.207,0.597,1
1.191,0.591,1
0.835,0.583,2
1.158,0.582,1
1.144,0.578,1
1.134,0.575,1
1.121,0.568,1
1.108,0.564,1
1.096,0.559,1
0.781,0.552,2
0.766,0.547,2
0.596,0.543,2
1.04,0.534,1
0.586,0.529,2
0.823,0.524,2
0.802,0.52,2
0.987,0.516,1
0.766,0.51,2
0.762,0.507,2
0.762,0.506,2
0.759,0.506,2
0.759,0.506,2
0.761,0.505,2
0.98,0.504,1
0.983,0.504,1
0.972,0.503,1
0.971,0.502,1
0.97,0.501,1
0.969,0.501,1
0.967,0.501,1
0.966,0.501,1
0.964,0.501,1
0.961,0.5,1
0.951,0.499,1
0.943,0.498,1
0.882,0.497,2
0.865,0.495,2
0.906,0.494,4
0.892,0.493,2
0.876,0.491,2
0.866,0.489,2
0.855,0.489,2
0.844,0.488,2
0.835,0.487,2
0.834,0.486,2
0.835,0.484,2
0.836,0.483,2
0.836,0.483,2
0.836,0.482,2
0.836,0.482,2
0.836,0.481,2
0.839,0.48,2
0.842,0.479,2
1.461,0.477,4
1.111,0.476,4
1.11,0.474,4
1.109,0.473,4
1.104,0.472,4
1.102,0.472,4
1.105,0.472,4
1.105,0.472,4
1.101,0.472,4
1.101,0.472,4
1.103,0.472,4
1.102,0.472,4
1.105,0.472,4
1.098,0.473,4
1.5,0.473,4
1.493,0.474,4
1.486,0.475,4
1.479,0.476,4
1.468,0.478,4
1.46,0.48,4
1.456,0.481,4
1.447,0.483,4
1.436,0.484,4
1.427,0.486,4
1.419,0.488,4
1.412,0.49,4
1.406,0.492,4
1.397,0.494,4
1.389,0.497,1
1.315,0.499,1
1.304,0.502,1
1.299,0.504,1
1.358,0.508,1
1.349,0.512,1
1.339,0.516,1
1.329,0.521,1
1.318,0.527,1
1.306,0.533,1
1.295,0.539,1
1.284,0.545,1
1.266,0.552,1
1.248,0.559,1
1.233,0.566,1
1.212,0.573,1
1.164,0.58,1
1.145,0.587,1
1.123,0.594,1
1.103,0.601,1
1.081,0.608,1
1.061,0.616,1
1.043,0.623,1
1.024,0.63,1
1.005,0.637,1
0.985,0.645,1
0.966,0.652,1
0.947,0.659,1
0.928,0.664,1
0.91,0.668,1
0.893,0.675,2
0.874,0.683,2
0.856,0.689,2
0.837,0.69,2
0.822,0.691,2
1.091,0.693,1
1.088,0.694,1
1.442,0.697,1
1.44,0.695,1
1.445,0.695,1
1.444,0.696,1
1.442,0.697,1
1.439,0.698,1
1.437,0.699,1
1.436,0.699,1
1.435,0.699,1
1.43,0.7,1
1.427,0.701,1
1.422,0.703,1
1.056,0.706,1
1.047,0.709,1
1.041,0.714,1
1.031,0.72,1
1.026,0.726,1
1.018,0.733,1
1.01,0.74,1
0.667,0.747,2
0.645,0.755,2
0.625,0.763,2
0.609,0.77,2
0.593,0.778,2
0.575,0.785,2
0.565,0.788,2
0.554,0.783,2
0.548,0.776,2
0.549,0.774,2
0.553,0.774,2
0.556,0.771,2
0.563,0.77,2
0.569,0.769,2
0.569,0.769,2
0.998,0.768,1
0.995,0.768,1
0.995,0.767,1
0.994,0.766,1
0.996,0.766,1
0.995,0.766,1
0.99,0.766,1
0.985,0.765,1
0.978,0.764,1
0.968,0.763,1
0.956,0.766,1
0.942,0.765,1
0.928,0.768,1
0.913,0.768,1
0.898,0.771,2
0.882,0.771,2
0.865,0.77,2
0.848,0.764,2
0.832,0.765,2
0.816,0.766,2
0.802,0.767,2
0.786,0.768,2
0.781,0.768,2
0.782,0.769,2
0.783,0.768,2
0.785,0.77,2
0.785,0.768,2
0.784,0.767,2
0.784,0.868,2
0.783,0.87,2
0.783,0.87,2
0.782,0.869,2
0.78,0.771,2
0.779,0.766,2
0.778,0.76,2
0.777,0.754,2
0.776,0.749,2
0.776,0.747,2
0.776,0.746,2
0.777,0.748,2
0.777,0.747,2
0.78,0.747,2
0.78,0.747,2
0.779,0.746,2
0.785,0.391,2
1.556,0.386,4
0.828,0.374,2
0.782,0.372,2
0.777,0.371,2
0.776,0.366,2
0.775,0.364,2
0.774,0.366,2
0.776,0.375,2
0.779,0.746,2
0.796,0.75,2
1.807,0.364,4
1.799,0.354,4
1.798,0.352,4
0.944,0.35,4
1.795,0.35,4
0.935,0.35,4
0.942,0.35,4
1.794,0.35,4
1.794,0.35,4
0.938,0.35,4
0.937,0.35,4
0.937,0.35,4
0.943,0.35,4
0.939,0.35,4
0.933,0.35,4
0.936,0.35,4
0.936,0.35,4
0.932,0.35,4
0.935,0.35,4
0.935,0.35,4
0.935,0.35,4
0.935,0.35,4
0.931,0.35,4
0.935,0.35,4
0.931,0.353,4
0.933,0.353,4
0.93,0.744,1
0.923,0.743,1
0.915,0.743,1
0.909,0.74,1
0.902,0.74,1
0.893,0.733,2
0.886,0.726,2
1.717,0.376,4
1.704,0.371,4
2.695,0.372,4
2.682,0.377,4
2.672,0.396,4
2.659,0.692,1
2.647,0.688,1
2.636,0.684,1
2.625,0.68,1
2.616,0.46,4
2.608,0.674,1
2.598,0.461,4
2.586,0.469,4
2.579,0.662,1
2.562,0.658,1
2.552,0.655,1
2.538,0.651,1
1.498,0.647,1
1.48,0.644,1
1.465,0.511,1
1.449,0.527,1
1.429,0.633,1
1.414,0.626,1
1.396,0.582,1
1.378,0.584,1
1.359,0.613,1
1.344,0.614,1
1.325,0.611,1
1.306,0.607,1
2.287,0.603,1
2.266,0.599,1
2.245,0.595,1
2.224,0.591,1
2.204,0.585,1
2.184,0.582,1
2.164,0.579,1
2.145,0.578,1
2.126,0.575,1
2.108,0.572,1
2.089,0.569,1
2.07,0.566,1
2.051,0.563,1
2.032,0.559,1
2.013,0.556,1
1.995,0.553,1
1.976,0.549,1
1.957,0.546,1
1.939,0.542,1
1.92,0.538,1
1.902,0.534,1
1.884,0.53,1
0.592,0.527,2
0.587,0.523,2
0.583,0.519,2
0.576,0.515,2
0.575,0.511,2
0.572,0.507,2
0.568,0.504,2
0.803,0.5,2
0.801,0.498,2
0.802,0.497,2
0.802,0.497,2
0.802,0.496,2
0.802,0.496,2
0.802,0.496,2
0.802,0.495,2
0.802,0.494,2
0.804,0.493,2
1.542,0.492,4
1.542,0.491,4
1.545,0.49,4
1.754,0.489,4
1.754,0.489,4
1.753,0.489,4
1.753,0.489,4
1.754,0.489,4
1.753,0.489,4
1.752,0.488,4
1.749,0.488,4
1.745,0.487,4
0.589,0.487,2
0.59,0.486,2
0.59,0.486,2
1.715,0.484,4
1.706,0.483,4
1.697,0.482,4
1.69,0.481,4
1.684,0.48,4
1.677,0.48,4
1.47,0.48,4
1.663,0.48,4
1.453,0.481,4
1.449,0.481,4
1.435,0.482,4
1.428,0.483,4
1.417,0.485,4
1.415,0.486,4
1.417,0.488,4
1.592,0.49,4
1.581,0.492,4
1.571,0.494,4
1.56,0.496,1
1.55,0.497,1
1.54,0.499,1
1.529,0.502,1
1.518,0.504,1
1.505,0.507,1
1.491,0.511,1
1.476,0.515,1
1.46,0.52,1
1.443,0.524,1
1.426,0.53,1
1.408,0.535,1
1.39,0.541,1
1.372,0.546,1
1.354,0.553,1
1.336,0.558,1
1.318,0.564,1
1.3,0.57,1
1.282,0.576,1
1.264,0.583,1
1.245,0.589,1
1.225,0.595,1
1.206,0.601,1
1.186,0.608,1
1.167,0.614,1
1.147,0.621,1
1.131,0.627,1
1.111,0.633,1
1.091,0.64,1
1.072,0.646,1
1.052,0.653,1
1.03,0.659,1
1.011,0.663,1
0.991,0.67,1
0.972,0.682,1
0.952,0.686,1
0.933,0.693,1
0.914,0.7,1
0.895,0.707,2
0.876,0.714,2
0.857,0.721,2
0.838,0.728,2
0.819,0.735,2
0.801,0.742,2
0.785,0.747,2
0.776,0.748,2
0.777,0.746,2
0.78,0.744,2
0.78,0.744,2
0.78,0.744,2
0.779,0.744,2
0.779,0.744,2
0.779,0.743,2
0.779,0.743,2
0.778,0.743,2
0.778,0.743,2
0.778,0.743,2
0.778,0.742,2
0.778,0.742,2
0.78,0.741,2
0.779,0.744,2
0.774,0.743,2
0.773,0.748,2
0.772,0.743,2
0.771,0.738,2
0.77,0.737,2
0.769,0.737,2
0.768,0.739,2
0.767,0.739,2
0.766,0.743,2
0.766,0.749,2
0.771,1.151,2
0.875,0.746,2
0.818,0.789,2
0.768,0.784,2
0.767,0.783,2
0.767,0.784,2
0.77,0.81,2
0.773,0.769,2
0.786,0.763,2
0.797,0.756,2
1.543,0.753,1
1.544,0.749,1
0.78,0.746,2
1.544,0.743,1
1.543,0.745,1
1.541,0.741,1
1.54,0.741,1
1.539,0.741,1
1.538,0.74,1
1.534,0.739,1
1.527,0.737,1
1.518,0.733,1
1.506,0.729,1
1.492,0.724,1
1.478,0.718,1
1.463,0.712,1
1.446,0.709,1
1.43,0.702,1
1.415,0.696,1
1.397,0.692,1
1.375,0.686,1
1.356,0.676,1
1.337,0.67,1
1.322,0.667,1
1.3,0.657,1
1.281,0.651,1
1.265,0.644,1
1.246,0.638,1
1.226,0.632,1
1.206,0.625,1
1.184,0.619,1
1.164,0.611,1
1.144,0.604,1
1.124,0.598,1
1.108,0.59,1
1.085,0.584,1
1.066,0.58,1
1.048,0.577,1
1.029,0.567,1
1.01,0.561,1
0.755,0.555,2
0.712,0.551,2
0.684,0.542,2
0.669,0.536,2
0.658,0.529,2
0.655,0.52,2
0.886,0.515,2
0.88,0.506,2
0.57,0.504,2
0.568,0.504,2
0.565,0.505,2
0.887,0.505,2
0.886,0.504,2
0.565,0.503,2
0.886,0.502,2
0.889,0.501,2
0.889,0.501,2
0.889,0.5,2
0.888,0.5,2
0.889,0.499,2
0.889,0.498,2
0.889,0.497,2
0.889,0.495,2
0.89,0.494,2
0.89,0.493,2
0.891,0.491,2
0.891,0.49,2
0.888,0.489,2
0.584,0.486,2
0.891,0.484,2
0.893,0.482,2
0.892,0.48,2
0.892,0.479,2
0.893,0.477,2
0.892,0.475,2
0.892,0.473,2
0.892,0.472,2
0.893,0.47,2
0.895,0.467,2
0.887,0.464,2
0.89,0.461,2
0.889,0.459,2
0.888,0.457,2
0.887,0.455,2
0.887,0.453,2
0.886,0.451,2
0.889,0.45,2
0.882,0.452,2
0.887,0.463,2
0.877,0.451,2
0.88,0.447,2
0.879,0.446,2
0.878,0.446,2
0.876,0.445,2
0.876,0.448,2
0.878,0.475,2
0.877,0.504,2
0.879,0.553,2
0.887,0.453,2
0.899,0.457,2
0.877,0.545,2
0.873,0.539,2
0.876,1.053,2
0.882,0.47,2
0.892,0.469,2
3.287,0.474,4
3.284,0.481,4
3.284,0.858,1
3.285,0.855,1
3.285,0.851,1
3.288,0.851,1
3.291,0.851,1
3.285,0.851,1
3.278,0.848,1
3.266,0.845,1
3.256,0.843,1
3.244,0.835,1
3.23,0.832,1
3.215,0.822,1
3.202,0.817,1
3.187,0.593,1
3.163,0.8,1
3.144,0.792,1
3.126,0.788,1
1.022,0.777,1
3.09,0.769,1
3.067,0.765,1
3.051,0.758,1
3.031,0.75,1
0.949,0.74,1
0.929,0.732,1
0.91,0.728,1
2.954,0.718,1
2.935,0.714,1
2.916,0.723,1
2.898,0.714,1
2.88,0.704,1
2.862,0.697,1
2.844,0.689,1
2.826,0.683,1
2.808,0.675,1
2.79,0.686,1
2.771,0.666,1
2.752,0.663,1
2.733,0.673,1
2.714,0.649,1
2.696,0.643,1
2.678,0.636,1
2.659,0.63,1
2.641,0.622,1
2.622,0.613,1
2.601,0.609,1
2.582,0.599,1
2.566,0.596,1
2.547,0.587,1
2.526,0.58,1
2.507,0.574,1
2.488,0.567,1
2.47,0.561,1
2.452,0.557,1
2.434,0.551,1
2.415,0.543,1
2.397,0.537,1
2.378,0.527,1
2.36,0.523,1
2.342,0.535,1
2.323,0.524,1
2.305,0.506,1
2.287,0.503,1
1.923,0.492,4
1.9,0.487,4
1.887,0.483,4
2.211,0.48,4
2.193,0.478,4
2.176,0.479,4
2.159,0.497,1
2.143,0.486,4
2.127,0.503,1
2.112,0.514,1
2.098,0.492,4
2.084,0.479,4
2.071,0.483,4
1.813,0.63,1
1.796,0.482,4
1.789,0.621,1
1.782,0.625,1
1.77,0.597,1
2.001,0.601,1
1.788,0.605,1
1.771,0.571,1
1.964,0.544,1
1.952,0.579,1
1.941,0.522,1
1.927,0.53,1
1.91,0.516,1
1.893,1.428,3
1.876,1.419,3
1.859,1.413,3
1.84,1.405,3
1.82,1.4,3
1.801,1.398,3
1.782,1.394,3
1.763,1.389,3
1.745,1.386,3
1.727,1.381,3
1.633,1.38,3
1.693,1.384,3
1.678,1.412,3
1.663,1.378,3
1.649,1.372,3
1.569,1.369,3
1.559,1.367,3
1.578,1.364,3
1.547,1.361,3
1.555,1.358,3
1.45,1.362,3
1.369,2.692,3
1.358,2.689,3
1.342,2.686,3
1.332,0.753,1
1.347,0.761,1
1.333,0.772,1
1.307,0.775,1
1.3,0.785,1
1.292,0.856,1
1.284,0.935,3
1.276,2.253,3
1.265,1.319,3
1.254,1.324,3
1.245,1.336,3
1.234,2.293,3
1.226,0.832,1
1.211,0.834,1
1.197,0.839,1
1.182,0.843,1
1.163,0.847,1
1.147,0.854,1
1.131,0.86,1
1.115,2.358,3
1.098,2.365,3
1.081,2.372,3
1.064,0.875,1
1.047,0.883,1
1.031,0.891,1
1.014,2.401,3
0.997,2.407,3
0.98,0.895,1
0.966,0.897,1
0.948,0.903,3
0.932,0.908,3
0.915,0.913,3
0.899,0.916,2
0.883,0.922,2
0.867,0.927,2
0.851,0.932,2
0.836,0.938,2
0.822,0.917,2
0.816,0.903,2
0.817,0.897,2
0.817,0.891,2
0.822,0.89,2
0.822,0.894,2
0.822,0.89,2
0.818,0.89,2
0.817,0.89,2
0.816,0.889,2
0.816,0.888,2
0.814,0.887,2
0.814,0.886,2
0.813,0.885,2
0.812,0.884,2
0.815,0.889,2
0.815,0.978,2
0.815,0.898,2
0.813,0.97,2
0.812,0.881,2
0.807,0.877,2
0.806,0.877,2
0.805,0.901,2
0.804,0.963,2
0.803,0.871,2
0.805,0.954,2
0.805,0.887,2
0.807,0.837,2
0.823,0.834,2
0.874,0.83,2
0.806,0.822,2
0.802,0.819,2
0.804,0.818,2
0.807,0.814,2
0.813,0.826,2
0.881,0.798,2
0.892,0.792,2
0.893,0.788,2
0.895,0.785,2
1.265,0.782,1
1.269,0.779,1
1.27,0.786,1
1.27,0.774,1
1.268,0.769,1
1.265,0.776,1
1.259,0.789,1
1.251,0.776,1
1.241,0.77,1
1.229,0.766,1
1.215,0.754,1
1.2,0.752,1
1.076,0.747,1
1.057,0.741,1
1.041,0.739,1
1.025,0.727,1
1.11,0.725,1
1.004,0.719,1
1.071,0.713,1
1.051,0.71,1
1.031,0.708,1
1.012,0.692,1
0.992,0.689,1
0.972,0.687,1
0.95,0.674,1
0.934,0.671,1
0.915,0.665,1
0.893,0.66,2
0.874,0.654,2
0.856,0.648,2
0.837,0.645,2
0.818,0.632,2
0.801,0.634,2
0.786,0.619,2
0.778,0.608,2
0.779,0.603,2
0.782,0.602,2
0.784,0.602,2
0.784,0.603,2
0.784,0.602,2
0.784,0.602,2
0.783,0.601,2
0.783,0.596,2
0.783,0.595,2
0.784,0.594,2
0.784,0.592,2
0.784,0.59,2
0.785,0.589,2
0.786,0.588,2
0.786,0.587,2
0.785,0.59,2
0.784,0.584,2
0.784,0.578,2
0.783,0.576,2
0.783,0.574,2
0.783,0.572,2
0.783,0.57,2
0.782,0.572,2
0.781,0.577,2
0.78,0.568,2
0.779,0.562,2
0.778,0.557,2
0.777,0.555,2
0.776,0.553,2
0.779,0.555,2
0.779,0.553,2
0.773,0.552,2
0.771,0.564,2
0.769,0.552,2
0.767,0.551,2
0.765,0.551,2
0.763,0.55,2
0.762,0.578,2
0.761,0.588,2
0.763,0.798,2
0.766,0.686,2
0.779,0.586,2
0.765,0.681,2
0.761,0.663,2
0.76,0.775,2
0.763,0.813,2
0.766,0.567,2
0.776,0.572,2
0.794,0.577,2
1.65,0.75,1
1.665,0.743,1
1.664,0.741,1
1.664,0.738,1
0.934,0.736,1
0.925,0.736,1
0.917,0.734,1
0.873,0.731,2
0.91,0.727,1
0.892,0.722,2
0.887,0.716,2
0.871,0.71,2
0.856,0.703,2
1.556,0.697,1
1.547,0.692,1
1.536,0.691,1
1.533,0.687,1
1.533,0.686,1
1.531,0.686,1
1.529,0.685,1
1.527,0.685,1
1.524,0.684,1
1.523,0.683,1
1.522,0.682,1
0.904,0.682,1
0.9,0.68,2
0.892,0.676,2
1.492,0.672,1
1.479,0.668,1
0.851,0.666,2
0.844,0.661,2
1.439,0.657,1
0.88,0.655,2
1.415,0.651,1
1.407,0.643,1
1.396,0.636,1
1.385,0.632,1
1.374,0.629,1
1.36,0.622,1
1.348,0.618,1
0.885,0.613,2
1.315,0.608,1
1.302,0.604,1
1.287,0.598,1
1.269,0.593,1
1.252,0.588,1
1.235,0.583,1
1.219,0.579,1
1.203,0.575,1
1.187,0.57,1
0.867,0.565,2
1.154,0.561,1
1.14,0.556,1
1.123,0.552,1
1.106,0.547,1
1.09,0.543,1
1.074,0.539,1
1.06,0.535,1
1.049,0.532,1
1.037,0.528,1
1.021,0.521,1
1.006,0.518,1
0.986,0.516,1
0.967,0.513,1
0.826,0.51,2
0.93,0.508,1
0.855,0.506,2
0.898,0.503,2
0.879,0.501,2
0.863,0.499,2
0.848,0.496,2
0.834,0.494,2
0.824,0.493,2
0.821,0.49,2
0.827,0.49,2
0.828,0.49,2
0.829,0.49,2
0.829,0.49,2
0.828,0.489,2
0.828,0.489,2
0.828,0.488,2
0.831,0.487,2
0.828,0.486,2
0.832,0.485,2
0.831,0.484,2
0.834,0.483,2
1.447,0.482,4
1.101,0.481,4
1.101,0.48,4
1.1,0.479,4
1.1,0.479,4
1.096,0.48,4
1.095,0.479,4
1.098,0.48,4
1.095,0.479,4
1.092,0.48,4
1.086,0.48,4
1.077,0.48,4
0.823,0.481,2
1.473,0.481,4
1.464,0.482,4
1.455,0.483,4
1.446,0.484,4
1.438,0.484,4
1.428,0.485,4
1.421,0.486,4
1.414,0.487,4
1.41,0.488,4
1.403,0.49,4
1.395,0.491,4
1.387,0.493,4
1.379,0.494,4
1.371,0.496,1
1.366,0.497,1
1.355,0.499,1
1.279,0.502,1
1.274,0.504,1
1.33,0.508,1
1.32,0.512,1
1.31,0.517,1
1.298,0.522,1
1.286,0.528,1
1.275,0.534,1
1.264,0.54,1
1.246,0.547,1
1.228,0.554,1
1.21,0.561,1
1.191,0.568,1
1.172,0.575,1
1.156,0.582,1
1.101,0.589,1
1.082,0.596,1
1.06,0.603,1
1.04,0.61,1
1.021,0.618,1
1.002,0.625,1
0.982,0.632,1
0.963,0.64,1
0.945,0.647,1
0.926,0.651,1
0.907,0.655,1
0.889,0.669,2
0.871,0.671,2
0.853,0.676,2
0.835,0.674,2
0.821,0.675,2
1.085,0.68,1
1.469,0.68,1
1.467,0.678,1
1.471,0.676,1
1.471,0.676,1
1.47,0.677,1
1.468,0.678,1
1.463,0.68,1
1.456,0.682,1
1.065,0.685,1
1.056,0.69,1
1.049,0.695,1
1.038,0.701,1
1.029,0.707,1
0.714,0.715,2
0.695,0.723,2
0.672,0.734,2
0.653,0.742,2
0.639,0.75,2
0.625,0.757,2
0.612,0.764,2
0.601,0.767,2
0.595,0.766,2
0.595,0.765,2
0.596,0.761,2
0.597,0.76,2
0.6,0.76,2
0.6,0.759,2
0.603,0.758,2
1.056,0.757,1
1.062,0.756,1
1.062,0.755,1
1.424,0.754,1
1.422,0.754,1
1.421,0.755,1
1.597,0.757,1
1.054,0.758,1
1.595,0.76,1
1.586,0.763,1
1.066,0.767,1
1.219,0.772,1
1.205,0.779,1
0.993,0.782,1
0.976,0.782,1
0.96,0.781,1
0.941,0.781,1
0.925,0.775,1
0.909,0.776,1
0.889,0.777,2
0.872,0.779,2
0.856,0.781,2
0.839,0.784,2
0.822,0.791,2
0.806,0.901,2
0.792,0.902,2
0.779,0.901,2
0.771,0.805,2
0.769,0.8,2
0.77,0.799,2
0.77,0.798,2
0.77,0.794,2
0.77,0.793,2
0.769,0.792,2
0.769,0.791,2
0.769,0.791,2
0.769,0.79,2
0.769,0.789,2
0.768,0.789,2
0.768,0.789,2
0.768,0.788,2
0.768,0.787,2
0.768,0.405,2
0.768,0.397,2
0.77,0.393,2
0.77,0.392,2
0.776,0.39,2
0.784,0.389,2
0.773,0.384,2
0.769,0.386,2
0.768,0.411,2
0.768,0.782,2
0.77,0.43,2
0.774,0.808,2
0.784,0.379,2
1.772,0.372,4
1.768,0.369,4
0.915,0.367,4
0.917,0.747,1
0.912,0.745,1
0.912,0.745,1
0.908,0.746,1
0.908,0.746,1
0.911,0.746,1
0.912,0.745,1
0.905,0.743,1
0.899,0.74,2
0.888,0.736,2
0.879,0.732,2
0.871,0.726,2
0.856,0.393,2
0.849,0.379,2
1.673,0.382,4
1.669,0.386,4
2.672,0.392,4
2.672,0.701,1
2.075,0.404,4
1.671,0.398,4
2.075,0.402,4
2.67,0.43,4
2.666,0.428,4
2.662,0.697,1
2.655,0.695,1
2.648,0.689,1
2.64,0.685,1
2.63,0.682,1
2.62,0.678,1
2.403,0.675,1
2.389,0.481,4
2.585,0.667,1
2.569,0.663,1
2.549,0.659,1
2.325,0.555,1
1.5,0.65,1
1.479,0.536,1
1.458,0.642,1
1.44,0.638,1
1.421,0.633,1
1.412,0.628,1
2.395,0.624,1
1.367,0.619,1
1.348,0.615,1
1.326,0.61,1
1.309,0.606,1
1.286,0.601,1
1.27,0.597,1
1.264,0.592,1
1.248,0.587,1
1.214,0.582,1
1.989,0.578,1
1.97,0.571,1
2.159,0.567,1
1.933,0.565,1
1.917,0.561,1
1.895,0.557,1
1.105,0.553,1
1.088,0.549,1
2.044,0.545,1
2.024,0.541,1
2.004,0.537,1
1.984,0.533,1
1.964,0.529,1
1.943,0.525,1
1.924,0.521,1
1.904,0.517,1
1.885,0.513,1
0.575,0.51,2
0.575,0.506,2
1.828,0.502,1
0.574,0.498,2
1.79,0.494,4
1.773,0.491,4
0.803,0.488,2
0.787,0.485,2
0.776,0.482,2
0.765,0.48,2
0.763,0.478,2
0.766,0.479,2
0.766,0.478,2
0.766,0.478,2
0.766,0.477,2
0.765,0.477,2
0.765,0.473,2
0.767,0.476,2
0.767,0.475,2
0.767,0.474,2
0.779,0.473,2
1.512,0.472,4
1.505,0.471,4
1.514,0.47,4
1.726,0.468,4
1.725,0.468,4
1.724,0.469,4
1.724,0.469,4
1.724,0.469,4
1.724,0.469,4
1.724,0.469,4
1.724,0.469,4
1.723,0.469,4
1.723,0.469,4
1.723,0.468,4
1.723,0.468,4
1.723,0.469,4
1.723,0.468,4
1.722,0.468,4
1.72,0.468,4
0.569,0.468,2
1.711,0.467,4
1.704,0.466,4
1.696,0.466,4
0.57,0.465,2
1.68,0.464,4
1.672,0.463,4
1.663,0.463,4
1.655,0.462,4
1.647,0.461,4
1.639,0.461,4
1.426,0.461,4
1.415,0.462,4
1.413,0.462,4
1.603,0.463,4
1.593,0.464,4
1.38,0.465,4
1.371,0.466,4
1.363,0.467,4
1.355,0.469,4
1.347,0.471,4
1.34,0.472,4
1.332,0.474,4
1.515,0.476,4
1.505,0.478,4
1.494,0.479,4
1.484,0.481,4
1.473,0.482,4
1.464,0.484,4
1.454,0.486,4
1.444,0.488,4
1.434,0.49,4
1.424,0.492,4
1.415,0.494,4
1.406,0.497,1
1.397,0.499,1
1.387,0.502,1
1.377,0.505,1
1.366,0.508,1
1.354,0.512,1
1.34,0.517,1
1.326,0.523,1
1.311,0.528,1
1.298,0.534,1
1.279,0.541,1
1.262,0.549,1
1.245,0.556,1
1.227,0.565,1
1.209,0.571,1
1.192,0.579,1
1.174,0.587,1
1.156,0.595,1
1.141,0.603,1
1.122,0.611,1
1.103,0.619,1
1.084,0.627,1
1.065,0.636,1
1.043,0.645,1
1.024,0.651,1
1.006,0.662,1
0.988,0.67,1
0.97,0.678,1
0.952,0.687,1
0.933,0.696,1
0.915,0.705,1
0.897,0.714,2
0.878,0.722,2
0.86,0.73,2
0.843,0.738,2
0.825,0.746,2
0.809,0.753,2
0.794,0.759,2
0.785,0.762,2
0.784,0.76,2
0.787,0.759,2
0.788,0.758,2
0.789,0.758,2
0.788,0.758,2
0.788,0.758,2
0.791,0.758,2
0.791,0.757,2
0.789,0.757,2
0.785,0.759,2
0.784,0.758,2
0.783,0.766,2
0.783,0.76,2
0.782,0.759,2
0.782,0.759,2
0.781,0.755,2
0.78,0.755,2
0.779,0.754,2
0.777,0.754,2
0.776,0.754,2
0.775,0.757,2
0.774,0.757,2
0.774,0.76,2
0.773,0.764,2
0.776,0.794,2
0.778,0.803,2
0.783,0.763,2
0.826,0.795,2
