%%  Note: character.tar contains everything in this directory, as well as
%%        train and test sets.
%%  
%%  1. TITLE: Artificial Character Database
%%  
%%  2. SOURCES: 
%%                     Marco Botta
%%  		   Dipartimento di Informatica
%%  		   Universita` di Torino
%%  		   Corso Svizzera 185
%%                     10149  Torino
%%                     ITALY
%%                     Tel. (+39)(11)7712002
%%                     Fax. (+39)(11)751603
%%                     email: botta@di.unito.it
%%                     July, 1992
%%  
%%  3. PAST USAGE:
%%      (a) M. Botta, A. Giordana, L. Saitta: "Learning Fuzzy Concept Definitions",
%%  	submitted to IEEE-Fuzzy Conference.
%%  
%%  	We made three type of experiments: we run Smart+ by using default
%%  	values for the parameter constants in the fuzzy definitions of the
%%  	predicates, a local optimization algorithm and a genetic algorithm
%%  	to automatically acquire parameter values. The local optimization
%%  	algorithm and the GA are also described in:
%%  
%%  	M. Botta, A. Giordana: "Learning Quantitative Feature in a Symbolic
%%  	Environment", LNAI 542, 1991, pp. 296-305.
%%  
%%  	The results obtained on this data sets are the following:
%%  
%%  	Type of Optimization  Recognition Rate  Error Rate  Ambiguity Rate
%%  	  
%%  	  No OPT		  41.48%	   3.82%	 54.70%
%%  	  Loacl OPT		  98.68%	   0.12%	  1.20%
%%  	  Local+GA OPT		  99.70%	   0.0%		  0.30%
%%  
%%  4. RELEVANT INFORMATION:
%%  
%%        This database has been artificially generated by using a first order
%%        theory which describes the structure of ten capitol letters of the
%%        English alphabet and a random choice theorem prover which accounts
%%        for etherogeneity in the instances. The capitol letters represented
%%        are the following: A, C, D, E, F, G, H, L, P, R.
%%        Each instance is structured and is described by a set of segments (lines)
%%        which resemble the way an automatic program would segment an image.
%%        Each instance is stored in a separate file whose format is the following:
%%                CLASS OBJNUM TYPE XX1 YY1 XX2 YY2 SIZE DIAG
%%        where CLASS is an integer number indicating the class as described below,
%%        OBJNUM is an integer identifier of a segment (starting from 0) in the
%%        instance and the remaining columns represent attribute values.
%%        For further details contact the author.
%%  
%%  5. NUMBER OF INSTANCES:
%%        1000 instance (100 per class) as learning set.
%%        5000 instance (500 per class) as test set.
%%  
%%  6. NUMBER OF ATTRIBUTES:
%%        Each segment in an instance is described by seven attributes, four of
%%        which are the most important, one is superflous, and the other two can be
%%        computed from the important ones, but are present for efficiency reasons.
%%  
%%  7. ATTRIBUTE INFORMATION:
%%  
%%        TYPE: the first attribute describes the type of segment and is always
%%  	    set to the string "line". Its C language type is char.
%%  
%%        XX1,YY1,XX2,YY2: these attributes contain the initial and final coordinates
%%  		   of a segment in a cartesian plane. Their C language type is
%%  		   int.
%%  
%%        SIZE: this is the length of a segment computed by using the geometric
%%  	    distance between two points A(X1,Y1) and B(X2,Y2). Its C language
%%  	    type is float.
%%  
%%        DIAG: this is the length of the diagonal of the smallest rectangle
%%  	    which includes the picture of the character. The value of this
%%  		attribute is the same in each object. Its C language
%%  		type is float.
%%  
%%  8. MISSING ATTRIBUTE VALUES: None
%%  
%%  9. CLASS DISTRIBUTION:
%%          the class value (CLASS) can take ten different values. Each 
%%  	letter belongs to only one of classes.
%%  
%%  
%%          CLASS	NAME  TRAINING  TESTING  TOTAL     
%%  
%%            1	  A 	100	  500	  600
%%            2	  C	100	  500	  600
%%            3	  D	100	  500	  600
%%            4	  E	100	  500	  600
%%            5	  F	100	  500	  600
%%            6	  G	100	  500	  600
%%            7	  H	100	  500	  600
%%            8	  L	100	  500	  600
%%            9	  P	100	  500	  600
%%            10	  R	100	  500	  600
%%            -----------------------------------------------------------
%%            TOTAL        1000      5000    6000

@relation artificial-characters

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute Class {1,2,3,4,5,6,7,8,9,10}

@data
3,24,44,24,25,19,67.12,3
4,24,25,0,6,30.61,67.12,3
5,0,6,28,0,28.64,67.12,3
0,0,0,0,23,23,52.77,3
1,0,23,0,47,24,52.77,3
2,0,47,7,45,7.28,52.77,3
3,7,45,24,40,17.72,52.77,3
4,24,40,24,31,9,52.77,3
5,24,31,7,26,17.72,52.77,3
6,7,26,0,21,8.6,52.77,3
7,0,21,11,0,23.71,52.77,3
0,0,0,0,21,21,34.18,3
1,0,21,0,32,11,34.18,3
2,0,32,4,30,4.47,34.18,3
3,4,30,12,28,8.25,34.18,3
4,12,28,12,23,5,34.18,3
5,12,23,4,21,8.25,34.18,3
6,4,21,0,19,4.47,34.18,3
7,0,19,4,0,19.42,34.18,3
0,0,0,1,26,26.02,49.73,3
1,1,26,1,48,22,49.73,3
2,1,48,12,44,11.7,49.73,3
3,12,44,13,40,4.12,49.73,3
4,13,40,13,31,9,49.73,3
5,13,31,12,27,4.12,49.73,3
6,12,27,0,23,12.65,49.73,3
7,0,23,11,0,25.5,49.73,3
0,0,0,1,34,34.01,61.74,3
1,1,34,1,56,22,61.74,3
2,1,56,19,52,18.44,61.74,3
3,19,52,26,46,9.22,61.74,3
4,26,46,26,34,12,61.74,3
5,26,34,19,28,9.22,61.74,3
6,19,28,0,22,19.92,61.74,3
7,0,22,17,0,27.8,61.74,3
0,0,0,2,36,36.06,52.63,3
1,2,36,2,51,15,52.63,3
2,2,51,13,47,11.7,52.63,3
3,13,47,13,41,6,52.63,3
4,13,41,0,35,14.32,52.63,3
5,0,35,9,0,36.14,52.63,3
0,0,0,2,29,29.07,43.97,3
1,2,29,2,42,13,43.97,3
2,2,42,7,37,7.07,43.97,3
3,7,37,13,34,6.71,43.97,3
4,13,34,7,29,7.81,43.97,3
5,7,29,0,25,8.06,43.97,3
6,0,25,8,0,26.25,43.97,3
0,0,0,1,26,26.02,59.08,3
1,1,26,1,49,23,59.08,3
2,1,49,33,36,34.54,59.08,3
3,33,36,33,21,15,59.08,3
4,33,21,0,6,36.25,59.08,3
5,0,6,22,0,22.8,59.08,3
0,0,0,1,29,29.02,53.76,3
1,1,29,1,51,22,53.76,3
2,1,51,16,41,18.03,53.76,3
3,16,41,16,29,12,53.76,3
4,16,29,0,17,20,53.76,3
5,0,17,17,0,24.04,53.76,3
0,0,0,2,23,23.09,55.23,3
1,2,23,2,41,18,55.23,3
2,2,41,37,32,36.14,55.23,3
3,37,32,37,19,13,55.23,3
4,37,19,0,6,39.22,55.23,3
5,0,6,19,0,19.92,55.23,3
0,0,0,2,27,27.07,45.69,3
1,2,27,2,42,15,45.69,3
2,2,42,17,32,18.03,45.69,3
3,17,32,17,19,13,45.69,3
4,17,19,0,6,21.4,45.69,3
5,0,6,18,0,18.97,45.69,3
0,0,0,1,30,30.02,42.06,3
1,1,30,1,40,10,42.06,3
2,1,40,12,32,13.6,42.06,3
3,12,32,12,23,9,42.06,3
4,12,23,0,14,15,42.06,3
5,0,14,13,0,19.1,42.06,3
0,0,0,2,30,30.07,52.43,3
1,2,30,2,43,13,52.43,3
2,2,43,30,34,29.41,52.43,3
3,30,34,30,23,11,52.43,3
4,30,23,0,12,31.95,52.43,3
5,0,12,16,0,20,52.43,3
0,0,0,1,29,29.02,55.9,3
1,1,29,1,50,21,55.9,3
2,1,50,18,48,17.12,55.9,3
3,18,48,25,43,8.6,55.9,3
4,25,43,25,34,9,55.9,3
5,25,34,18,29,8.6,55.9,3
6,18,29,0,24,18.68,55.9,3
7,0,24,14,0,27.78,55.9,3
0,0,0,0,36,36,61.85,3
1,0,36,0,51,15,61.85,3
2,0,51,13,45,14.32,61.85,3
3,13,45,35,37,23.41,61.85,3
4,35,37,35,22,15,61.85,3
5,35,22,13,14,23.41,61.85,3
6,13,14,0,6,15.26,61.85,3
7,0,6,22,0,22.8,61.85,3
0,0,0,2,28,28.07,39.85,3
1,2,28,2,38,10,39.85,3
2,2,38,10,34,8.94,39.85,3
3,10,34,12,28,6.32,39.85,3
4,12,28,10,22,6.32,39.85,3
5,10,22,0,16,11.66,39.85,3
6,0,16,9,0,18.36,39.85,3
0,0,0,0,37,37,67.42,3
1,0,37,0,57,20,67.42,3
2,0,57,36,46,37.64,67.42,3
3,36,46,36,33,13,67.42,3
4,36,33,0,20,38.28,67.42,3
5,0,20,18,0,26.91,67.42,3
0,0,0,1,39,39.01,65.25,3
1,1,39,1,63,24,65.25,3
2,1,63,14,53,16.4,65.25,3
3,14,53,14,42,11,65.25,3
4,14,42,0,31,17.8,65.25,3
5,0,31,17,0,35.36,65.25,3
0,0,0,1,21,21.02,28.86,3
1,1,21,1,28,7,28.86,3
2,1,28,7,28,6,28.86,3
3,7,28,7,23,5,28.86,3
4,7,23,7,20,3,28.86,3
5,7,20,0,16,8.06,28.86,3
6,0,16,7,0,17.46,28.86,3
0,0,0,0,35,35,59.67,3
1,0,35,0,58,23,59.67,3
2,0,58,14,49,16.64,59.67,3
3,14,49,14,38,11,59.67,3
4,14,38,0,27,17.8,59.67,3
5,0,27,14,0,30.41,59.67,3
0,0,0,0,38,38,68.54,3
1,0,38,0,63,25,68.54,3
2,0,63,24,52,26.4,68.54,3
3,24,52,27,37,15.3,68.54,3
4,27,37,24,24,13.34,68.54,3
5,24,24,0,10,27.78,68.54,3
6,0,10,25,0,26.93,68.54,3
0,0,0,0,36,36,43.74,3
1,0,36,0,43,7,43.74,3
2,0,43,8,40,8.54,43.74,3
3,8,40,8,37,3,43.74,3
4,8,37,0,34,8.54,43.74,3
5,0,34,4,0,34.23,43.74,3
0,0,0,2,26,26.08,55.61,3
1,2,26,2,44,18,55.61,3
2,2,44,10,40,8.94,55.61,3
3,10,40,34,33,25,55.61,3
4,34,33,34,20,13,55.61,3
5,34,20,10,13,25,55.61,3
6,10,13,0,6,12.21,55.61,3
7,0,6,21,0,21.84,55.61,3
0,0,0,0,27,27,51.66,3
1,0,27,0,50,23,51.66,3
2,0,50,10,44,11.66,51.66,3
3,10,44,13,39,5.83,51.66,3
4,13,39,10,32,7.62,51.66,3
5,10,32,0,26,11.66,51.66,3
6,0,26,12,0,28.64,51.66,3
0,0,0,1,36,36.01,46.69,3
1,1,36,1,46,10,46.69,3
2,1,46,4,46,3,46.69,3
3,4,46,8,43,5,46.69,3
4,8,43,8,38,5,46.69,3
5,8,38,4,35,5,46.69,3
6,4,35,0,32,5,46.69,3
7,0,32,6,0,32.56,46.69,3
0,0,0,1,20,20.02,41.63,3
1,1,20,1,38,18,41.63,3
2,1,38,17,33,16.76,41.63,3
3,17,33,17,24,9,41.63,3
4,17,24,0,15,19.24,41.63,3
5,0,15,10,0,18.03,41.63,3
0,0,0,0,35,35,52.8,3
1,0,35,0,48,13,52.8,3
2,0,48,19,39,21.02,52.8,3
3,19,39,22,28,11.4,52.8,3
4,22,28,19,17,11.4,52.8,3
5,19,17,0,6,21.95,52.8,3
6,0,6,21,0,21.84,52.8,3
0,0,0,2,30,30.07,46.53,3
1,2,30,2,41,11,46.53,3
2,2,41,22,36,20.62,46.53,3
3,22,36,22,27,9,46.53,3
4,22,27,0,18,23.77,46.53,3
5,0,18,14,0,22.8,46.53,3
0,0,0,1,22,22.02,45.19,3
1,1,22,1,41,19,45.19,3
2,1,41,10,37,9.85,45.19,3
3,10,37,19,31,10.82,45.19,3
4,19,31,19,18,13,45.19,3
5,19,18,10,12,10.82,45.19,3
6,10,12,0,6,11.66,45.19,3
7,0,6,17,0,18.03,45.19,3
0,0,0,2,21,21.1,43.68,3
1,2,21,2,42,21,43.68,3
2,2,42,12,35,12.21,43.68,3
3,12,35,12,26,9,43.68,3
4,12,26,0,17,15,43.68,3
5,0,17,10,0,19.72,43.68,3
0,0,0,0,27,27,50.48,3
1,0,27,0,42,15,50.48,3
2,0,42,26,35,26.93,50.48,3
3,26,35,28,26,9.22,50.48,3
4,28,26,26,17,9.22,50.48,3
5,26,17,0,8,27.51,50.48,3
6,0,8,19,0,20.62,50.48,3
0,0,0,0,20,20,33.54,3
1,0,20,0,30,10,33.54,3
2,0,30,14,24,15.23,33.54,3
3,14,24,15,19,5.1,33.54,3
4,15,19,14,12,7.07,33.54,3
5,14,12,0,6,15.23,33.54,3
6,0,6,12,0,13.42,33.54,3
0,0,0,0,25,25,41.23,3
1,0,25,0,38,13,41.23,3
2,0,38,16,31,17.46,41.23,3
3,16,31,16,24,7,41.23,3
4,16,24,0,17,17.46,41.23,3
5,0,17,8,0,18.79,41.23,3
0,0,0,2,36,36.06,56.08,3
1,2,36,2,52,16,56.08,3
2,2,52,17,47,15.81,56.08,3
3,17,47,21,36,11.7,56.08,3
4,21,36,17,27,9.85,56.08,3
5,17,27,0,17,19.72,56.08,3
6,0,17,18,0,24.76,56.08,3
0,0,0,2,21,21.1,36.4,3
1,2,21,2,35,14,36.4,3
2,2,35,7,31,6.4,36.4,3
3,7,31,9,28,3.61,36.4,3
4,9,28,7,23,5.39,36.4,3
5,7,23,0,19,8.06,36.4,3
6,0,19,10,0,21.47,36.4,3
0,0,0,1,26,26.02,49.66,3
1,1,26,1,45,19,49.66,3
2,1,45,17,33,20,49.66,3
3,17,33,17,20,13,49.66,3
4,17,20,0,7,21.4,49.66,3
5,0,7,21,0,22.14,49.66,3
0,0,0,0,25,25,49.04,3
1,0,25,0,46,21,49.04,3
2,0,46,16,44,16.12,49.04,3
3,16,44,17,38,6.08,49.04,3
4,17,38,17,27,11,49.04,3
5,17,27,16,21,6.08,49.04,3
6,16,21,0,15,17.09,49.04,3
7,0,15,16,0,21.93,49.04,3
0,0,0,2,21,21.1,33.96,3
1,2,21,2,33,12,33.96,3
2,2,33,7,32,5.1,33.96,3
3,7,32,8,27,5.1,33.96,3
4,8,27,7,24,3.16,33.96,3
5,7,24,0,20,8.06,33.96,3
6,0,20,6,0,20.88,33.96,3
0,0,0,1,22,22.02,36.4,3
1,1,22,1,34,12,36.4,3
2,1,34,6,31,5.83,36.4,3
3,6,31,13,27,8.06,36.4,3
4,13,27,13,18,9,36.4,3
5,13,18,6,14,8.06,36.4,3
6,6,14,0,10,7.21,36.4,3
7,0,10,11,0,14.87,36.4,3
0,0,0,2,22,22.09,28.86,3
1,2,22,2,28,6,28.86,3
2,2,28,5,27,3.16,28.86,3
3,5,27,7,25,2.83,28.86,3
4,7,25,7,20,5,28.86,3
5,7,20,5,18,2.83,28.86,3
6,5,18,0,16,5.39,28.86,3
7,0,16,4,0,16.49,28.86,3
0,0,0,0,23,23,40.31,3
1,0,23,0,35,12,40.31,3
2,0,35,19,30,19.65,40.31,3
3,19,30,20,21,9.06,40.31,3
4,20,21,19,14,7.07,40.31,3
5,19,14,0,6,20.62,40.31,3
6,0,6,13,0,14.32,40.31,3
0,0,0,0,29,29,45.18,3
1,0,29,0,40,11,45.18,3
2,0,40,8,37,8.54,45.18,3
3,8,37,21,33,13.6,45.18,3
4,21,33,21,24,9,45.18,3
5,21,24,8,20,13.6,45.18,3
6,8,20,0,16,8.94,45.18,3
7,0,16,12,0,20,45.18,3
0,0,0,1,38,38.01,63.32,3
1,1,38,1,59,21,63.32,3
2,1,59,12,54,12.08,63.32,3
3,12,54,23,46,13.6,63.32,3
4,23,46,23,31,15,63.32,3
5,23,31,12,23,13.6,63.32,3
6,12,23,0,15,14.42,63.32,3
7,0,15,23,0,27.46,63.32,3
0,0,0,1,36,36.01,76.22,3
1,1,36,1,60,24,76.22,3
2,1,60,47,44,48.7,76.22,3
3,47,44,47,25,19,76.22,3
4,47,25,0,6,50.7,76.22,3
5,0,6,27,0,27.66,76.22,3
0,0,0,2,25,25.08,40.31,3
1,2,25,2,37,12,40.31,3
2,2,37,16,32,14.87,40.31,3
3,16,32,16,23,9,40.31,3
4,16,23,0,14,18.36,40.31,3
5,0,14,12,0,18.44,40.31,3
0,0,0,2,36,36.06,61.74,3
1,2,36,2,56,20,61.74,3
2,2,56,21,52,19.42,61.74,3
3,21,52,26,46,7.81,61.74,3
4,26,46,26,33,13,61.74,3
5,26,33,21,27,7.81,61.74,3
6,21,27,0,21,21.84,61.74,3
7,0,21,16,0,26.4,61.74,3
0,0,0,0,22,22,32.98,3
1,0,22,0,32,10,32.98,3
2,0,32,7,28,8.06,32.98,3
3,7,28,7,22,6,32.98,3
4,7,22,0,16,9.22,32.98,3
5,0,16,8,0,17.89,32.98,3
0,0,0,0,28,28,42.06,3
1,0,28,0,37,9,42.06,3
2,0,37,6,35,6.32,42.06,3
3,6,35,20,31,14.56,42.06,3
4,20,31,20,22,9,42.06,3
5,20,22,6,18,14.56,42.06,3
6,6,18,0,14,7.21,42.06,3
7,0,14,12,0,18.44,42.06,3
0,0,0,0,37,37,62.94,3
1,0,37,0,60,23,62.94,3
2,0,60,13,55,13.93,62.94,3
3,13,55,19,49,8.49,62.94,3
4,19,49,19,36,13,62.94,3
5,19,36,13,30,8.49,62.94,3
6,13,30,0,24,14.32,62.94,3
7,0,24,18,0,30,62.94,3
0,0,0,1,28,28.02,45.69,3
1,1,28,1,42,14,45.69,3
2,1,42,17,32,18.87,45.69,3
3,17,32,17,19,13,45.69,3
4,17,19,0,6,21.4,45.69,3
5,0,6,18,0,18.97,45.69,3
0,0,0,1,34,34.01,53.6,3
1,1,34,1,52,18,53.6,3
2,1,52,10,46,10.82,53.6,3
3,10,46,13,41,5.83,53.6,3
4,13,41,10,34,7.62,53.6,3
5,10,34,0,28,11.66,53.6,3
6,0,28,11,0,30.08,53.6,3
0,0,0,0,27,27,39.66,3
1,0,27,0,33,6,39.66,3
2,0,33,7,31,7.28,39.66,3
3,7,31,22,27,15.52,39.66,3
4,22,27,22,18,9,39.66,3
5,22,18,7,14,15.52,39.66,3
6,7,14,0,10,8.06,39.66,3
7,0,10,10,0,14.14,39.66,3
0,0,0,1,24,24.02,41.63,3
1,1,24,1,38,14,41.63,3
2,1,38,14,30,15.26,41.63,3
3,14,30,17,23,7.62,41.63,3
4,17,23,14,14,9.49,41.63,3
5,14,14,0,6,16.12,41.63,3
6,0,6,16,0,17.09,41.63,3
0,0,0,2,33,33.06,48.27,3
1,2,33,2,47,14,48.27,3
2,2,47,11,44,9.49,48.27,3
3,11,44,11,38,6,48.27,3
4,11,38,0,32,12.53,48.27,3
5,0,32,7,0,32.76,48.27,3
0,0,0,2,35,35.06,64.62,3
1,2,35,2,60,25,64.62,3
2,2,60,12,54,11.66,64.62,3
3,12,54,24,46,14.42,64.62,3
4,24,46,24,30,16,64.62,3
5,24,30,12,22,14.42,64.62,3
6,12,22,0,14,14.42,64.62,3
7,0,14,23,0,26.93,64.62,3
0,0,0,2,25,25.08,32.57,3
1,2,25,2,31,6,32.57,3
2,2,31,10,29,8.25,32.57,3
3,10,29,10,24,5,32.57,3
4,10,24,0,19,11.18,32.57,3
5,0,19,6,0,19.92,32.57,3
0,0,0,1,26,26.02,36.4,3
1,1,26,1,34,8,36.4,3
2,1,34,6,30,6.4,36.4,3
3,6,30,13,26,8.06,36.4,3
4,13,26,13,17,9,36.4,3
5,13,17,6,13,8.06,36.4,3
6,6,13,0,9,7.21,36.4,3
7,0,9,13,0,15.81,36.4,3
0,0,0,2,22,22.09,43.01,3
1,2,22,2,41,19,43.01,3
2,2,41,11,37,9.85,43.01,3
3,11,37,13,33,4.47,43.01,3
4,13,33,13,24,9,43.01,3
5,13,24,11,20,4.47,43.01,3
6,11,20,0,16,11.7,43.01,3
7,0,16,12,0,20,43.01,3
0,0,0,0,22,22,49.19,3
1,0,22,0,44,22,49.19,3
2,0,44,18,39,18.68,49.19,3
3,18,39,22,33,7.21,49.19,3
4,22,33,22,20,13,49.19,3
5,22,20,18,14,7.21,49.19,3
6,18,14,0,8,18.97,49.19,3
7,0,8,20,0,21.54,49.19,3
0,22,0,7,6,16.16,42.19,4
1,7,6,0,12,9.22,42.19,4
2,0,12,0,24,12,42.19,4
3,0,24,7,30,9.22,42.19,4
4,7,30,22,36,16.16,42.19,4
0,18,0,7,6,12.53,40.25,4
1,7,6,0,12,9.22,40.25,4
2,0,12,0,24,12,40.25,4
3,0,24,7,30,9.22,40.25,4
4,7,30,18,36,12.53,40.25,4
0,16,0,0,12,20,39.4,4
1,0,12,0,24,12,39.4,4
2,0,24,16,36,20,39.4,4
0,14,0,2,7,13.89,31.3,4
1,2,7,0,14,7.28,31.3,4
2,0,14,2,21,7.28,31.3,4
3,2,21,14,28,13.89,31.3,4
0,27,0,12,7,16.55,38.9,4
1,12,7,0,14,13.89,38.9,4
2,0,14,12,21,13.89,38.9,4
3,12,21,27,28,16.55,38.9,4
0,21,0,0,9,22.85,35,4
1,0,9,0,18,9,35,4
2,0,18,21,28,23.26,35,4
0,19,0,0,7,20.25,27.59,4
1,0,7,0,14,7,27.59,4
2,0,14,19,20,19.92,27.59,4
0,28,0,0,10,29.73,41.04,4
1,0,10,0,20,10,41.04,4
2,0,20,28,30,29.73,41.04,4
0,21,0,12,5,10.3,38.28,4
1,12,5,0,10,13,38.28,4
2,0,10,0,21,11,38.28,4
3,0,21,12,26,13,38.28,4
4,12,26,21,32,10.82,38.28,4
0,14,0,0,11,17.8,36.77,4
1,0,11,0,22,11,36.77,4
2,0,22,14,34,18.44,36.77,4
0,17,0,1,6,17.09,38.01,4
1,1,6,0,12,6.08,38.01,4
2,0,12,0,23,11,38.01,4
3,0,23,1,29,6.08,38.01,4
4,1,29,17,34,16.76,38.01,4
0,18,0,9,6,10.82,40.25,4
1,9,6,0,12,10.82,40.25,4
2,0,12,0,24,12,40.25,4
3,0,24,9,30,10.82,40.25,4
4,9,30,18,36,10.82,40.25,4
0,19,0,5,8,16.12,37.22,4
1,5,8,0,16,9.43,37.22,4
2,0,16,5,24,9.43,37.22,4
3,5,24,19,32,16.12,37.22,4
0,22,0,0,11,24.6,38.83,4
1,0,11,0,22,11,38.83,4
2,0,22,22,32,24.17,38.83,4
0,16,0,9,5,8.6,32.25,4
1,9,5,0,10,10.3,32.25,4
2,0,10,0,19,9,32.25,4
3,0,19,9,24,10.3,32.25,4
4,9,24,16,28,8.06,32.25,4
0,10,0,0,8,12.81,26,4
1,0,8,0,16,8,26,4
2,0,16,10,24,12.81,26,4
0,34,0,11,10,25.08,52.5,4
1,11,10,0,20,14.87,52.5,4
2,0,20,11,30,14.87,52.5,4
3,11,30,34,40,25.08,52.5,4
0,26,0,17,6,10.82,42.8,4
1,17,6,0,12,18.03,42.8,4
2,0,12,0,23,11,42.8,4
3,0,23,17,29,18.03,42.8,4
4,17,29,26,34,10.3,42.8,4
0,16,0,8,5,9.43,35.78,4
1,8,5,0,10,9.43,35.78,4
2,0,10,0,21,11,35.78,4
3,0,21,8,26,9.43,35.78,4
4,8,26,16,32,10,35.78,4
0,12,0,2,6,11.66,26.83,4
1,2,6,0,12,6.32,26.83,4
2,0,12,2,18,6.32,26.83,4
3,2,18,12,24,11.66,26.83,4
0,14,0,2,7,13.89,31.3,4
1,2,7,0,14,7.28,31.3,4
2,0,14,2,21,7.28,31.3,4
3,2,21,14,28,13.89,31.3,4
0,21,0,0,9,22.85,35,4
1,0,9,0,18,9,35,4
2,0,18,21,28,23.26,35,4
0,33,0,0,12,35.11,48.84,4
1,0,12,0,24,12,48.84,4
2,0,24,33,36,35.11,48.84,4
0,20,0,2,4,18.44,29.73,4
1,2,4,0,8,4.47,29.73,4
2,0,8,0,15,7,29.73,4
3,0,15,2,19,4.47,29.73,4
4,2,19,20,22,18.25,29.73,4
0,34,0,0,12,36.06,49.52,4
1,0,12,0,24,12,49.52,4
2,0,24,34,36,36.06,49.52,4
0,22,0,5,8,18.79,38.83,4
1,5,8,0,16,9.43,38.83,4
2,0,16,5,24,9.43,38.83,4
3,5,24,22,32,18.79,38.83,4
0,26,0,14,7,13.89,38.21,4
1,14,7,0,14,15.65,38.21,4
2,0,14,14,21,15.65,38.21,4
3,14,21,26,28,13.89,38.21,4
0,12,0,0,9,15,30.46,4
1,0,9,0,18,9,30.46,4
2,0,18,12,28,15.62,30.46,4
0,18,0,2,9,18.36,40.25,4
1,2,9,0,18,9.22,40.25,4
2,0,18,2,27,9.22,40.25,4
3,2,27,18,36,18.36,40.25,4
0,28,0,0,12,30.46,45.61,4
1,0,12,0,24,12,45.61,4
2,0,24,28,36,30.46,45.61,4
0,18,0,9,6,10.82,40.25,4
1,9,6,0,12,10.82,40.25,4
2,0,12,0,24,12,40.25,4
3,0,24,9,30,10.82,40.25,4
4,9,30,18,36,10.82,40.25,4
0,15,0,0,8,17,28.3,4
1,0,8,0,16,8,28.3,4
2,0,16,15,24,17,28.3,4
0,16,0,0,12,20,39.4,4
1,0,12,0,24,12,39.4,4
2,0,24,16,36,20,39.4,4
0,16,0,8,5,9.43,35.78,4
1,8,5,0,10,9.43,35.78,4
2,0,10,0,21,11,35.78,4
3,0,21,8,26,9.43,35.78,4
4,8,26,16,32,10,35.78,4
0,12,0,2,6,11.66,26.83,4
1,2,6,0,12,6.32,26.83,4
2,0,12,2,18,6.32,26.83,4
3,2,18,12,24,11.66,26.83,4
0,15,0,0,7,16.55,25,4
1,0,7,0,14,7,25,4
2,0,14,15,20,16.16,25,4
0,27,0,15,7,13.89,38.9,4
1,15,7,0,14,16.55,38.9,4
2,0,14,15,21,16.55,38.9,4
3,15,21,27,28,13.89,38.9,4
0,12,0,0,9,15,30.46,4
1,0,9,0,18,9,30.46,4
2,0,18,12,28,15.62,30.46,4
0,14,0,2,5,13,31.3,4
1,2,5,0,10,5.39,31.3,4
2,0,10,0,19,9,31.3,4
3,0,19,2,24,5.39,31.3,4
4,2,24,14,28,12.65,31.3,4
0,16,0,2,8,16.12,35.78,4
1,2,8,0,16,8.25,35.78,4
2,0,16,2,24,8.25,35.78,4
3,2,24,16,32,16.12,35.78,4
0,18,0,2,9,18.36,40.25,4
1,2,9,0,18,9.22,40.25,4
2,0,18,2,27,9.22,40.25,4
3,2,27,18,36,18.36,40.25,4
0,19,0,1,10,20.59,42.49,4
1,1,10,0,19,9.06,42.49,4
2,0,19,1,29,10.05,42.49,4
3,1,29,19,38,20.12,42.49,4
0,20,0,5,7,16.55,44.72,4
1,5,7,0,14,8.6,44.72,4
2,0,14,0,27,13,44.72,4
3,0,27,5,34,8.6,44.72,4
4,5,34,20,40,16.16,44.72,4
0,16,0,8,5,9.43,35.78,4
1,8,5,0,10,9.43,35.78,4
2,0,10,0,21,11,35.78,4
3,0,21,8,26,9.43,35.78,4
4,8,26,16,32,10,35.78,4
0,31,0,23,5,9.43,44.55,4
1,23,5,0,10,23.54,44.55,4
2,0,10,0,21,11,44.55,4
3,0,21,23,26,23.54,44.55,4
4,23,26,31,32,10,44.55,4
0,12,0,5,4,8.06,26.83,4
1,5,4,0,8,6.4,26.83,4
2,0,8,0,16,8,26.83,4
3,0,16,5,20,6.4,26.83,4
4,5,20,12,24,8.06,26.83,4
0,17,0,0,8,18.79,29.41,4
1,0,8,0,16,8,29.41,4
2,0,16,17,24,18.79,29.41,4
0,14,0,7,5,8.6,31.3,4
1,7,5,0,10,8.6,31.3,4
2,0,10,0,19,9,31.3,4
3,0,19,7,24,8.6,31.3,4
4,7,24,14,28,8.06,31.3,4
0,12,0,0,9,15,30.46,4
1,0,9,0,18,9,30.46,4
2,0,18,12,28,15.62,30.46,4
0,15,0,2,4,13.6,26.63,4
1,2,4,0,8,4.47,26.63,4
2,0,8,0,15,7,26.63,4
3,0,15,2,19,4.47,26.63,4
4,2,19,15,22,13.34,26.63,4
0,15,0,7,5,9.43,33.54,4
1,7,5,0,10,8.6,33.54,4
2,0,10,0,20,10,33.54,4
3,0,20,7,25,8.6,33.54,4
4,7,25,15,30,9.43,33.54,4
0,15,0,0,9,17.49,31.76,4
1,0,9,0,18,9,31.76,4
2,0,18,15,28,18.03,31.76,4
0,18,0,2,6,17.09,40.25,4
1,2,6,0,12,6.32,40.25,4
2,0,12,0,24,12,40.25,4
3,0,24,2,30,6.32,40.25,4
4,2,30,18,36,17.09,40.25,4
0,19,0,1,6,18.97,42.49,4
1,1,6,0,12,6.08,42.49,4
2,0,12,0,25,13,42.49,4
3,0,25,1,31,6.08,42.49,4
