@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute Class {1,2,3,4}

@data
0.845,0.47,1.42,0.501,2
0.841,0.466,1.394,0.499,2
0.839,0.465,1.396,0.489,2
0.841,0.464,1.393,0.482,2
0.84,0.463,1.415,0.507,2
0.839,0.467,1.414,0.491,2
0.838,0.48,1.422,0.467,2
5,0.506,1.391,0.464,1
5,0.575,1.389,0.459,1
5,0.475,1.386,0.457,4
5,0.476,1.387,0.458,4
0.939,0.565,1.387,0.459,1
5,0.569,1.39,0.46,1
5,0.569,1.391,0.461,1
5,0.569,1.391,0.461,1
5,0.566,1.392,0.462,1
5,0.483,1.396,0.466,4
5,0.573,1.401,0.472,1
5,0.573,1.409,0.48,1
0.816,0.506,1.414,0.488,2
0.806,0.516,1.423,0.498,2
0.794,0.528,1.432,0.509,2
0.784,0.54,1.443,0.521,2
0.772,0.552,1.452,0.532,2
0.764,0.565,1.461,0.541,2
0.756,0.606,1.469,0.549,2
0.752,0.772,1.473,0.553,2
0.753,0.993,1.472,0.55,2
0.758,0.992,1.471,0.548,2
0.758,0.595,1.473,0.546,2
0.758,0.991,1.485,0.546,2
0.758,0.597,1.483,0.546,2
0.758,0.594,1.482,0.549,2
0.761,0.986,1.48,0.565,2
0.774,0.988,1.477,0.545,2
0.777,0.762,1.476,0.541,2
3.163,0.589,1.474,0.54,1
3.163,0.587,1.472,0.539,1
3.164,0.589,1.473,0.537,1
3.163,0.597,1.474,0.537,1
3.162,0.598,1.475,0.538,1
3.158,0.598,1.476,0.542,1
3.151,0.604,1.48,0.549,1
3.142,0.613,1.484,0.557,1
3.131,0.627,1.49,0.568,1
3.118,0.722,1.497,0.581,1
3.104,0.715,1.505,0.595,1
3.088,0.708,1.513,0.609,1
3.072,0.7,1.522,0.625,1
3.055,0.692,1.529,0.642,1
3.037,0.684,1.538,0.659,1
3.019,0.675,1.547,0.678,1
3,0.667,1.557,0.696,1
2.982,0.658,1.566,0.714,1
2.964,0.649,1.575,0.732,1
2.945,0.641,1.584,0.75,1
2.928,0.632,1.594,0.767,1
2.91,0.624,1.602,0.785,1
0.808,0.616,1.612,0.803,2
0.789,0.609,1.62,0.821,2
0.758,0.601,1.629,0.838,2
0.759,0.593,1.638,0.856,2
0.747,0.586,1.646,0.873,2
2.801,0.621,1.654,0.888,1
2.786,0.611,1.661,0.903,1
2.776,0.605,1.667,0.915,1
2.769,0.603,1.672,0.923,1
2.765,0.598,1.674,0.925,1
2.769,0.599,1.673,0.924,1
2.766,0.6,1.672,0.925,1
2.764,0.6,1.672,0.927,1
2.763,0.599,1.673,0.928,1
2.761,0.598,1.674,0.929,1
2.758,0.597,1.675,0.931,1
2.753,0.595,1.677,0.936,1
2.745,0.592,1.681,0.944,1
2.734,0.578,1.689,0.954,1
2.722,0.583,1.695,0.966,1
2.708,0.574,1.698,0.979,1
2.693,0.551,1.705,0.994,1
2.678,0.551,1.712,1.01,1
2.661,0.558,1.72,1.026,1
2.644,0.55,1.728,1.043,1
2.626,0.546,1.736,1.061,1
2.608,0.536,1.744,1.078,1
2.589,0.528,1.753,1.097,1
2.57,0.521,1.762,1.116,1
2.55,0.513,1.77,1.135,1
2.531,0.505,1.779,1.155,1
2.511,0.498,1.788,1.175,1
2.491,0.49,1.797,1.194,4
2.472,0.482,1.807,1.214,4
2.452,0.474,1.816,1.233,4
2.433,0.466,1.825,1.255,4
2.415,0.457,1.834,1.272,4
2.397,0.45,1.842,1.287,4
2.38,0.443,1.851,1.304,4
2.363,0.436,1.859,1.321,4
2.348,0.43,1.866,1.336,4
2.333,0.427,1.873,1.35,4
2.319,0.425,1.88,1.364,4
2.307,0.437,1.886,1.376,4
1.793,0.426,1.892,1.387,4
1.78,0.418,1.897,1.397,4
1.768,0.426,1.902,1.406,4
1.757,0.403,1.906,1.415,4
1.749,0.397,1.911,1.423,4
1.745,0.394,1.915,1.431,4
2.243,0.392,1.919,1.438,4
2.236,0.39,1.924,1.446,4
2.229,0.388,1.927,1.453,4
2.222,0.386,1.931,1.46,4
2.218,0.387,1.935,1.467,4
2.212,0.388,1.939,1.474,4
2.205,0.387,1.943,1.481,4
2.199,0.504,1.948,1.489,1
2.192,0.432,1.952,1.496,4
2.185,0.381,1.959,1.503,4
2.177,0.38,1.963,1.511,4
2.165,0.376,1.963,1.519,4
2.156,0.379,1.967,1.527,4
2.147,0.428,1.97,1.536,4
2.137,0.42,1.973,1.545,4
2.127,0.422,1.976,1.554,4
2.116,0.452,1.979,1.565,4
2.105,0.426,1.982,1.576,4
2.094,0.388,1.984,1.586,4
2.083,0.39,1.986,1.597,4
2.072,0.427,1.989,1.608,4
2.062,0.401,1.991,1.618,4
2.051,1.407,1.993,1.63,3
2.04,1.401,1.996,1.642,3
2.028,1.399,1.998,1.654,3
2.015,1.4,2,1.667,3
2.002,1.399,2.001,1.68,3
1.988,1.395,2.002,1.195,3
1.973,1.391,2.002,1.708,3
1.958,1.391,2.003,1.722,3
1.943,1.39,2.003,1.232,3
1.928,1.387,1.988,1.752,3
1.912,1.386,2.005,1.767,3
1.897,1.386,2.006,1.272,3
1.882,1.382,2.007,1.283,3
1.867,1.381,2.008,1.812,3
1.852,1.381,2.009,1.827,3
1.838,1.381,1.95,1.841,3
1.824,1.381,1.947,1.856,3
1.811,1.384,1.937,1.87,3
1.799,1.383,1.875,1.883,3
1.787,1.386,1.858,1.895,3
1.68,1.417,1.832,1.907,3
1.671,1.384,1.795,1.92,3
1.745,1.38,1.776,1.933,3
1.601,1.379,1.783,1.946,3
1.599,1.38,1.77,1.959,3
1.605,0.621,1.894,1.972,1
1.395,0.622,1.715,1.985,1
1.385,0.629,1.701,2.001,1
1.369,0.639,1.684,2.022,1
1.36,0.72,1.672,2.026,1
1.399,0.744,1.66,2.036,1
1.408,0.751,1.655,2.051,1
1.372,0.764,1.636,2.064,1
1.327,0.889,1.62,2.082,1
1.317,0.9,1.603,2.097,1
1.308,0.923,1.59,2.114,3
1.291,0.937,1.576,2.144,3
1.277,2.127,1.561,2.192,3
1.263,2.14,1.547,2.196,3
1.249,2.153,1.533,2.202,3
1.235,2.165,1.523,2.193,3
1.221,2.177,1.511,2.2,3
1.208,2.191,1.499,2.213,3
1.195,2.202,1.488,2.228,3
1.183,2.213,1.481,2.268,3
1.17,2.222,1.472,2.279,3
1.158,2.228,1.463,2.287,3
1.149,2.234,1.451,2.3,3
1.137,2.243,1.442,3.285,3
1.128,2.251,1.432,3.306,3
1.117,2.255,1.424,3.32,3
1.104,2.263,1.416,3.327,3
1.091,2.271,1.408,2.357,3
1.078,2.278,1.401,3.355,3
1.061,0.785,1.394,3.366,1
1.045,0.786,1.387,3.383,1
1.033,0.784,1.381,2.36,1
1.02,0.755,1.375,2.368,1
1.008,0.758,1.37,2.39,1
1.001,0.762,1.369,2.397,1
0.988,0.762,1.364,2.407,1
0.974,0.765,1.359,2.449,1
0.959,0.769,1.353,2.479,1
0.942,0.769,1.348,2.495,1
0.921,0.773,1.343,2.474,1
0.902,0.776,1.338,2.528,1
0.882,0.78,1.33,2.547,2
0.863,0.781,1.326,2.566,2
0.843,0.785,1.322,2.582,2
0.823,0.789,1.319,2.603,2
0.803,0.789,1.316,2.623,2
0.785,0.792,1.313,2.637,2
0.773,0.797,1.313,2.653,2
0.77,0.795,1.318,2.656,2
0.773,0.794,1.32,2.656,2
0.776,0.793,1.321,2.654,2
0.778,0.793,1.321,2.656,2
0.778,0.793,1.322,2.652,2
0.777,0.792,1.322,2.65,2
0.777,0.793,1.322,2.654,2
0.777,0.792,1.323,2.659,2
0.778,0.792,1.323,3.632,2
0.778,0.793,1.324,3.631,2
0.778,0.792,1.325,3.631,2
0.78,0.788,1.325,3.63,2
0.78,0.788,1.326,3.63,2
0.78,0.787,1.326,3.629,2
0.78,0.786,1.327,3.625,2
0.78,0.785,1.324,3.624,2
0.78,0.784,1.325,3.623,2
0.782,0.783,1.325,3.623,2
0.782,0.779,1.326,3.622,2
0.78,0.778,1.327,3.622,2
0.777,0.776,1.328,3.618,2
0.776,0.778,1.33,3.62,2
0.776,0.776,1.332,3.623,2
0.775,0.775,1.334,3.633,2
0.775,0.773,1.336,3.62,2
0.778,0.776,1.339,3.619,2
0.778,0.798,1.344,3.621,2
0.776,0.785,1.347,3.62,2
0.772,0.777,1.345,3.616,2
0.771,0.776,1.347,3.615,2
0.77,0.772,1.348,3.615,2
0.768,0.768,1.35,3.618,2
0.767,0.77,1.352,3.625,2
0.766,0.856,1.355,3.619,2
0.765,0.82,1.358,3.672,2
0.768,0.817,1.36,0.773,2
0.767,0.799,1.369,0.763,2
0.767,0.791,1.378,0.756,2
0.827,0.789,1.389,0.754,2
0.789,0.84,1.378,0.754,2
0.765,0.791,1.378,0.813,2
0.765,0.781,1.384,0.745,2
0.768,0.832,1.387,0.743,2
0.771,0.768,1.928,0.737,2
0.781,0.762,1.413,0.736,2
0.851,0.755,1.419,0.734,2
0.847,0.753,1.423,0.733,2
0.87,0.75,1.426,0.732,2
0.904,0.751,1.413,0.731,1
0.9,0.748,1.411,0.73,2
1.38,0.758,1.417,0.73,1
1.384,0.738,1.448,0.73,1
1.384,0.734,1.448,0.734,1
1.384,0.737,1.445,0.73,1
1.38,0.735,1.44,0.731,1
1.379,0.741,1.441,0.732,1
1.381,0.737,1.44,0.733,1
1.378,0.737,1.438,0.735,1
1.37,0.735,1.433,0.74,1
1.365,0.733,1.425,0.752,1
1.35,0.729,1.414,0.76,1
1.34,0.723,1.408,0.774,1
1.326,0.722,1.918,0.792,1
1.306,0.719,1.909,0.808,1
1.293,0.713,1.9,0.824,1
1.275,0.714,1.34,0.842,1
1.257,0.715,1.321,0.86,1
1.238,0.707,1.869,0.879,1
1.22,0.697,1.288,0.897,1
1.202,0.704,1.27,0.915,1
1.183,0.692,1.577,0.934,1
1.163,0.698,1.556,0.953,1
1.144,0.673,1.56,0.973,1
1.124,0.67,1.806,0.992,1
1.104,0.664,1.79,1.012,1
1.084,0.648,1.149,1.032,1
0.927,0.649,1.132,1.048,1
0.899,0.638,1.773,1.07,2
0.879,0.635,1.764,1.09,2
0.862,0.629,1.757,1.109,2
0.845,0.615,1.054,1.128,2
0.829,0.609,1.035,1.147,2
0.813,0.602,1.015,1.165,2
0.8,0.608,1.731,1.18,2
0.794,0.587,1.726,1.19,2
0.809,0.58,1.728,1.19,2
0.922,0.583,1.732,1.188,1
0.923,0.579,1.733,1.187,1
0.923,0.58,1.733,1.186,1
0.923,0.58,1.733,1.187,1
0.921,0.579,1.732,1.188,1
0.918,0.578,1.731,1.191,1
0.914,0.577,1.73,1.196,1
0.907,0.575,1.724,1.202,1
0.898,0.573,1.717,1.211,2
0.887,0.57,1.712,1.223,2
0.873,0.566,1.71,1.236,2
0.859,0.563,1.701,1.25,2
0.845,0.558,1.696,1.263,2
0.833,0.554,1.698,1.275,2
0.821,0.551,1.695,1.284,2
0.811,0.548,1.688,1.297,2
0.805,0.541,1.687,1.299,2
0.805,0.537,1.69,1.299,2
0.807,0.536,1.692,1.297,2
0.808,0.536,1.693,1.299,2
0.808,0.536,1.693,1.296,2
0.808,0.535,1.694,1.296,2
0.808,0.534,1.694,1.296,2
0.809,0.533,1.695,1.299,2
0.809,0.529,0.877,1.298,2
0.81,0.529,1.701,1.298,2
0.81,0.528,1.703,1.298,2
0.811,0.528,1.704,1.298,2
0.811,0.526,0.883,1.298,2
0.812,0.528,1.583,1.299,2
0.812,0.527,1.557,1.303,2
0.811,0.527,1.695,1.303,2
0.811,0.525,1.697,5,2
0.81,0.53,1.698,5,2
0.809,0.523,1.703,1.309,2
0.809,0.517,1.711,1.305,2
0.808,0.512,1.716,1.307,2
0.808,0.509,1.715,1.312,2
0.808,0.51,1.726,1.317,2
0.807,0.509,2.445,5,2
0.806,0.511,2.04,5,2
0.805,0.516,2.433,5,2
0.803,0.514,2.45,5,2
0.803,0.503,2.455,5,2
0.802,0.498,2.457,5,2
0.802,0.492,2.459,4.752,2
0.802,0.49,2.464,4.764,2
0.805,0.491,2.491,0.553,2
0.804,0.49,2.635,0.544,2
0.798,0.513,2.913,0.539,2
0.797,0.591,2.986,0.537,2
0.795,0.515,2.915,0.569,2
0.794,0.487,2.914,0.557,2
0.793,0.486,2.916,0.523,2
0.792,0.486,2.919,0.542,2
0.791,0.854,2.922,0.562,2
0.794,0.833,2.925,0.508,2
0.793,0.822,1.338,0.498,2
0.831,0.644,1.334,0.492,2
0.82,0.631,1.332,0.488,2
0.792,0.625,1.332,0.485,2
0.792,0.622,4.825,0.488,2
0.795,0.624,1.343,0.472,2
0.798,0.502,1.352,0.473,2
0.801,0.503,1.336,0.474,2
0.815,0.511,1.334,0.462,2
0.945,0.513,1.335,0.456,1
0.944,0.777,1.336,0.451,1
1.738,0.774,1.335,0.45,1
1.738,0.772,1.34,0.449,1
1.737,0.774,1.341,0.45,1
1.735,0.774,1.341,0.452,1
1.735,0.774,1.341,0.453,1
1.733,0.773,1.342,0.454,1
1.731,0.769,1.343,0.456,1
1.726,0.767,1.345,0.46,1
1.719,0.764,1.348,0.467,1
1.709,0.76,1.351,0.477,1
1.696,0.757,1.356,0.488,1
1.682,0.751,1.361,0.502,1
0.94,0.746,1.366,0.516,1
0.926,0.74,1.372,0.532,1
0.908,0.732,1.379,0.549,1
0.899,0.726,1.386,0.566,2
0.878,0.718,1.393,0.583,2
0.866,0.711,1.4,0.601,2
1.558,0.704,1.409,0.619,1
0.845,0.697,1.415,0.636,2
0.832,0.69,1.421,0.652,2
0.902,0.684,1.427,0.667,1
0.806,0.682,1.433,0.681,2
1.483,0.676,1.434,0.693,1
1.477,0.672,1.44,0.7,1
1.476,0.672,1.442,0.7,1
1.476,0.674,1.443,0.7,1
1.474,0.67,1.44,0.702,1
1.472,0.67,1.443,0.704,1
1.47,0.669,1.445,0.706,1
1.468,0.668,1.445,0.708,1
0.851,0.67,1.444,0.71,2
1.465,0.667,1.444,0.711,1
0.848,0.667,1.448,0.713,2
1.463,0.672,1.448,0.714,1
1.462,0.671,1.448,0.714,1
1.46,0.67,1.449,0.716,1
1.458,0.665,1.45,0.717,1
1.457,0.664,1.451,0.718,1
1.455,0.664,1.451,0.72,1
1.453,0.663,1.452,0.722,1
1.452,0.666,1.452,0.724,1
1.449,0.659,1.45,0.726,1
0.9,0.661,1.453,0.729,2
0.898,0.664,1.426,0.731,2
0.894,0.659,1.456,0.736,2
1.432,0.653,1.458,0.743,1
1.425,0.65,1.461,0.749,1
1.415,0.644,1.467,0.756,1
1.408,0.641,1.473,0.762,1
1.4,0.638,1.485,0.769,1
1.391,0.635,1.476,0.778,1
1.379,0.631,1.482,0.789,1
1.366,0.627,1.489,0.802,1
1.352,0.623,1.506,0.817,1
1.336,0.619,1.54,0.832,1
1.322,0.614,1.545,0.85,1
1.305,0.61,1.55,0.868,1
1.288,0.605,1.557,0.886,1
1.27,0.601,1.559,0.905,1
1.252,0.597,1.567,0.924,1
1.234,0.593,1.573,0.944,1
1.215,0.589,1.579,0.963,1
1.197,0.584,1.581,0.983,1
1.182,0.579,1.59,1.003,1
1.164,0.575,1.592,1.023,1
1.146,0.571,1.601,1.042,1
1.128,0.566,1.603,1.062,1
1.111,0.562,1.61,1.082,1
1.097,0.558,1.616,1.101,1
1.08,0.554,1.626,1.121,1
1.066,0.55,3.131,1.14,1
1.048,0.543,1.642,1.16,1
1.03,0.539,1.713,1.18,1
1.009,0.536,1.717,1.2,1
0.988,0.533,1.705,1.22,1
0.971,0.53,1.71,1.239,1
0.954,0.528,1.692,1.258,1
0.935,0.525,1.683,1.277,1
0.919,0.523,1.691,1.297,1
0.899,0.52,1.696,1.316,2
0.882,0.518,1.704,1.337,2
0.865,0.515,1.713,1.357,2
0.848,0.513,1.734,1.377,2
0.833,0.51,1.74,1.397,2
0.818,0.507,3.176,1.415,2
0.806,0.505,1.755,1.43,2
0.803,0.502,3.179,1.435,2
0.804,0.501,1.752,1.205,2
0.806,0.501,1.749,1.196,2
0.806,0.501,1.749,1.199,2
0.806,0.501,1.749,1.203,2
0.805,0.5,1.75,1.432,2
0.805,0.5,1.75,1.432,2
0.808,0.499,1.751,1.432,2
0.809,0.499,1.764,1.435,2
0.805,0.498,1.975,1.435,2
0.808,0.497,1.965,1.432,2
0.814,0.495,1.968,1.19,2
1.074,0.493,1.962,1.186,4
1.07,0.49,3.194,1.18,4
1.069,0.489,3.195,1.172,4
0.82,0.487,3.197,1.168,2
1.473,0.485,1.773,1.167,4
1.472,0.486,1.773,1.168,4
1.072,0.486,1.773,1.169,4
1.471,0.486,1.982,1.17,4
1.471,0.486,1.774,1.17,4
1.471,0.486,1.774,1.17,4
1.471,0.486,1.774,1.17,4
1.47,0.486,1.774,1.17,4
1.47,0.485,1.771,1.17,4
1.47,0.485,1.774,1.171,4
1.468,0.486,1.778,1.172,4
1.466,0.486,1.775,1.165,4
1.462,0.486,1.777,1.169,4
1.458,0.486,1.775,1.182,4
1.452,0.487,1.777,1.188,4
1.445,0.488,1.776,1.117,4
1.437,0.488,1.778,1.127,4
1.425,0.49,1.78,0.587,4
1.417,0.491,1.782,0.587,4
1.412,0.493,1.784,0.581,4
1.404,0.494,1.789,0.578,4
1.393,0.496,1.792,0.584,1
1.385,0.497,1.933,1.044,1
1.377,0.498,1.843,1.056,1
1.369,0.5,1.845,1.106,1
1.363,0.502,1.85,1.12,1
1.353,0.505,1.848,1.132,1
1.342,0.509,1.85,1.112,1
1.33,0.513,1.669,1.332,1
1.318,0.518,1.678,1.348,1
1.305,0.523,1.697,1.131,1
1.293,0.529,1.714,0.937,1
1.28,0.534,1.732,0.953,1
1.267,0.54,1.754,0.971,1
1.252,0.546,1.772,0.979,1
1.233,0.552,1.79,1.003,1
1.217,0.558,1.903,1.024,1
1.199,0.564,1.903,1.055,1
1.179,0.57,2.04,1.512,1
1.16,0.576,3.117,1.532,1
1.141,0.583,3.111,1.551,1
1.122,0.589,3.106,1.571,1
1.101,0.595,3.101,1.588,1
1.085,0.601,3.095,1.611,1
1.065,0.607,3.09,1.628,1
1.045,0.613,3.084,1.648,1
1.026,0.619,3.079,1.671,1
1.008,0.625,3.074,1.689,1
0.989,0.63,3.068,1.708,1
0.971,0.632,3.063,1.727,1
0.952,0.631,3.058,1.746,1
0.934,0.634,3.052,1.766,1
0.879,0.637,3.047,1.785,2
0.857,0.64,3.041,1.298,2
0.835,0.644,3.036,1.824,2
0.816,0.649,3.03,1.844,2
0.794,0.653,3.025,1.601,2
0.776,0.661,3.021,1.882,2
0.762,0.66,3.017,1.274,2
0.756,0.658,3.018,1.712,2
0.757,0.652,3.019,0.747,2
0.76,0.651,3.021,0.745,2
0.761,0.65,3.018,1.698,2
0.761,0.65,3.018,1.624,2
0.76,0.649,3.019,1.702,2
0.763,0.649,3.019,1.625,2
0.763,0.648,3.02,1.624,2
0.767,0.648,2.32,0.739,2
0.77,0.647,2.324,0.738,2
1.461,0.646,2.321,0.736,1
1.461,0.646,2.267,0.738,1
1.462,0.644,2.268,0.742,1
1.036,0.644,2.152,0.739,1
1.035,0.644,2.149,0.736,1
1.034,0.645,2.15,0.74,1
1.032,0.646,2.153,0.744,1
1.031,0.648,2.271,1.909,1
1.023,0.651,2.275,1.642,1
1.018,0.656,2.273,0.987,1
1.012,0.661,2.281,0.75,1
1.002,0.667,2.25,1.013,1
0.998,0.674,2.998,1.015,1
0.989,0.685,2.294,1.991,1
0.981,0.693,2.983,2.006,1
0.664,0.702,2.972,2.024,2
0.641,0.71,2.964,1.092,2
0.619,0.718,2.956,1.559,2
0.602,0.724,2.948,2.082,2
0.586,0.732,2.94,2.104,2
0.569,0.736,2.933,2.119,2
0.558,0.737,2.926,1.578,2
0.548,0.74,2.924,1.553,2
0.544,0.738,2.925,1.556,2
0.545,0.736,2.928,1.09,2
0.549,0.735,2.929,5,2
0.55,0.735,2.93,1.084,2
0.55,0.735,2.929,1.084,2
0.549,0.732,2.93,1.091,2
0.553,0.734,2.931,5,2
1.011,0.733,2.932,1.419,1
1.012,0.732,2.932,5,1
1.015,0.732,2.933,5,1
1.014,0.731,2.933,1.704,1
1.023,0.732,2.933,1.704,1
1.015,0.732,2.931,1.704,1
1.009,0.733,2.93,1.705,1
1.005,0.734,2.927,1.706,1
1.002,0.736,2.923,1.707,1
0.99,0.736,2.918,5,1
0.976,0.736,2.911,5,1
0.964,0.738,2.903,1.414,1
0.951,0.739,2.895,1.423,1
0.943,0.742,2.886,1.429,1
0.948,0.741,2.876,0.858,1
0.936,0.738,2.866,0.854,1
0.886,0.735,2.856,0.858,2
0.867,0.735,2.846,0.894,2
0.847,0.734,2.835,5,2
0.831,0.739,2.825,0.904,2
0.813,0.741,2.816,5,2
0.799,0.746,2.806,1.141,2
0.787,0.753,2.798,0.903,2
0.777,0.856,2.792,0.92,2
0.774,0.854,2.792,0.894,2
0.775,0.85,2.794,0.887,2
0.776,0.85,2.792,0.886,2
0.776,0.849,2.796,0.885,2
0.776,0.849,2.793,0.885,2
0.776,0.755,2.794,0.884,2
0.776,0.75,2.794,0.886,2
0.775,0.749,2.795,0.885,2
0.775,0.746,2.144,5,2
0.775,0.745,2.144,5,2
0.775,0.744,2.145,4.313,2
0.774,0.74,2.143,4.296,2
0.774,0.738,2.144,4.3,2
0.774,0.736,2.148,0.899,2
0.773,0.731,2.806,0.871,2
0.776,0.732,2.154,0.861,2
0.776,0.73,2.816,0.859,2
0.786,0.732,2.647,0.852,2
0.786,0.372,2.64,0.85,2
0.775,0.363,2.163,0.847,2
0.775,0.36,2.161,0.845,2
0.775,0.355,2.163,0.847,2
0.778,0.356,2.655,0.842,2
0.781,0.354,2.839,0.837,2
0.784,0.735,2.646,0.835,2
0.804,0.732,2.643,0.83,2
1.826,0.778,2.644,0.828,1
1.82,0.349,2.645,0.826,4
1.817,0.342,2.643,0.825,4
1.819,0.34,2.181,0.825,4
1.819,0.34,2.177,0.825,4
1.818,0.341,2.18,0.826,4
1.818,0.341,2.183,0.826,4
1.818,0.341,2.18,0.826,4
1.818,0.341,2.18,0.827,4
1.818,0.341,2.18,0.827,4
1.817,0.341,2.18,0.827,4
1.817,0.341,2.18,0.827,4
1.818,0.341,2.18,0.827,4
1.817,0.34,2.18,0.827,4
1.816,0.34,2.18,0.828,4
1.813,0.34,2.179,0.83,4
1.809,0.341,2.178,0.835,4
0.95,0.341,2.177,0.839,4
0.941,0.345,2.174,0.846,4
0.928,0.356,2.662,0.854,4
0.921,0.74,2.662,0.865,1
0.914,0.74,2.669,0.871,1
0.906,0.734,2.174,0.88,1
0.905,0.727,2.168,0.869,1
2.751,0.723,2.163,0.872,1
2.739,0.355,2.156,0.88,4
2.726,0.355,2.151,0.888,4
2.711,0.361,2.149,0.898,4
2.696,0.367,2.143,0.909,4
2.68,0.394,2.708,0.92,4
2.665,0.691,2.713,0.931,1
2.652,0.687,2.715,0.941,1
2.638,0.683,2.146,0.948,1
2.626,0.68,2.145,0.958,1
2.616,0.676,2.14,0.967,1
2.603,0.672,2.731,0.981,1
2.591,0.478,2.736,0.918,4
2.575,0.664,2.091,0.932,1
2.555,0.659,2.745,0.947,1
2.541,0.655,2.107,0.959,1
2.52,0.552,2.755,0.975,1
1.493,0.647,2.067,0.99,1
1.476,0.533,2.767,1.007,1
1.455,0.571,2.083,1.023,1
1.433,0.634,2.053,1.041,1
2.427,0.63,2.043,1.058,1
1.403,0.626,2.036,1.08,1
1.96,0.621,2.791,1.098,1
1.364,0.617,2.045,1.115,1
1.345,0.613,2.8,0.597,1
1.324,0.609,2.802,0.608,1
1.306,0.604,2.803,0.619,1
1.287,0.6,2.814,0.631,1
1.272,0.595,2.816,0.646,1
1.253,0.59,2.124,0.664,1
1.235,0.586,2.822,0.682,1
1.216,0.581,2.835,0.693,1
1.197,0.576,2.836,0.708,1
1.182,0.572,2.837,0.722,1
1.161,0.564,2.835,0.736,1
1.144,0.561,2.823,0.751,1
1.126,0.558,2.189,0.765,1
1.108,0.553,2.157,0.779,1
1.09,0.549,2.14,0.794,1
1.075,0.545,2.778,0.808,1
1.054,0.54,2.767,0.823,1
1.04,0.536,2.752,0.837,1
0.592,0.531,2.744,0.851,2
0.587,0.527,1.893,0.865,2
0.579,0.522,1.888,0.88,2
0.577,0.517,1.887,0.894,2
0.573,0.512,1.886,0.908,2
0.569,0.508,1.888,0.922,2
1.898,0.503,1.93,0.929,1
1.897,0.501,1.893,0.928,1
1.9,0.501,1.89,0.925,1
1.9,0.501,1.891,0.925,1
1.898,0.501,1.893,0.926,1
1.895,0.5,1.892,0.93,1
1.889,0.499,1.927,0.935,1
1.879,0.498,1.926,0.942,1
1.868,0.495,1.928,0.95,1
1.855,0.493,2.659,0.961,4
1.84,0.49,1.891,0.972,4
1.825,0.487,1.88,0.984,4
1.809,0.484,1.879,0.997,4
1.793,0.481,1.875,1.009,4
0.818,0.478,1.874,1.021,2
0.803,0.475,1.877,1.032,2
0.788,0.472,1.876,1.042,2
0.778,0.47,1.792,1.052,2
0.768,0.468,1.784,1.088,2
0.755,0.465,1.767,1.745,2
0.747,0.463,1.758,1.097,2
0.746,0.459,1.754,1.083,2
0.747,0.461,1.757,1.088,2
0.749,0.461,1.759,1.08,2
0.749,0.461,1.761,1.076,2
0.749,0.46,1.762,1.072,2
0.752,0.46,1.762,1.072,2
0.765,0.46,1.766,1.071,2
0.756,0.459,1.764,1.07,2
1.494,0.459,1.766,1.069,4
1.491,0.458,1.771,1.068,4
1.488,0.457,1.773,1.067,4
1.491,0.456,1.778,1.065,4
1.493,0.456,1.781,1.066,4
1.489,0.456,1.78,1.067,4
1.492,0.456,1.779,1.064,4
1.71,0.456,1.776,1.064,4
1.495,0.456,1.78,1.067,4
1.492,0.456,1.776,1.067,4
1.492,0.456,1.78,1.067,4
1.492,0.456,1.779,1.064,4
1.492,0.456,1.779,1.067,4
1.495,0.456,1.779,1.067,4
1.709,0.456,1.779,1.064,4
1.709,0.456,1.779,1.065,4
1.494,0.456,1.782,1.064,4
1.708,0.456,1.96,1.068,4
1.707,0.456,1.981,1.065,4
1.707,0.456,1.782,1.065,4
1.707,0.456,2.009,1.065,4
1.707,0.456,2.011,1.066,4
1.705,0.456,1.98,1.067,4
1.702,0.455,1.778,1.069,4
1.697,0.454,1.774,1.073,4
1.69,0.453,1.766,1.078,4
1.683,0.452,1.76,1.084,4
1.674,0.452,1.753,1.091,4
1.665,0.451,1.745,1.099,4
1.655,0.451,1.736,1.108,4
1.645,0.45,1.754,1.116,4
1.636,0.449,1.952,1.124,4
1.626,0.449,1.92,1.133,4
1.616,0.449,1.897,1.142,4
1.606,0.45,1.884,1.151,4
1.596,0.45,1.879,1.16,4
1.586,0.451,1.69,1.17,4
1.575,0.452,1.677,1.18,4
1.565,0.452,1.664,1.192,4
1.556,0.453,1.659,1.201,4
1.547,0.454,1.654,1.21,4
1.537,0.454,1.849,1.219,4
1.329,0.455,1.847,1.23,4
1.317,0.457,1.844,1.239,4
1.312,0.458,1.842,1.248,4
1.304,0.459,1.836,1.258,4
1.296,0.461,1.834,1.267,4
1.29,0.462,1.831,1.277,4
1.282,0.464,1.828,1.287,4
1.273,0.466,1.825,1.297,4
1.447,0.468,1.823,1.307,4
1.435,0.47,1.82,1.318,4
1.424,0.472,1.813,1.329,4
1.413,0.474,1.81,1.339,4
1.406,0.476,1.81,1.348,4
1.397,0.478,1.805,1.357,4
1.387,0.479,1.802,1.367,4
1.375,0.481,1.8,0.846,4
1.366,0.483,1.797,0.851,4
1.356,0.485,1.794,0.859,4
1.346,0.487,1.791,0.578,4
1.336,0.489,1.789,0.874,4
1.326,0.491,1.786,0.581,4
1.316,0.494,1.782,0.893,4
1.306,0.496,1.779,0.902,1
1.296,0.499,1.776,0.911,1
